esox_lucius ENSELUG00000001174
gadus_morhua ENSGMOG00000015831
amphiprion_ocellaris ENSAOCG00000012274
amphiprion_percula ENSAPEG00000010995
acanthochromis_polyacanthus ENSAPOG00000024505
stegastes_partitus ENSSPAG00000022774
poecilia_mexicana ENSPMEG00000000752
poecilia_latipinna ENSPLAG00000020106
poecilia_formosa ENSPFOG00000000713
poecilia_reticulata ENSPREG00000014881
xiphophorus_maculatus ENSXMAG00000021684
xiphophorus_couchianus ENSXCOG00000014429
gambusia_affinis ENSGAFG00000016164
fundulus_heteroclitus ENSFHEG00000007274
cyprinodon_variegatus ENSCVAG00000013344
kryptolebias_marmoratus ENSKMAG00000015888
oryzias_latipes ENSORLG00000020444
oryzias_latipes ENSORLG00020000218
oryzias_latipes_asm223469v1 ENSORLG00015000176
oryzias_melastigma ENSOMEG00000014446
maylandia_zebra ENSMZEG00005002521
astatotilapia_calliptera ENSACLG00000009023
pundamilia_nyererei ENSPNYG00000006553
haplochromis_burtoni ENSHBUG00000019018
neolamprologus_brichardi ENSNBRG00000012518
oreochromis_niloticus ENSONIG00000004306
amphilophus_citrinellus ENSACIG00000014207
anabas_testudineus ENSATEG00000003703
takifugu_rubripes ENSTRUG00000007099
tetraodon_nigroviridis ENSTNIG00000007004
cynoglossus_semilaevis ENSCSEG00000013373
mola_mola ENSMMOG00000005620
labrus_bergylta ENSLBEG00000021084
gasterosteus_aculeatus ENSGACG00000007436
seriola_dumerili ENSSDUG00000011959
seriola_lalandi_dorsalis ENSSLDG00000021968
scophthalmus_maximus ENSSMAG00000006626
monopterus_albus ENSMALG00000018478
mastacembelus_armatus ENSMAMG00000015058
periophthalmus_magnuspinnatus ENSPMGG00000017411
hippocampus_comes ENSHCOG00000019121
pygocentrus_nattereri ENSPNAG00000025035
astyanax_mexicanus ENSAMXG00000014717
ictalurus_punctatus ENSIPUG00000023791
danio_rerio ENSDARG00000031971
paramormyrops_kingsleyae ENSPKIG00000013328
scleropages_formosus ENSSFOG00015014231
lepisosteus_oculatus ENSLOCG00000008683
taeniopygia_guttata ENSTGUG00000016979
seriola_lalandi_dorsalis ENSSLDG00000010546
anolis_carolinensis ENSACAG00000002909
pogona_vitticeps ENSPVIG00000009750
notechis_scutatus ENSNSUG00000009121
salvator_merianae ENSSMRG00000014048
sphenodon_punctatus ENSSPUG00000005691
apteryx_haastii ENSAHAG00000014591
apteryx_rowi ENSARWG00000012112
apteryx_owenii ENSAOWG00000000483
dromaius_novaehollandiae ENSDNVG00000010685
nothoprocta_perdicaria ENSNPEG00000014048
taeniopygia_guttata ENSTGUG00000010849
lonchura_striata_domestica ENSLSDG00000017508
serinus_canaria ENSSCAG00000016227
junco_hyemalis ENSJHYG00000017937
zonotrichia_albicollis ENSZALG00000017297
ficedula_albicollis ENSFALG00000004239
cyanistes_caeruleus ENSCCEG00000018455
parus_major ENSPMJG00000001303
lepidothrix_coronata ENSLCOG00000015095
manacus_vitellinus ENSMVIG00005014817
melopsittacus_undulatus ENSMUNG00000004054
calidris_pygmaea ENSCPGG00000000722
calidris_pugnax ENSCPUG00000007091
anser_brachyrhynchus ENSABRG00000018788
anas_platyrhynchos_platyrhynchos ENSAPLG00000004596
gallus_gallus ENSGALG00000016862
coturnix_japonica ENSCJPG00005015996
meleagris_gallopavo ENSMGAG00000014879
numida_meleagris ENSNMEG00000018667
crocodylus_porosus ENSCPRG00005016788
chelonoidis_abingdonii ENSCABG00000005743
gopherus_agassizii ENSGAGG00000018881
chrysemys_picta_bellii ENSCPBG00000015411
pelodiscus_sinensis ENSPSIG00000018133
loxodonta_africana ENSLAFG00000003873
procavia_capensis ENSPCAG00000012374
echinops_telfairi ENSETEG00000017606
macaca_fascicularis ENSMFAG00000045152
macaca_nemestrina ENSMNEG00000039107
cercocebus_atys ENSCATG00000039993
papio_anubis ENSPANG00000018248
chlorocebus_sabaeus ENSCSAG00000017480
theropithecus_gelada ENSTGEG00000012853
mandrillus_leucophaeus ENSMLEG00000031329
rhinopithecus_roxellana ENSRROG00000034583
rhinopithecus_bieti ENSRBIG00000039733
piliocolobus_tephrosceles ENSPTEG00000034813
colobus_angolensis_palliatus ENSCANG00000029353
rhinopithecus_roxellana ENSRROG00000038214
gorilla_gorilla ENSGGOG00000011035
homo_sapiens ENSG00000134901
pan_paniscus ENSPPAG00000029416
pan_troglodytes ENSPTRG00000006015
pongo_abelii ENSPPYG00000005483
nomascus_leucogenys ENSNLEG00000007858
saimiri_boliviensis_boliviensis ENSSBOG00000019020
callithrix_jacchus ENSCJAG00000020091
aotus_nancymaae ENSANAG00000029223
cebus_capucinus ENSCCAG00000020346
carlito_syrichta ENSTSYG00000013793
microcebus_murinus ENSMICG00000043116
propithecus_coquereli ENSPCOG00000024096
prolemur_simus ENSPSMG00000016189
otolemur_garnettii ENSOGAG00000017102
tupaia_belangeri ENSTBEG00000001624
heterocephalus_glaber_female ENSHGLG00000000939
heterocephalus_glaber_male ENSHGLG00100010553
fukomys_damarensis ENSFDAG00000009489
cavia_porcellus ENSCPOG00000001369
cavia_aperea ENSCAPG00000018027
chinchilla_lanigera ENSCLAG00000001918
urocitellus_parryii ENSUPAG00010010649
ictidomys_tridecemlineatus ENSSTOG00000006283
spermophilus_dauricus ENSSDAG00000008842
marmota_marmota_marmota ENSMMMG00000020290
castor_canadensis ENSCCNG00000021427
dipodomys_ordii ENSDORG00000002596
mus_musculus ENSMUSG00000026047
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014904
mus_spicilegus ENSMSIG00000017296
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014100
mus_pahari MGP_PahariEiJ_G0027343
rattus_norvegicus ENSRNOG00000011740
meriones_unguiculatus ENSMUGG00000008198
cricetulus_griseus_crigri-picr ENSCGRG00015028711
cricetulus_griseus_chok1gshd ENSCGRG00001016741
cricetulus_griseus_crigri ENSCGRG00000000687
mesocricetus_auratus ENSMAUG00000016318
peromyscus_maniculatus_bairdii ENSPEMG00000010238
microtus_ochrogaster ENSMOCG00000011914
nannospalax_galili ENSNGAG00000001232
jaculus_jaculus ENSJJAG00000023962
oryctolagus_cuniculus ENSOCUG00000002432
ochotona_princeps ENSOPRG00000001588
equus_asinus_asinus ENSEASG00005022111
equus_caballus ENSECAG00000022335
myotis_lucifugus ENSMLUG00000016203
bos_taurus ENSBTAG00000008880
bos_mutus ENSBMUG00000026701
bison_bison_bison ENSBBBG00000019129
capra_hircus ENSCHIG00000024538
ovis_aries ENSOARG00000005232
sus_scrofa ENSSSCG00000009532
tursiops_truncatus ENSTTRG00000006289
vicugna_pacos ENSVPAG00000005322
pteropus_vampyrus ENSPVAG00000017322
ailuropoda_melanoleuca ENSAMEG00000016485
ursus_americanus ENSUAMG00000018470
neovison_vison ENSNVIG00000018706
mustela_putorius_furo ENSMPUG00000011241
canis_lupus_dingo ENSCAFG00020021386
canis_lupus_familiaris ENSCAFG00000005984
vulpes_vulpes ENSVVUG00000020923
panthera_tigris_altaica ENSPTIG00000006609
panthera_pardus ENSPPRG00000023555
felis_catus ENSFCAG00000004206
ursus_maritimus ENSUMAG00000022648
octodon_degus ENSODEG00000010848
erinaceus_europaeus ENSEEUG00000007639
dasypus_novemcinctus ENSDNOG00000007568
choloepus_hoffmanni ENSCHOG00000004498
phascolarctos_cinereus ENSPCIG00000018544
notamacropus_eugenii ENSMEUG00000000660
monodelphis_domestica ENSMODG00000006008
sarcophilus_harrisii ENSSHAG00000011986
ornithorhynchus_anatinus ENSOANG00000011317
xenopus_tropicalis ENSXETG00000032324
latimeria_chalumnae ENSLACG00000009351
petromyzon_marinus ENSPMAG00000007213
eptatretus_burgeri ENSEBUG00000001788
