mola_mola ENSMMOG00000014390
takifugu_rubripes ENSTRUG00000011478
hippocampus_comes ENSHCOG00000015921
oryzias_melastigma ENSOMEG00000017753
gasterosteus_aculeatus ENSGACG00000018788
tetraodon_nigroviridis ENSTNIG00000005501
amphiprion_ocellaris ENSAOCG00000008214
amphiprion_percula ENSAPEG00000013424
acanthochromis_polyacanthus ENSAPOG00000009236
stegastes_partitus ENSSPAG00000013783
periophthalmus_magnuspinnatus ENSPMGG00000002985
seriola_dumerili ENSSDUG00000009781
seriola_lalandi_dorsalis ENSSLDG00000022632
scophthalmus_maximus ENSSMAG00000001430
monopterus_albus ENSMALG00000008369
mastacembelus_armatus ENSMAMG00000009886
pundamilia_nyererei ENSPNYG00000014094
haplochromis_burtoni ENSHBUG00000010979
astatotilapia_calliptera ENSACLG00000017612
maylandia_zebra ENSMZEG00005019829
neolamprologus_brichardi ENSNBRG00000000788
oreochromis_niloticus ENSONIG00000000033
amphilophus_citrinellus ENSACIG00000000847
labrus_bergylta ENSLBEG00000011939
anabas_testudineus ENSATEG00000014954
cynoglossus_semilaevis ENSCSEG00000000850
gambusia_affinis ENSGAFG00000007588
xiphophorus_maculatus ENSXMAG00000007583
poecilia_formosa ENSPFOG00000008304
poecilia_latipinna ENSPLAG00000004224
poecilia_mexicana ENSPMEG00000008802
poecilia_reticulata ENSPREG00000006675
cyprinodon_variegatus ENSCVAG00000021221
fundulus_heteroclitus ENSFHEG00000021065
labrus_bergylta ENSLBEG00000008416
gadus_morhua ENSGMOG00000019668
oryzias_latipes_asm223469v1 ENSORLG00015022336
oryzias_latipes ENSORLG00000008310
oryzias_latipes ENSORLG00020005325
pygocentrus_nattereri ENSPNAG00000010748
astyanax_mexicanus ENSAMXG00000030854
ictalurus_punctatus ENSIPUG00000000614
pygocentrus_nattereri ENSPNAG00000025933
astyanax_mexicanus ENSAMXG00000035538
ictalurus_punctatus ENSIPUG00000011988
danio_rerio ENSDARG00000044327
esox_lucius ENSELUG00000004691
scleropages_formosus ENSSFOG00015019772
paramormyrops_kingsleyae ENSPKIG00000004324
lepisosteus_oculatus ENSLOCG00000014486
sphenodon_punctatus ENSSPUG00000014048
sphenodon_punctatus ENSSPUG00000014041
pogona_vitticeps ENSPVIG00000022084
anolis_carolinensis ENSACAG00000008637
salvator_merianae ENSSMRG00000018183
lonchura_striata_domestica ENSLSDG00000001495
taeniopygia_guttata ENSTGUG00000004667
zonotrichia_albicollis ENSZALG00000001126
junco_hyemalis ENSJHYG00000012590
serinus_canaria ENSSCAG00000016568
cyanistes_caeruleus ENSCCEG00000022262
parus_major ENSPMJG00000011431
ficedula_albicollis ENSFALG00000012106
lepidothrix_coronata ENSLCOG00000015442
manacus_vitellinus ENSMVIG00005005109
calidris_pygmaea ENSCPGG00000011095
calidris_pugnax ENSCPUG00000001248
melopsittacus_undulatus ENSMUNG00000007575
coturnix_japonica ENSCJPG00005000261
meleagris_gallopavo ENSMGAG00000008180
gallus_gallus ENSGALG00000009139
numida_meleagris ENSNMEG00000002539
anser_brachyrhynchus ENSABRG00000002271
anas_platyrhynchos_platyrhynchos ENSAPLG00000003446
apteryx_owenii ENSAOWG00000019061
apteryx_haastii ENSAHAG00000000840
apteryx_rowi ENSARWG00000013416
dromaius_novaehollandiae ENSDNVG00000004106
crocodylus_porosus ENSCPRG00005006880
chrysemys_picta_bellii ENSCPBG00000020826
gopherus_agassizii ENSGAGG00000015339
pelodiscus_sinensis ENSPSIG00000012413
notamacropus_eugenii ENSMEUG00000008311
phascolarctos_cinereus ENSPCIG00000013854
monodelphis_domestica ENSMODG00000005605
cavia_aperea ENSCAPG00000010179
cavia_porcellus ENSCPOG00000003622
chinchilla_lanigera ENSCLAG00000002110
octodon_degus ENSODEG00000001202
heterocephalus_glaber_female ENSHGLG00000002010
heterocephalus_glaber_male ENSHGLG00100005056
fukomys_damarensis ENSFDAG00000005982
urocitellus_parryii ENSUPAG00010009062
ictidomys_tridecemlineatus ENSSTOG00000014484
castor_canadensis ENSCCNG00000010214
dipodomys_ordii ENSDORG00000015027
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034280
mus_spicilegus ENSMSIG00000000212
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033127
mus_musculus ENSMUSG00000073139
mus_pahari MGP_PahariEiJ_G0031669
rattus_norvegicus ENSRNOG00000011047
meriones_unguiculatus ENSMUGG00000025407
peromyscus_maniculatus_bairdii ENSPEMG00000011308
microtus_ochrogaster ENSMOCG00000000056
cricetulus_griseus_chok1gshd ENSCGRG00001025064
cricetulus_griseus_crigri-picr ENSCGRG00015000783
cricetulus_griseus_crigri ENSCGRG00000014080
mesocricetus_auratus ENSMAUG00000007774
nannospalax_galili ENSNGAG00000005064
jaculus_jaculus ENSJJAG00000011818
microcebus_murinus ENSMICG00000029869
prolemur_simus ENSPSMG00000017358
propithecus_coquereli ENSPCOG00000020150
otolemur_garnettii ENSOGAG00000016414
otolemur_garnettii ENSOGAG00000026164
carlito_syrichta ENSTSYG00000000104
saimiri_boliviensis_boliviensis ENSSBOG00000004852
saimiri_boliviensis_boliviensis ENSSBOG00000020179
callithrix_jacchus ENSCJAG00000038267
rhinopithecus_roxellana ENSRROG00000028390
colobus_angolensis_palliatus ENSCANG00000033718
mandrillus_leucophaeus ENSMLEG00000028674
mandrillus_leucophaeus ENSMLEG00000028518
chlorocebus_sabaeus ENSCSAG00000007189
theropithecus_gelada ENSTGEG00000007195
macaca_nemestrina ENSMNEG00000040474
macaca_mulatta ENSMMUG00000002888
