lepisosteus_oculatus ENSLOCG00000012504
paramormyrops_kingsleyae ENSPKIG00000020924
erpetoichthys_calabaricus ENSECRG00000005418
electrophorus_electricus ENSEEEG00000000993
danio_rerio ENSDARG00000038868
clupea_harengus ENSCHAG00000027282
hucho_hucho ENSHHUG00000019387
hucho_hucho ENSHHUG00000019590
esox_lucius ENSELUG00000013406
paramormyrops_kingsleyae ENSPKIG00000012903
scleropages_formosus ENSSFOG00015004175
seriola_lalandi ENSSLDG00000022001
seriola_dumerili ENSSDUG00000006720
lates_calcarifer ENSLCAG00010023343
amphiprion_ocellaris ENSAOCG00000021700
amphiprion_ocellaris ENSAOCG00000000286
amphiprion_percula ENSAPEG00000016214
acanthochromis_polyacanthus ENSAPOG00000011792
stegastes_partitus ENSSPAG00000001183
parambassis_ranga ENSPRNG00000013802
astatotilapia_calliptera ENSACLG00000027625
pundamilia_nyererei ENSPNYG00000006771
maylandia_zebra ENSMZEG00005022094
haplochromis_burtoni ENSHBUG00000014756
neolamprologus_brichardi ENSNBRG00000016715
oreochromis_niloticus ENSONIG00000005940
amphilophus_citrinellus ENSACIG00000018240
larimichthys_crocea ENSLCRG00005023058
labrus_bergylta ENSLBEG00000009002
cottoperca_gobio ENSCGOG00000002509
mola_mola ENSMMOG00000004444
gasterosteus_aculeatus ENSGACG00000003888
scophthalmus_maximus ENSSMAG00000010933
gouania_willdenowi ENSGWIG00000023651
takifugu_rubripes ENSTRUG00000017873
tetraodon_nigroviridis ENSTNIG00000012777
cyprinodon_variegatus ENSCVAG00000002672
cyprinodon_variegatus ENSCVAG00000007683
fundulus_heteroclitus ENSFHEG00000016151
xiphophorus_couchianus ENSXCOG00000011487
xiphophorus_maculatus ENSXMAG00000002496
gambusia_affinis ENSGAFG00000003323
poecilia_mexicana ENSPMEG00000013421
poecilia_formosa ENSPFOG00000015347
poecilia_latipinna ENSPLAG00000007985
poecilia_reticulata ENSPREG00000013935
kryptolebias_marmoratus ENSKMAG00000012593
oryzias_melastigma ENSOMEG00000004380
betta_splendens ENSBSLG00000001248
anabas_testudineus ENSATEG00000005847
monopterus_albus ENSMALG00000008606
mastacembelus_armatus ENSMAMG00000003793
periophthalmus_magnuspinnatus ENSPMGG00000001861
oryzias_latipes ENSORLG00015010659
oryzias_latipes ENSORLG00020010938
oryzias_latipes ENSORLG00000010437
hippocampus_comes ENSHCOG00000011924
gadus_morhua ENSGMOG00000004983
hucho_hucho ENSHHUG00000012434
hucho_hucho ENSHHUG00000034235
esox_lucius ENSELUG00000006065
danio_rerio ENSDARG00000026599
electrophorus_electricus ENSEEEG00000009533
astyanax_mexicanus ENSAMXG00005003500
astyanax_mexicanus ENSAMXG00000041104
pygocentrus_nattereri ENSPNAG00000003493
ictalurus_punctatus ENSIPUG00000011681
denticeps_clupeoides ENSDCDG00000007875
denticeps_clupeoides ENSDCDG00000002629
denticeps_clupeoides ENSDCDG00000025689
cynoglossus_semilaevis ENSCSEG00000000982
astyanax_mexicanus ENSAMXG00005024053
astyanax_mexicanus ENSAMXG00000032569
pygocentrus_nattereri ENSPNAG00000019229
ictalurus_punctatus ENSIPUG00000001871
scleropages_formosus ENSSFOG00015002901
gouania_willdenowi ENSGWIG00000015717
gouania_willdenowi ENSGWIG00000015724
periophthalmus_magnuspinnatus ENSPMGG00000012718
monopterus_albus ENSMALG00000021206
betta_splendens ENSBSLG00000004859
takifugu_rubripes ENSTRUG00000011240
seriola_lalandi ENSSLDG00000019738
scophthalmus_maximus ENSSMAG00000017219
seriola_dumerili ENSSDUG00000003861
lates_calcarifer ENSLCAG00010007826
mastacembelus_armatus ENSMAMG00000009919
larimichthys_crocea ENSLCRG00005014755
gasterosteus_aculeatus ENSGACG00000014426
stegastes_partitus ENSSPAG00000011166
acanthochromis_polyacanthus ENSAPOG00000019167
parambassis_ranga ENSPRNG00000014864
haplochromis_burtoni ENSHBUG00000013496
pundamilia_nyererei ENSPNYG00000009513
astatotilapia_calliptera ENSACLG00000006181
maylandia_zebra ENSMZEG00005015410
amphilophus_citrinellus ENSACIG00000007111
anabas_testudineus ENSATEG00000006536
kryptolebias_marmoratus ENSKMAG00000016905
hippocampus_comes ENSHCOG00000011750
labrus_bergylta ENSLBEG00000017995
poecilia_latipinna ENSPLAG00000008897
poecilia_mexicana ENSPMEG00000006742
poecilia_formosa ENSPFOG00000012165
poecilia_reticulata ENSPREG00000011620
gambusia_affinis ENSGAFG00000015042
xiphophorus_maculatus ENSXMAG00000024649
fundulus_heteroclitus ENSFHEG00000002362
cyprinodon_variegatus ENSCVAG00000017699
oryzias_latipes ENSORLG00020014272
oryzias_latipes ENSORLG00000008039
oryzias_latipes ENSORLG00015010287
oryzias_melastigma ENSOMEG00000003030
gadus_morhua ENSGMOG00000005154
phascolarctos_cinereus ENSPCIG00000000313
vombatus_ursinus ENSVURG00010009048
notamacropus_eugenii ENSMEUG00000015487
monodelphis_domestica ENSMODG00000004978
ornithorhynchus_anatinus ENSOANG00000006149
chelonoidis_abingdonii ENSCABG00000018407
gopherus_agassizii ENSGAGG00000007416
chrysemys_picta ENSCPBG00000018223
pelodiscus_sinensis ENSPSIG00000014871
sphenodon_punctatus ENSSPUG00000002451
pogona_vitticeps ENSPVIG00000003232
anolis_carolinensis ENSACAG00000011018
notechis_scutatus ENSNSUG00000003981
salvator_merianae ENSSMRG00000014368
loxodonta_africana ENSLAFG00000032115
echinops_telfairi ENSETEG00000004995
dasypus_novemcinctus ENSDNOG00000037306
ursus_americanus ENSUAMG00000002664
canis_lupus ENSCAFG00020005257
panthera_pardus ENSPPRG00000002234
felis_catus ENSFCAG00000044734
bos_indicus ENSBIXG00005016206
bos_indicus ENSBIXG00000004918
bos_taurus ENSBTAG00000018917
bison_bison ENSBBBG00000008741
capra_hircus ENSCHIG00000017008
sus_scrofa ENSSSCG00000035324
ailuropoda_melanoleuca ENSAMEG00000001224
ovis_aries ENSOARG00000006722
tursiops_truncatus ENSTTRG00000013702
equus_asinus ENSEASG00005001656
equus_caballus ENSECAG00000021744
pteropus_vampyrus ENSPVAG00000003106
myotis_lucifugus ENSMLUG00000004165
erinaceus_europaeus ENSEEUG00000004213
cricetulus_griseus ENSCGRG00001019240
cricetulus_griseus ENSCGRG00015009396
mesocricetus_auratus ENSMAUG00000018311
microtus_ochrogaster ENSMOCG00000015841
peromyscus_maniculatus ENSPEMG00000027515
mus_spretus MGP_SPRETEiJ_G0028033
mus_musculus ENSMUSG00000039095
mus_caroli MGP_CAROLIEiJ_G0027037
mus_pahari MGP_PahariEiJ_G0021810
rattus_norvegicus ENSRNOG00000006846
meriones_unguiculatus ENSMUGG00000003990
nannospalax_galili ENSNGAG00000019365
jaculus_jaculus ENSJJAG00000016874
castor_canadensis ENSCCNG00000012994
cavia_porcellus ENSCPOG00000024572
octodon_degus ENSODEG00000010942
heterocephalus_glaber ENSHGLG00000006011
ictidomys_tridecemlineatus ENSSTOG00000025941
urocitellus_parryii ENSUPAG00010012234
prolemur_simus ENSPSMG00000025302
propithecus_coquereli ENSPCOG00000004831
microcebus_murinus ENSMICG00000036243
otolemur_garnettii ENSOGAG00000005579
pan_troglodytes ENSPTRG00000028339
pan_troglodytes ENSPTRG00000046935
homo_sapiens ENSG00000164778
gorilla_gorilla ENSGGOG00000022981
pongo_abelii ENSPPYG00000018213
nomascus_leucogenys ENSNLEG00000015389
rhinopithecus_roxellana ENSRROG00000030628
rhinopithecus_bieti ENSRBIG00000042453
piliocolobus_tephrosceles ENSPTEG00000038332
macaca_fascicularis ENSMFAG00000043679
macaca_mulatta ENSMMUG00000061717
chlorocebus_sabaeus ENSCSAG00000006501
macaca_nemestrina ENSMNEG00000032127
cercocebus_atys ENSCATG00000029457
theropithecus_gelada ENSTGEG00000006650
papio_anubis ENSPANG00000022097
cebus_capucinus ENSCCAG00000035505
callithrix_jacchus ENSCJAG00000039807
aotus_nancymaae ENSANAG00000034609
heterocephalus_glaber ENSHGLG00100008918
fukomys_damarensis ENSFDAG00000020515
chinchilla_lanigera ENSCLAG00000001118
dipodomys_ordii ENSDORG00000028135
oryctolagus_cuniculus ENSOCUG00000002453
mustela_putorius ENSMPUG00000009596
neovison_vison ENSNVIG00000000323
taeniopygia_guttata ENSTGUG00000000695
lonchura_striata ENSLSDG00000011632
parus_major ENSPMJG00000005161
junco_hyemalis ENSJHYG00000005314
ficedula_albicollis ENSFALG00000006888
lepidothrix_coronata ENSLCOG00000015230
gallus_gallus ENSGALG00000041295
coturnix_japonica ENSCJPG00005003153
numida_meleagris ENSNMEG00000007419
anas_platyrhynchos ENSAPLG00000016775
nothoprocta_perdicaria ENSNPEG00000012778
anas_platyrhynchos ENSAPLG00000016164
serinus_canaria ENSSCAG00000007429
calidris_pugnax ENSCPUG00000019203
calidris_pygmaea ENSCPGG00000005010
meleagris_gallopavo ENSMGAG00000012331
crocodylus_porosus ENSCPRG00005005248
ursus_maritimus ENSUMAG00000014512
xenopus_tropicalis ENSXETG00000019195
latimeria_chalumnae ENSLACG00000001475
ictalurus_punctatus ENSIPUG00000005817
tetraodon_nigroviridis ENSTNIG00000018144
eptatretus_burgeri ENSEBUG00000010659
eptatretus_burgeri ENSEBUG00000010840
eptatretus_burgeri ENSEBUG00000011699
