apteryx_rowi ENSARWG00000013137
nothoprocta_perdicaria ENSNPEG00000010747
calidris_pygmaea ENSCPGG00000017609
calidris_pugnax ENSCPUG00000005486
cyanistes_caeruleus ENSCCEG00000022118
parus_major ENSPMJG00000013251
taeniopygia_guttata ENSTGUG00000003591
lonchura_striata_domestica ENSLSDG00000016044
serinus_canaria ENSSCAG00000008313
zonotrichia_albicollis ENSZALG00000017640
junco_hyemalis ENSJHYG00000016036
ficedula_albicollis ENSFALG00000014955
numida_meleagris ENSNMEG00000014405
ochotona_princeps ENSOPRG00000015472
