calidris_pugnax ENSCPUG00000009813
anas_platyrhynchos_platyrhynchos ENSAPLG00000023858
pelodiscus_sinensis ENSPSIG00000007586
phascolarctos_cinereus ENSPCIG00000018285
notamacropus_eugenii ENSMEUG00000001231
monodelphis_domestica ENSMODG00000017755
sarcophilus_harrisii ENSSHAG00000014557
loxodonta_africana ENSLAFG00000010209
procavia_capensis ENSPCAG00000012971
echinops_telfairi ENSETEG00000007460
dasypus_novemcinctus ENSDNOG00000017756
pteropus_vampyrus ENSPVAG00000007136
myotis_lucifugus ENSMLUG00000009401
equus_asinus_asinus ENSEASG00005004866
equus_caballus ENSECAG00000015723
ursus_maritimus ENSUMAG00000008365
ursus_americanus ENSUAMG00000025256
ailuropoda_melanoleuca ENSAMEG00000015225
mustela_putorius_furo ENSMPUG00000010513
neovison_vison ENSNVIG00000020826
canis_lupus_familiaris ENSCAFG00000013343
canis_lupus_dingo ENSCAFG00020000254
vulpes_vulpes ENSVVUG00000010538
panthera_pardus ENSPPRG00000023368
panthera_tigris_altaica ENSPTIG00000006307
felis_catus ENSFCAG00000006609
capra_hircus ENSCHIG00000015271
ovis_aries ENSOARG00000011041
bos_mutus ENSBMUG00000020545
bos_taurus ENSBTAG00000032132
bison_bison_bison ENSBBBG00000009951
sus_scrofa ENSSSCG00000004699
tursiops_truncatus ENSTTRG00000003725
vicugna_pacos ENSVPAG00000006294
erinaceus_europaeus ENSEEUG00000002323
sorex_araneus ENSSARG00000000969
spermophilus_dauricus ENSSDAG00000013497
urocitellus_parryii ENSUPAG00010010367
ictidomys_tridecemlineatus ENSSTOG00000012181
marmota_marmota_marmota ENSMMMG00000018287
cavia_aperea ENSCAPG00000016566
cavia_porcellus ENSCPOG00000008194
chinchilla_lanigera ENSCLAG00000008218
heterocephalus_glaber_female ENSHGLG00000008994
heterocephalus_glaber_male ENSHGLG00100018557
fukomys_damarensis ENSFDAG00000014097
castor_canadensis ENSCCNG00000001674
dipodomys_ordii ENSDORG00000014427
mus_musculus ENSMUSG00000027246
mus_spicilegus ENSMSIG00000028902
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025109
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024193
mus_pahari MGP_PahariEiJ_G0025635
rattus_norvegicus ENSRNOG00000022868
meriones_unguiculatus ENSMUGG00000019552
peromyscus_maniculatus_bairdii ENSPEMG00000002558
microtus_ochrogaster ENSMOCG00000018455
cricetulus_griseus_chok1gshd ENSCGRG00001006707
cricetulus_griseus_crigri ENSCGRG00000006653
cricetulus_griseus_crigri-picr ENSCGRG00015019734
mesocricetus_auratus ENSMAUG00000019218
nannospalax_galili ENSNGAG00000000569
jaculus_jaculus ENSJJAG00000000092
oryctolagus_cuniculus ENSOCUG00000001158
ochotona_princeps ENSOPRG00000000948
pan_paniscus ENSPPAG00000026895
pan_troglodytes ENSPTRG00000007003
homo_sapiens ENSG00000128886
gorilla_gorilla ENSGGOG00000013225
pongo_abelii ENSPPYG00000006422
nomascus_leucogenys ENSNLEG00000005428
piliocolobus_tephrosceles ENSPTEG00000019394
piliocolobus_tephrosceles ENSPTEG00000010187
colobus_angolensis_palliatus ENSCANG00000029523
rhinopithecus_roxellana ENSRROG00000021479
rhinopithecus_bieti ENSRBIG00000031038
macaca_mulatta ENSMMUG00000001683
macaca_fascicularis ENSMFAG00000043418
macaca_nemestrina ENSMNEG00000035814
papio_anubis ENSPANG00000018145
theropithecus_gelada ENSTGEG00000007549
mandrillus_leucophaeus ENSMLEG00000026766
cercocebus_atys ENSCATG00000042557
chlorocebus_sabaeus ENSCSAG00000009467
cebus_capucinus ENSCCAG00000012316
saimiri_boliviensis_boliviensis ENSSBOG00000026716
callithrix_jacchus ENSCJAG00000002572
aotus_nancymaae ENSANAG00000005795
carlito_syrichta ENSTSYG00000014523
propithecus_coquereli ENSPCOG00000025304
microcebus_murinus ENSMICG00000030708
prolemur_simus ENSPSMG00000019912
tupaia_belangeri ENSTBEG00000010009
otolemur_garnettii ENSOGAG00000028977
ornithorhynchus_anatinus ENSOANG00000009687
