eptatretus_burgeri ENSEBUG00000013634
petromyzon_marinus ENSPMAG00000006323
paramormyrops_kingsleyae ENSPKIG00000024986
paramormyrops_kingsleyae ENSPKIG00000025517
scleropages_formosus ENSSFOG00015023987
scophthalmus_maximus ENSSMAG00000008976
cynoglossus_semilaevis ENSCSEG00000015325
cottoperca_gobio ENSCGOG00000014225
takifugu_rubripes ENSTRUG00000016902
tetraodon_nigroviridis ENSTNIG00000016008
gasterosteus_aculeatus ENSGACG00000004409
labrus_bergylta ENSLBEG00000010517
mola_mola ENSMMOG00000012100
larimichthys_crocea ENSLCRG00005013007
monopterus_albus ENSMALG00000011200
mastacembelus_armatus ENSMAMG00000023207
anabas_testudineus ENSATEG00000017216
betta_splendens ENSBSLG00000020218
seriola_dumerili ENSSDUG00000022538
seriola_lalandi ENSSLDG00000010968
lates_calcarifer ENSLCAG00010021221
amphiprion_percula ENSAPEG00000003384
amphiprion_ocellaris ENSAOCG00000022052
acanthochromis_polyacanthus ENSAPOG00000008545
stegastes_partitus ENSSPAG00000005681
stegastes_partitus ENSSPAG00000012529
parambassis_ranga ENSPRNG00000026151
gouania_willdenowi ENSGWIG00000015885
xiphophorus_maculatus ENSXMAG00000016881
xiphophorus_couchianus ENSXCOG00000020812
gambusia_affinis ENSGAFG00000015156
poecilia_formosa ENSPFOG00000013168
poecilia_mexicana ENSPMEG00000007027
poecilia_latipinna ENSPLAG00000021566
poecilia_reticulata ENSPREG00000007825
cyprinodon_variegatus ENSCVAG00000009106
fundulus_heteroclitus ENSFHEG00000007097
kryptolebias_marmoratus ENSKMAG00000004067
oryzias_latipes ENSORLG00000003878
oryzias_latipes ENSORLG00015008123
oryzias_latipes ENSORLG00020015290
oryzias_melastigma ENSOMEG00000011560
astatotilapia_calliptera ENSACLG00000003059
maylandia_zebra ENSMZEG00005006990
pundamilia_nyererei ENSPNYG00000002619
haplochromis_burtoni ENSHBUG00000005738
neolamprologus_brichardi ENSNBRG00000000296
oreochromis_niloticus ENSONIG00000008628
amphilophus_citrinellus ENSACIG00000019422
periophthalmus_magnuspinnatus ENSPMGG00000005716
hippocampus_comes ENSHCOG00000011307
gadus_morhua ENSGMOG00000010151
hucho_hucho ENSHHUG00000001791
hucho_hucho ENSHHUG00000035242
esox_lucius ENSELUG00000008323
denticeps_clupeoides ENSDCDG00000008384
clupea_harengus ENSCHAG00000025602
astyanax_mexicanus ENSAMXG00000005921
astyanax_mexicanus ENSAMXG00005007751
pygocentrus_nattereri ENSPNAG00000001072
electrophorus_electricus ENSEEEG00000015388
ictalurus_punctatus ENSIPUG00000008531
danio_rerio ENSDARG00000045513
clupea_harengus ENSCHAG00000014551
denticeps_clupeoides ENSDCDG00000032211
