pan_paniscus ENSPPAG00000038226
pan_troglodytes ENSPTRG00000050455
gorilla_gorilla ENSGGOG00000040551
homo_sapiens ENSG00000236782
nomascus_leucogenys ENSNLEG00000036031
rhinopithecus_roxellana ENSRROG00000044096
rhinopithecus_bieti ENSRBIG00000039724
piliocolobus_tephrosceles ENSPTEG00000017201
colobus_angolensis_palliatus ENSCANG00000040345
papio_anubis ENSPANG00000035590
cebus_capucinus ENSCCAG00000033003
callithrix_jacchus ENSCJAG00000045933
saimiri_boliviensis_boliviensis ENSSBOG00000022838
aotus_nancymaae ENSANAG00000020867
carlito_syrichta ENSTSYG00000036841
bos_taurus ENSBTAG00000050680
