loxodonta_africana ENSLAFG00000014810
echinops_telfairi ENSETEG00000002369
pan_troglodytes ENSPTRG00000023666
pan_paniscus ENSPPAG00000043524
homo_sapiens ENSG00000197249
gorilla_gorilla ENSGGOG00000007890
pongo_abelii ENSPPYG00000006103
nomascus_leucogenys ENSNLEG00000017269
cercocebus_atys ENSCATG00000044452
mandrillus_leucophaeus ENSMLEG00000011396
macaca_mulatta ENSMMUG00000020426
macaca_nemestrina ENSMNEG00000028806
macaca_fascicularis ENSMFAG00000042928
theropithecus_gelada ENSTGEG00000004670
papio_anubis ENSPANG00000001168
chlorocebus_sabaeus ENSCSAG00000010926
colobus_angolensis_palliatus ENSCANG00000030753
piliocolobus_tephrosceles ENSPTEG00000009961
rhinopithecus_bieti ENSRBIG00000043268
rhinopithecus_roxellana ENSRROG00000041203
cebus_capucinus ENSCCAG00000028970
saimiri_boliviensis_boliviensis ENSSBOG00000026241
callithrix_jacchus ENSCJAG00000009782
aotus_nancymaae ENSANAG00000028794
carlito_syrichta ENSTSYG00000035417
prolemur_simus ENSPSMG00000024189
microcebus_murinus ENSMICG00000016415
propithecus_coquereli ENSPCOG00000020902
otolemur_garnettii ENSOGAG00000001620
tupaia_belangeri ENSTBEG00000014946
spermophilus_dauricus ENSSDAG00000022843
ictidomys_tridecemlineatus ENSSTOG00000012989
spermophilus_dauricus ENSSDAG00000022830
urocitellus_parryii ENSUPAG00010000674
spermophilus_dauricus ENSSDAG00000011454
marmota_marmota_marmota ENSMMMG00000002195
marmota_marmota_marmota ENSMMMG00000001153
marmota_marmota_marmota ENSMMMG00000001399
ictidomys_tridecemlineatus ENSSTOG00000012979
castor_canadensis ENSCCNG00000013036
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018065
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018061
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018064
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018063
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018062
mus_musculus ENSMUSG00000071178
mus_musculus ENSMUSG00000071177
mus_musculus ENSMUSG00000066366
mus_musculus ENSMUSG00000079015
mus_musculus ENSMUSG00000072849
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018908
