chelonoidis_abingdonii ENSCABG00000015316
gopherus_agassizii ENSGAGG00000023938
chrysemys_picta_bellii ENSCPBG00000017842
pelodiscus_sinensis ENSPSIG00000005964
crocodylus_porosus ENSCPRG00005014392
anolis_carolinensis ENSACAG00000009308
pogona_vitticeps ENSPVIG00000009944
notechis_scutatus ENSNSUG00000014593
notechis_scutatus ENSNSUG00000001162
salvator_merianae ENSSMRG00000020988
sphenodon_punctatus ENSSPUG00000013837
gallus_gallus ENSGALG00000032190
meleagris_gallopavo ENSMGAG00000006851
numida_meleagris ENSNMEG00000007364
anser_brachyrhynchus ENSABRG00000013423
taeniopygia_guttata ENSTGUG00000001721
lonchura_striata_domestica ENSLSDG00000007807
serinus_canaria ENSSCAG00000015777
cyanistes_caeruleus ENSCCEG00000012427
parus_major ENSPMJG00000012382
ficedula_albicollis ENSFALG00000003653
zonotrichia_albicollis ENSZALG00000009970
junco_hyemalis ENSJHYG00000016791
lepidothrix_coronata ENSLCOG00000015659
manacus_vitellinus ENSMVIG00005018773
calidris_pugnax ENSCPUG00000017712
calidris_pygmaea ENSCPGG00000018233
melopsittacus_undulatus ENSMUNG00000006900
apteryx_rowi ENSARWG00000000117
apteryx_owenii ENSAOWG00000005312
apteryx_haastii ENSAHAG00000017627
dromaius_novaehollandiae ENSDNVG00000014606
anas_platyrhynchos_platyrhynchos ENSAPLG00000028476
pteropus_vampyrus ENSPVAG00000006560
myotis_lucifugus ENSMLUG00000003799
equus_caballus ENSECAG00000019131
equus_asinus_asinus ENSEASG00005006519
capra_hircus ENSCHIG00000016425
ovis_aries ENSOARG00000010373
bos_mutus ENSBMUG00000017071
bos_taurus ENSBTAG00000008147
bison_bison_bison ENSBBBG00000011094
tursiops_truncatus ENSTTRG00000004184
sus_scrofa ENSSSCG00000004412
ursus_maritimus ENSUMAG00000025502
ursus_americanus ENSUAMG00000018006
ailuropoda_melanoleuca ENSAMEG00000016390
neovison_vison ENSNVIG00000004826
mustela_putorius_furo ENSMPUG00000009991
canis_lupus_dingo ENSCAFG00020018003
canis_lupus_familiaris ENSCAFG00000003824
vulpes_vulpes ENSVVUG00000005054
panthera_pardus ENSPPRG00000023020
panthera_tigris_altaica ENSPTIG00000008314
felis_catus ENSFCAG00000006360
castor_canadensis ENSCCNG00000020376
dipodomys_ordii ENSDORG00000006489
mus_spicilegus ENSMSIG00000030468
mus_musculus ENSMUSG00000019823
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016076
mus_pahari MGP_PahariEiJ_G0030685
rattus_norvegicus ENSRNOG00000000307
meriones_unguiculatus ENSMUGG00000006705
cricetulus_griseus_crigri ENSCGRG00000009657
cricetulus_griseus_crigri-picr ENSCGRG00015000090
cricetulus_griseus_chok1gshd ENSCGRG00001014476
mesocricetus_auratus ENSMAUG00000007067
microtus_ochrogaster ENSMOCG00000008933
peromyscus_maniculatus_bairdii ENSPEMG00000018317
nannospalax_galili ENSNGAG00000023875
jaculus_jaculus ENSJJAG00000018146
urocitellus_parryii ENSUPAG00010011267
spermophilus_dauricus ENSSDAG00000018841
marmota_marmota_marmota ENSMMMG00000014375
ictidomys_tridecemlineatus ENSSTOG00000011447
heterocephalus_glaber_male ENSHGLG00100017577
heterocephalus_glaber_female ENSHGLG00000000326
fukomys_damarensis ENSFDAG00000007681
chinchilla_lanigera ENSCLAG00000012170
octodon_degus ENSODEG00000013443
cavia_porcellus ENSCPOG00000003105
cavia_aperea ENSCAPG00000006845
ochotona_princeps ENSOPRG00000012629
oryctolagus_cuniculus ENSOCUG00000006048
tupaia_belangeri ENSTBEG00000009686
pan_troglodytes ENSPTRG00000018486
pan_paniscus ENSPPAG00000040546
gorilla_gorilla ENSGGOG00000003401
homo_sapiens ENSG00000135596
pongo_abelii ENSPPYG00000016909
nomascus_leucogenys ENSNLEG00000012588
colobus_angolensis_palliatus ENSCANG00000002665
piliocolobus_tephrosceles ENSPTEG00000000520
rhinopithecus_bieti ENSRBIG00000037357
rhinopithecus_roxellana ENSRROG00000036155
theropithecus_gelada ENSTGEG00000001661
papio_anubis ENSPANG00000014435
mandrillus_leucophaeus ENSMLEG00000031079
cercocebus_atys ENSCATG00000032923
macaca_fascicularis ENSMFAG00000042065
macaca_mulatta ENSMMUG00000023221
macaca_nemestrina ENSMNEG00000039173
chlorocebus_sabaeus ENSCSAG00000015335
cebus_capucinus ENSCCAG00000019494
saimiri_boliviensis_boliviensis ENSSBOG00000021209
callithrix_jacchus ENSCJAG00000005732
aotus_nancymaae ENSANAG00000034803
carlito_syrichta ENSTSYG00000008543
propithecus_coquereli ENSPCOG00000001566
prolemur_simus ENSPSMG00000024560
microcebus_murinus ENSMICG00000014458
otolemur_garnettii ENSOGAG00000015509
procavia_capensis ENSPCAG00000011910
loxodonta_africana ENSLAFG00000003301
echinops_telfairi ENSETEG00000007929
dasypus_novemcinctus ENSDNOG00000003962
sorex_araneus ENSSARG00000003277
sorex_araneus ENSSARG00000006243
erinaceus_europaeus ENSEEUG00000011486
phascolarctos_cinereus ENSPCIG00000005991
notamacropus_eugenii ENSMEUG00000004627
sarcophilus_harrisii ENSSHAG00000002808
monodelphis_domestica ENSMODG00000017968
ornithorhynchus_anatinus ENSOANG00000002177
ornithorhynchus_anatinus ENSOANG00000011282
poecilia_formosa ENSPFOG00000000531
poecilia_latipinna ENSPLAG00000023365
poecilia_mexicana ENSPMEG00000003437
xiphophorus_maculatus ENSXMAG00000001437
xiphophorus_couchianus ENSXCOG00000015525
fundulus_heteroclitus ENSFHEG00000013952
kryptolebias_marmoratus ENSKMAG00000002146
oryzias_latipes ENSORLG00000016209
oryzias_latipes_asm223469v1 ENSORLG00015000981
oryzias_latipes ENSORLG00020007055
oryzias_melastigma ENSOMEG00000016860
astatotilapia_calliptera ENSACLG00000017491
maylandia_zebra ENSMZEG00005023441
pundamilia_nyererei ENSPNYG00000021876
haplochromis_burtoni ENSHBUG00000007631
neolamprologus_brichardi ENSNBRG00000001605
oreochromis_niloticus ENSONIG00000016543
amphilophus_citrinellus ENSACIG00000017586
mola_mola ENSMMOG00000013276
takifugu_rubripes ENSTRUG00000005444
cynoglossus_semilaevis ENSCSEG00000014804
seriola_dumerili ENSSDUG00000004905
seriola_lalandi_dorsalis ENSSLDG00000004628
scophthalmus_maximus ENSSMAG00000019064
labrus_bergylta ENSLBEG00000023611
gasterosteus_aculeatus ENSGACG00000011353
monopterus_albus ENSMALG00000018867
mastacembelus_armatus ENSMAMG00000005343
anabas_testudineus ENSATEG00000024506
amphiprion_percula ENSAPEG00000001353
amphiprion_ocellaris ENSAOCG00000023520
acanthochromis_polyacanthus ENSAPOG00000002328
stegastes_partitus ENSSPAG00000002190
hippocampus_comes ENSHCOG00000008165
periophthalmus_magnuspinnatus ENSPMGG00000008187
gadus_morhua ENSGMOG00000003524
gadus_morhua ENSGMOG00000019183
gadus_morhua ENSGMOG00000013037
gambusia_affinis ENSGAFG00000019920
poecilia_reticulata ENSPREG00000020936
cyprinodon_variegatus ENSCVAG00000003765
esox_lucius ENSELUG00000006057
pygocentrus_nattereri ENSPNAG00000021344
astyanax_mexicanus ENSAMXG00000001280
ictalurus_punctatus ENSIPUG00000019022
danio_rerio ENSDARG00000011809
scleropages_formosus ENSSFOG00015012228
paramormyrops_kingsleyae ENSPKIG00000015384
tetraodon_nigroviridis ENSTNIG00000019439
lepisosteus_oculatus ENSLOCG00000011641
petromyzon_marinus ENSPMAG00000006041
