apteryx_haastii ENSAHAG00000013542
apteryx_rowi ENSARWG00000001393
apteryx_owenii ENSAOWG00000010269
dromaius_novaehollandiae ENSDNVG00000000096
nothoprocta_perdicaria ENSNPEG00000015542
apteryx_rowi ENSARWG00000001392
meleagris_gallopavo ENSMGAG00000012618
gallus_gallus ENSGALG00000012386
coturnix_japonica ENSCJPG00005006283
numida_meleagris ENSNMEG00000021552
anser_brachyrhynchus ENSABRG00000009169
anas_platyrhynchos_platyrhynchos ENSAPLG00000009385
manacus_vitellinus ENSMVIG00005015826
lepidothrix_coronata ENSLCOG00000013999
lonchura_striata_domestica ENSLSDG00000015091
taeniopygia_guttata ENSTGUG00000011347
serinus_canaria ENSSCAG00000011352
junco_hyemalis ENSJHYG00000012897
zonotrichia_albicollis ENSZALG00000010701
ficedula_albicollis ENSFALG00000012161
cyanistes_caeruleus ENSCCEG00000010707
parus_major ENSPMJG00000009227
calidris_pygmaea ENSCPGG00000018038
calidris_pugnax ENSCPUG00000014056
melopsittacus_undulatus ENSMUNG00000006518
crocodylus_porosus ENSCPRG00005018242
gopherus_agassizii ENSGAGG00000020148
gopherus_agassizii ENSGAGG00000005935
chelonoidis_abingdonii ENSCABG00000022382
chrysemys_picta_bellii ENSCPBG00000016594
pelodiscus_sinensis ENSPSIG00000017097
pogona_vitticeps ENSPVIG00000012852
anolis_carolinensis ENSACAG00000006840
notechis_scutatus ENSNSUG00000010785
salvator_merianae ENSSMRG00000022636
sphenodon_punctatus ENSSPUG00000005751
manacus_vitellinus ENSMVIG00005007501
notamacropus_eugenii ENSMEUG00000009043
phascolarctos_cinereus ENSPCIG00000025569
sarcophilus_harrisii ENSSHAG00000017388
monodelphis_domestica ENSMODG00000016812
castor_canadensis ENSCCNG00000018701
dipodomys_ordii ENSDORG00000007190
peromyscus_maniculatus_bairdii ENSPEMG00000021147
microtus_ochrogaster ENSMOCG00000005154
cricetulus_griseus_crigri-picr ENSCGRG00015023755
cricetulus_griseus_chok1gshd ENSCGRG00001023972
cricetulus_griseus_crigri ENSCGRG00000003091
mesocricetus_auratus ENSMAUG00000020092
mus_spicilegus ENSMSIG00000025078
mus_musculus ENSMUSG00000040021
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015907
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015100
mus_pahari MGP_PahariEiJ_G0023719
rattus_norvegicus ENSRNOG00000014916
meriones_unguiculatus ENSMUGG00000019320
nannospalax_galili ENSNGAG00000002110
jaculus_jaculus ENSJJAG00000019456
