ursus_americanus ENSUAMG00000008605
ursus_maritimus ENSUMAG00000014855
ailuropoda_melanoleuca ENSAMEG00000008566
mustela_putorius_furo ENSMPUG00000008133
neovison_vison ENSNVIG00000018070
canis_lupus_familiaris ENSCAFG00000018312
canis_lupus_dingo ENSCAFG00020022865
vulpes_vulpes ENSVVUG00000027070
panthera_pardus ENSPPRG00000010388
panthera_tigris_altaica ENSPTIG00000010368
felis_catus ENSFCAG00000001602
pteropus_vampyrus ENSPVAG00000006946
equus_caballus ENSECAG00000019488
equus_asinus_asinus ENSEASG00005014369
equus_caballus ENSECAG00000003702
equus_asinus_asinus ENSEASG00005003847
equus_asinus_asinus ENSEASG00005003843
equus_asinus_asinus ENSEASG00005014366
capra_hircus ENSCHIG00000025064
ovis_aries ENSOARG00000002587
bos_taurus ENSBTAG00000013429
bos_mutus ENSBMUG00000025975
bison_bison_bison ENSBBBG00000019038
tursiops_truncatus ENSTTRG00000014803
sus_scrofa ENSSSCG00000039007
erinaceus_europaeus ENSEEUG00000004462
pan_troglodytes ENSPTRG00000010402
pan_paniscus ENSPPAG00000035302
homo_sapiens ENSG00000182566
gorilla_gorilla ENSGGOG00000006537
pongo_abelii ENSPPYG00000009485
nomascus_leucogenys ENSNLEG00000007528
papio_anubis ENSPANG00000023737
theropithecus_gelada ENSTGEG00000021642
chlorocebus_sabaeus ENSCSAG00000008302
cercocebus_atys ENSCATG00000042048
mandrillus_leucophaeus ENSMLEG00000034102
macaca_mulatta ENSMMUG00000022459
macaca_nemestrina ENSMNEG00000032330
macaca_fascicularis ENSMFAG00000036659
rhinopithecus_roxellana ENSRROG00000042754
rhinopithecus_bieti ENSRBIG00000030982
piliocolobus_tephrosceles ENSPTEG00000008671
colobus_angolensis_palliatus ENSCANG00000034980
chlorocebus_sabaeus ENSCSAG00000008252
piliocolobus_tephrosceles ENSPTEG00000030162
pongo_abelii ENSPPYG00000009488
cebus_capucinus ENSCCAG00000022021
callithrix_jacchus ENSCJAG00000015545
saimiri_boliviensis_boliviensis ENSSBOG00000033975
aotus_nancymaae ENSANAG00000033934
carlito_syrichta ENSTSYG00000034539
propithecus_coquereli ENSPCOG00000019386
prolemur_simus ENSPSMG00000015230
microcebus_murinus ENSMICG00000007511
otolemur_garnettii ENSOGAG00000005532
castor_canadensis ENSCCNG00000006547
dipodomys_ordii ENSDORG00000023511
cricetulus_griseus_crigri ENSCGRG00000014311
cricetulus_griseus_chok1gshd ENSCGRG00001020015
cricetulus_griseus_crigri-picr ENSCGRG00015018933
mesocricetus_auratus ENSMAUG00000002022
peromyscus_maniculatus_bairdii ENSPEMG00000017233
microtus_ochrogaster ENSMOCG00000007606
mus_spicilegus ENSMSIG00000010826
mus_musculus ENSMUSG00000074491
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030783
rattus_norvegicus ENSRNOG00000054013
nannospalax_galili ENSNGAG00000015172
urocitellus_parryii ENSUPAG00010018389
spermophilus_dauricus ENSSDAG00000000407
marmota_marmota_marmota ENSMMMG00000021166
ictidomys_tridecemlineatus ENSSTOG00000000832
chinchilla_lanigera ENSCLAG00000002415
octodon_degus ENSODEG00000011804
cavia_aperea ENSCAPG00000011004
cavia_porcellus ENSCPOG00000013185
heterocephalus_glaber_female ENSHGLG00000015843
heterocephalus_glaber_male ENSHGLG00100004861
fukomys_damarensis ENSFDAG00000017417
oryctolagus_cuniculus ENSOCUG00000016293
ochotona_princeps ENSOPRG00000017239
erinaceus_europaeus ENSEEUG00000007174
choloepus_hoffmanni ENSCHOG00000006931
dasypus_novemcinctus ENSDNOG00000049766
loxodonta_africana ENSLAFG00000021587
procavia_capensis ENSPCAG00000012575
echinops_telfairi ENSETEG00000019139
echinops_telfairi ENSETEG00000008773
phascolarctos_cinereus ENSPCIG00000019793
monodelphis_domestica ENSMODG00000027477
sarcophilus_harrisii ENSSHAG00000005535
pelodiscus_sinensis ENSPSIG00000018174
gopherus_agassizii ENSGAGG00000009950
