apteryx_haastii ENSAHAG00000018533
apteryx_rowi ENSARWG00000006491
apteryx_owenii ENSAOWG00000007281
dromaius_novaehollandiae ENSDNVG00000009220
nothoprocta_perdicaria ENSNPEG00000010516
serinus_canaria ENSSCAG00000013227
junco_hyemalis ENSJHYG00000002062
ficedula_albicollis ENSFALG00000012748
taeniopygia_guttata ENSTGUG00000002937
lonchura_striata_domestica ENSLSDG00000003871
parus_major ENSPMJG00000017046
cyanistes_caeruleus ENSCCEG00000019806
lepidothrix_coronata ENSLCOG00000010888
calidris_pygmaea ENSCPGG00000016169
calidris_pugnax ENSCPUG00000014573
anser_brachyrhynchus ENSABRG00000010831
anas_platyrhynchos_platyrhynchos ENSAPLG00000021504
meleagris_gallopavo ENSMGAG00000006445
coturnix_japonica ENSCJPG00005021254
gallus_gallus ENSGALG00000023359
numida_meleagris ENSNMEG00000003240
crocodylus_porosus ENSCPRG00005018405
chelonoidis_abingdonii ENSCABG00000011881
gopherus_agassizii ENSGAGG00000006309
chrysemys_picta_bellii ENSCPBG00000010366
pogona_vitticeps ENSPVIG00000008228
anolis_carolinensis ENSACAG00000015061
notechis_scutatus ENSNSUG00000009893
salvator_merianae ENSSMRG00000004794
sphenodon_punctatus ENSSPUG00000014452
dipodomys_ordii ENSDORG00000030071
ochotona_princeps ENSOPRG00000016237
sorex_araneus ENSSARG00000011899
oryctolagus_cuniculus ENSOCUG00000009408
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018222
mus_spicilegus ENSMSIG00000029759
mus_musculus ENSMUSG00000000202
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017376
mus_pahari MGP_PahariEiJ_G0018506
rattus_norvegicus ENSRNOG00000003109
meriones_unguiculatus ENSMUGG00000022238
cricetulus_griseus_crigri-picr ENSCGRG00015010735
cricetulus_griseus_chok1gshd ENSCGRG00001024464
cricetulus_griseus_crigri ENSCGRG00000013320
mesocricetus_auratus ENSMAUG00000019869
microtus_ochrogaster ENSMOCG00000022850
peromyscus_maniculatus_bairdii ENSPEMG00000010694
nannospalax_galili ENSNGAG00000023471
jaculus_jaculus ENSJJAG00000020319
castor_canadensis ENSCCNG00000001303
heterocephalus_glaber_female ENSHGLG00000012810
heterocephalus_glaber_male ENSHGLG00100012697
fukomys_damarensis ENSFDAG00000015760
octodon_degus ENSODEG00000014134
chinchilla_lanigera ENSCLAG00000002714
cavia_porcellus ENSCPOG00000019720
cavia_aperea ENSCAPG00000009064
ictidomys_tridecemlineatus ENSSTOG00000024917
urocitellus_parryii ENSUPAG00010002477
marmota_marmota_marmota ENSMMMG00000010430
tupaia_belangeri ENSTBEG00000011365
propithecus_coquereli ENSPCOG00000023303
microcebus_murinus ENSMICG00000045603
prolemur_simus ENSPSMG00000025649
otolemur_garnettii ENSOGAG00000024690
pan_troglodytes ENSPTRG00000030786
pan_paniscus ENSPPAG00000042921
gorilla_gorilla ENSGGOG00000017055
homo_sapiens ENSG00000204347
pongo_abelii ENSPPYG00000008596
nomascus_leucogenys ENSNLEG00000000065
nomascus_leucogenys ENSNLEG00000033849
chlorocebus_sabaeus ENSCSAG00000004543
papio_anubis ENSPANG00000029526
macaca_fascicularis ENSMFAG00000003006
macaca_nemestrina ENSMNEG00000044052
cercocebus_atys ENSCATG00000040376
rhinopithecus_roxellana ENSRROG00000030562
rhinopithecus_bieti ENSRBIG00000042635
piliocolobus_tephrosceles ENSPTEG00000001147
callithrix_jacchus ENSCJAG00000014960
cebus_capucinus ENSCCAG00000032699
saimiri_boliviensis_boliviensis ENSSBOG00000034623
aotus_nancymaae ENSANAG00000028515
equus_caballus ENSECAG00000019896
equus_asinus_asinus ENSEASG00005019002
pteropus_vampyrus ENSPVAG00000017528
ursus_americanus ENSUAMG00000000834
ailuropoda_melanoleuca ENSAMEG00000001351
neovison_vison ENSNVIG00000009620
mustela_putorius_furo ENSMPUG00000014232
canis_lupus_dingo ENSCAFG00020021825
canis_lupus_familiaris ENSCAFG00000004553
vulpes_vulpes ENSVVUG00000009997
felis_catus ENSFCAG00000046609
panthera_pardus ENSPPRG00000007594
ovis_aries ENSOARG00000012709
capra_hircus ENSCHIG00000019492
bos_taurus ENSBTAG00000050583
bos_taurus ENSBTAG00000049295
bos_taurus ENSBTAG00000053274
bison_bison_bison ENSBBBG00000022903
bos_taurus ENSBTAG00000030166
sus_scrofa ENSSSCG00000026789
loxodonta_africana ENSLAFG00000000364
procavia_capensis ENSPCAG00000000361
echinops_telfairi ENSETEG00000012345
dasypus_novemcinctus ENSDNOG00000007091
phascolarctos_cinereus ENSPCIG00000030849
notamacropus_eugenii ENSMEUG00000013176
monodelphis_domestica ENSMODG00000006809
sarcophilus_harrisii ENSSHAG00000005655
ornithorhynchus_anatinus ENSOANG00000003285
latimeria_chalumnae ENSLACG00000017493
amphiprion_percula ENSAPEG00000004510
amphiprion_ocellaris ENSAOCG00000021177
acanthochromis_polyacanthus ENSAPOG00000005274
stegastes_partitus ENSSPAG00000003659
astatotilapia_calliptera ENSACLG00000025068
maylandia_zebra ENSMZEG00005013440
haplochromis_burtoni ENSHBUG00000003261
pundamilia_nyererei ENSPNYG00000019281
neolamprologus_brichardi ENSNBRG00000022421
oreochromis_niloticus ENSONIG00000005366
amphilophus_citrinellus ENSACIG00000000772
seriola_dumerili ENSSDUG00000012540
seriola_lalandi_dorsalis ENSSLDG00000022367
scophthalmus_maximus ENSSMAG00000018011
labrus_bergylta ENSLBEG00000022422
mola_mola ENSMMOG00000011053
gasterosteus_aculeatus ENSGACG00000010921
poecilia_latipinna ENSPLAG00000014430
poecilia_mexicana ENSPMEG00000015912
poecilia_formosa ENSPFOG00000006602
poecilia_reticulata ENSPREG00000003115
xiphophorus_maculatus ENSXMAG00000012690
xiphophorus_couchianus ENSXCOG00000010753
gambusia_affinis ENSGAFG00000006693
fundulus_heteroclitus ENSFHEG00000012623
cyprinodon_variegatus ENSCVAG00000012171
kryptolebias_marmoratus ENSKMAG00000011208
oryzias_latipes ENSORLG00000007522
oryzias_latipes ENSORLG00020021080
oryzias_latipes_asm223469v1 ENSORLG00015010835
oryzias_melastigma ENSOMEG00000008063
cynoglossus_semilaevis ENSCSEG00000010987
monopterus_albus ENSMALG00000000305
mastacembelus_armatus ENSMAMG00000021393
anabas_testudineus ENSATEG00000024130
periophthalmus_magnuspinnatus ENSPMGG00000007041
takifugu_rubripes ENSTRUG00000018019
