cynoglossus_semilaevis ENSCSEG00000020002
periophthalmus_magnuspinnatus ENSPMGG00000002673
mola_mola ENSMMOG00000016253
tetraodon_nigroviridis ENSTNIG00000011797
labrus_bergylta ENSLBEG00000003349
gasterosteus_aculeatus ENSGACG00000020364
mastacembelus_armatus ENSMAMG00000012812
anabas_testudineus ENSATEG00000012783
monopterus_albus ENSMALG00000020110
periophthalmus_magnuspinnatus ENSPMGG00000002674
seriola_dumerili ENSSDUG00000013060
seriola_lalandi_dorsalis ENSSLDG00000015641
scophthalmus_maximus ENSSMAG00000016808
amphiprion_percula ENSAPEG00000005499
amphiprion_ocellaris ENSAOCG00000012641
acanthochromis_polyacanthus ENSAPOG00000017043
stegastes_partitus ENSSPAG00000000368
maylandia_zebra ENSMZEG00005015703
haplochromis_burtoni ENSHBUG00000003717
pundamilia_nyererei ENSPNYG00000020176
astatotilapia_calliptera ENSACLG00000011727
neolamprologus_brichardi ENSNBRG00000017190
oreochromis_niloticus ENSONIG00000004365
amphilophus_citrinellus ENSACIG00000014826
hippocampus_comes ENSHCOG00000006359
poecilia_mexicana ENSPMEG00000003133
poecilia_latipinna ENSPLAG00000006067
poecilia_formosa ENSPFOG00000019544
poecilia_reticulata ENSPREG00000021637
xiphophorus_maculatus ENSXMAG00000011780
xiphophorus_couchianus ENSXCOG00000006286
gambusia_affinis ENSGAFG00000006146
cyprinodon_variegatus ENSCVAG00000021686
fundulus_heteroclitus ENSFHEG00000001584
kryptolebias_marmoratus ENSKMAG00000012675
oryzias_latipes ENSORLG00000008879
oryzias_latipes ENSORLG00020001948
oryzias_latipes_asm223469v1 ENSORLG00015006435
oryzias_melastigma ENSOMEG00000004164
gadus_morhua ENSGMOG00000000051
esox_lucius ENSELUG00000008302
pygocentrus_nattereri ENSPNAG00000001980
astyanax_mexicanus ENSAMXG00000001938
ictalurus_punctatus ENSIPUG00000021454
danio_rerio ENSDARG00000020924
