vicugna_pacos ENSVPAG00000008046
pteropus_vampyrus ENSPVAG00000012007
bos_taurus ENSBTAG00000012451
bos_mutus ENSBMUG00000008003
bison_bison_bison ENSBBBG00000008914
capra_hircus ENSCHIG00000026519
ovis_aries ENSOARG00000007906
tursiops_truncatus ENSTTRG00000004276
sus_scrofa ENSSSCG00000001469
myotis_lucifugus ENSMLUG00000009907
equus_asinus_asinus ENSEASG00005020759
equus_caballus ENSECAG00000021796
ursus_americanus ENSUAMG00000010123
ursus_maritimus ENSUMAG00000012688
ailuropoda_melanoleuca ENSAMEG00000001952
mustela_putorius_furo ENSMPUG00000001943
neovison_vison ENSNVIG00000004727
canis_lupus_familiaris ENSCAFG00000032102
canis_lupus_dingo ENSCAFG00020002532
vulpes_vulpes ENSVVUG00000025122
felis_catus ENSFCAG00000045369
felis_catus ENSFCAG00000040910
panthera_pardus ENSPPRG00000004964
panthera_tigris_altaica ENSPTIG00000006035
erinaceus_europaeus ENSEEUG00000010670
sorex_araneus ENSSARG00000006772
homo_sapiens ENSG00000242574
homo_sapiens ENSG00000248993
gorilla_gorilla ENSGGOG00000022404
pan_troglodytes ENSPTRG00000018025
pan_paniscus ENSPPAG00000037856
pongo_abelii ENSPPYG00000017226
nomascus_leucogenys ENSNLEG00000006770
rhinopithecus_bieti ENSRBIG00000031730
rhinopithecus_roxellana ENSRROG00000039771
colobus_angolensis_palliatus ENSCANG00000036975
macaca_mulatta ENSMMUG00000022626
macaca_fascicularis ENSMFAG00000004018
macaca_nemestrina ENSMNEG00000044507
theropithecus_gelada ENSTGEG00000029450
chlorocebus_sabaeus ENSCSAG00000009430
cercocebus_atys ENSCATG00000024024
mandrillus_leucophaeus ENSMLEG00000032921
papio_anubis ENSPANG00000019593
cebus_capucinus ENSCCAG00000030904
saimiri_boliviensis_boliviensis ENSSBOG00000028499
callithrix_jacchus ENSCJAG00000021558
aotus_nancymaae ENSANAG00000031322
carlito_syrichta ENSTSYG00000013568
