vombatus_ursinus ENSVURG00010011808
phascolarctos_cinereus ENSPCIG00000009702
notamacropus_eugenii ENSMEUG00000004313
notamacropus_eugenii ENSMEUG00000014831
procavia_capensis ENSPCAG00000008913
loxodonta_africana ENSLAFG00000031882
echinops_telfairi ENSETEG00000017141
castor_canadensis ENSCCNG00000030465
dipodomys_ordii ENSDORG00000013771
mus_musculus ENSMUSG00000007891
mus_musculus ENSMUSG00000110040
mus_spretus MGP_SPRETEiJ_G0031830
mus_spicilegus ENSMSIG00000016060
mus_caroli MGP_CAROLIEiJ_G0030721
mus_pahari MGP_PahariEiJ_G0013917
rattus_norvegicus ENSRNOG00000020206
meriones_unguiculatus ENSMUGG00000017724
cricetulus_griseus ENSCGRG00001019541
cricetulus_griseus ENSCGRG00015026690
cricetulus_griseus ENSCGRG00000005040
mesocricetus_auratus ENSMAUG00000020349
microtus_ochrogaster ENSMOCG00000005795
peromyscus_maniculatus ENSPEMG00000018555
nannospalax_galili ENSNGAG00000021372
jaculus_jaculus ENSJJAG00000002220
urocitellus_parryii ENSUPAG00010009112
spermophilus_dauricus ENSSDAG00000013607
ictidomys_tridecemlineatus ENSSTOG00000024427
marmota_marmota ENSMMMG00000004919
chinchilla_lanigera ENSCLAG00000015140
octodon_degus ENSODEG00000016939
cavia_porcellus ENSCPOG00000008493
cavia_aperea ENSCAPG00000009134
heterocephalus_glaber ENSHGLG00100000643
heterocephalus_glaber ENSHGLG00000019025
fukomys_damarensis ENSFDAG00000017782
ochotona_princeps ENSOPRG00000000371
oryctolagus_cuniculus ENSOCUG00000026197
tupaia_belangeri ENSTBEG00000016641
otolemur_garnettii ENSOGAG00000002296
ursus_americanus ENSUAMG00000020900
ailuropoda_melanoleuca ENSAMEG00000001998
neovison_vison ENSNVIG00000007142
mustela_putorius ENSMPUG00000006089
canis_lupus ENSCAFG00020000132
canis_lupus ENSCAFG00020017471
canis_lupus ENSCAFG00000010052
vulpes_vulpes ENSVVUG00000002315
panthera_pardus ENSPPRG00000014874
panthera_tigris ENSPTIG00000006383
felis_catus ENSFCAG00000007823
pteropus_vampyrus ENSPVAG00000010691
capra_hircus ENSCHIG00000005522
ovis_aries ENSOARG00000003938
bos_indicus ENSBIXG00000008181
bos_indicus ENSBIXG00005026248
bos_mutus ENSBMUG00000019738
bos_taurus ENSBTAG00000007622
bison_bison ENSBBBG00000020112
tursiops_truncatus ENSTTRG00000014862
sus_scrofa ENSSSCG00000040793
equus_asinus ENSEASG00005000516
equus_caballus ENSECAG00000039088
homo_sapiens ENSG00000117984
pan_troglodytes ENSPTRG00000045353
pongo_abelii ENSPPYG00000002911
cercocebus_atys ENSCATG00000030240
theropithecus_gelada ENSTGEG00000025413
mandrillus_leucophaeus ENSMLEG00000038833
papio_anubis ENSPANG00000003111
chlorocebus_sabaeus ENSCSAG00000009899
rhinopithecus_bieti ENSRBIG00000004389
saimiri_boliviensis ENSSBOG00000020508
cebus_capucinus ENSCCAG00000021028
aotus_nancymaae ENSANAG00000025938
rhinopithecus_roxellana ENSRROG00000035117
piliocolobus_tephrosceles ENSPTEG00000016769
colobus_angolensis ENSCANG00000035949
macaca_nemestrina ENSMNEG00000019656
macaca_fascicularis ENSMFAG00000002481
macaca_mulatta ENSMMUG00000003874
homo_sapiens ENSG00000250644
gorilla_gorilla ENSGGOG00000004724
pan_paniscus ENSPPAG00000018449
nomascus_leucogenys ENSNLEG00000013309
callithrix_jacchus ENSCJAG00000018407
prolemur_simus ENSPSMG00000020390
ursus_maritimus ENSUMAG00000006083
dasypus_novemcinctus ENSDNOG00000036288
propithecus_coquereli ENSPCOG00000001430
microcebus_murinus ENSMICG00000027956
ornithorhynchus_anatinus ENSOANG00000002672
chelonoidis_abingdonii ENSCABG00000010727
gopherus_agassizii ENSGAGG00000018808
chrysemys_picta ENSCPBG00000007449
pelodiscus_sinensis ENSPSIG00000014223
crocodylus_porosus ENSCPRG00005016976
pogona_vitticeps ENSPVIG00000000638
anolis_carolinensis ENSACAG00000009355
notechis_scutatus ENSNSUG00000017436
salvator_merianae ENSSMRG00000014160
sphenodon_punctatus ENSSPUG00000002475
anser_brachyrhynchus ENSABRG00000005666
anas_platyrhynchos ENSAPLG00000009985
gallus_gallus ENSGALG00000006613
coturnix_japonica ENSCJPG00005018517
meleagris_gallopavo ENSMGAG00000008398
numida_meleagris ENSNMEG00000011446
lepidothrix_coronata ENSLCOG00000013765
manacus_vitellinus ENSMVIG00005010424
cyanistes_caeruleus ENSCCEG00000008359
parus_major ENSPMJG00000009393
ficedula_albicollis ENSFALG00000011722
lonchura_striata ENSLSDG00000012076
taeniopygia_guttata ENSTGUG00000009428
serinus_canaria ENSSCAG00000004447
junco_hyemalis ENSJHYG00000012566
zonotrichia_albicollis ENSZALG00000016894
melopsittacus_undulatus ENSMUNG00000010097
calidris_pygmaea ENSCPGG00000015259
calidris_pugnax ENSCPUG00000003286
apteryx_owenii ENSAOWG00000001282
apteryx_haastii ENSAHAG00000017185
apteryx_rowi ENSARWG00000002761
dromaius_novaehollandiae ENSDNVG00000014290
nothoprocta_perdicaria ENSNPEG00000009500
lonchura_striata ENSLSDG00000011427
ovis_aries ENSOARG00000004979
xenopus_tropicalis ENSXETG00000004570
xenopus_tropicalis ENSXETG00000005274
xenopus_tropicalis ENSXETG00000015226
xenopus_tropicalis ENSXETG00000005289
xenopus_tropicalis ENSXETG00000004848
erpetoichthys_calabaricus ENSECRG00000000723
acanthochromis_polyacanthus ENSAPOG00000002393
fundulus_heteroclitus ENSFHEG00000019813
labrus_bergylta ENSLBEG00000013345
labrus_bergylta ENSLBEG00000020406
gasterosteus_aculeatus ENSGACG00000017247
oryzias_latipes ENSORLG00000027285
oryzias_latipes ENSORLG00000000092
oryzias_latipes ENSORLG00020004727
oryzias_latipes ENSORLG00015007029
oryzias_melastigma ENSOMEG00000011467
cynoglossus_semilaevis ENSCSEG00000005879
hippocampus_comes ENSHCOG00000006389
amphiprion_percula ENSAPEG00000000202
amphiprion_ocellaris ENSAOCG00000006532
acanthochromis_polyacanthus ENSAPOG00000010502
acanthochromis_polyacanthus ENSAPOG00000004472
stegastes_partitus ENSSPAG00000017023
parambassis_ranga ENSPRNG00000005571
poecilia_formosa ENSPFOG00000001622
poecilia_latipinna ENSPLAG00000022940
poecilia_mexicana ENSPMEG00000021225
poecilia_reticulata ENSPREG00000017011
xiphophorus_couchianus ENSXCOG00000002908
xiphophorus_maculatus ENSXMAG00000018351
gambusia_affinis ENSGAFG00000018562
fundulus_heteroclitus ENSFHEG00000016690
cyprinodon_variegatus ENSCVAG00000003560
gouania_willdenowi ENSGWIG00000006741
takifugu_rubripes ENSTRUG00000012591
tetraodon_nigroviridis ENSTNIG00000003945
mola_mola ENSMMOG00000016845
mastacembelus_armatus ENSMAMG00000000704
monopterus_albus ENSMALG00000019657
anabas_testudineus ENSATEG00000022898
betta_splendens ENSBSLG00000009483
astatotilapia_calliptera ENSACLG00000006056
maylandia_zebra ENSMZEG00005016428
pundamilia_nyererei ENSPNYG00000001734
haplochromis_burtoni ENSHBUG00000002482
neolamprologus_brichardi ENSNBRG00000015246
oreochromis_niloticus ENSONIG00000015575
amphilophus_citrinellus ENSACIG00000012734
seriola_lalandi ENSSLDG00000024379
seriola_dumerili ENSSDUG00000019768
lates_calcarifer ENSLCAG00010004126
cottoperca_gobio ENSCGOG00000010893
larimichthys_crocea ENSLCRG00005019034
hucho_hucho ENSHHUG00000017244
hucho_hucho ENSHHUG00000013922
hucho_hucho ENSHHUG00000016411
esox_lucius ENSELUG00000018601
gadus_morhua ENSGMOG00000007819
periophthalmus_magnuspinnatus ENSPMGG00000023327
paramormyrops_kingsleyae ENSPKIG00000014578
scleropages_formosus ENSSFOG00015011884
paramormyrops_kingsleyae ENSPKIG00000002678
lepisosteus_oculatus ENSLOCG00000002297
clupea_harengus ENSCHAG00000025175
denticeps_clupeoides ENSDCDG00000027966
astyanax_mexicanus ENSAMXG00000020367
astyanax_mexicanus ENSAMXG00005014814
pygocentrus_nattereri ENSPNAG00000017899
electrophorus_electricus ENSEEEG00000021340
ictalurus_punctatus ENSIPUG00000018247
danio_rerio ENSDARG00000057698
scleropages_formosus ENSSFOG00015000892
latimeria_chalumnae ENSLACG00000002616
