drosophila_melanogaster FBgn0033902
caenorhabditis_elegans WBGene00019543
phascolarctos_cinereus ENSPCIG00000004258
phascolarctos_cinereus ENSPCIG00000024347
vombatus_ursinus ENSVURG00010013122
notamacropus_eugenii ENSMEUG00000000780
sarcophilus_harrisii ENSSHAG00000017641
monodelphis_domestica ENSMODG00000009678
myotis_lucifugus ENSMLUG00000014727
pteropus_vampyrus ENSPVAG00000015083
vicugna_pacos ENSVPAG00000007791
sus_scrofa ENSSSCG00000013315
tursiops_truncatus ENSTTRG00000002119
ovis_aries ENSOARG00000016580
capra_hircus ENSCHIG00000012027
capra_hircus ENSCHIG00000017874
bos_taurus ENSBTAG00000005338
bos_taurus ENSBTAG00000051084
bos_indicus ENSBIXG00000016348
bos_indicus ENSBIXG00005013861
bos_mutus ENSBMUG00000008048
bison_bison ENSBBBG00000012413
mustela_putorius ENSMPUG00000011311
neovison_vison ENSNVIG00000004595
canis_lupus ENSCAFG00020002623
canis_lupus ENSCAFG00000007368
vulpes_vulpes ENSVVUG00000016291
ursus_americanus ENSUAMG00000007280
ursus_maritimus ENSUMAG00000019493
ailuropoda_melanoleuca ENSAMEG00000007020
panthera_pardus ENSPPRG00000024020
panthera_tigris ENSPTIG00000007758
felis_catus ENSFCAG00000000310
equus_asinus ENSEASG00005013531
equus_caballus ENSECAG00000022640
sorex_araneus ENSSARG00000010809
erinaceus_europaeus ENSEEUG00000001445
rhinopithecus_roxellana ENSRROG00000041725
rhinopithecus_bieti ENSRBIG00000035900
colobus_angolensis ENSCANG00000040853
piliocolobus_tephrosceles ENSPTEG00000025151
macaca_mulatta ENSMMUG00000009026
macaca_nemestrina ENSMNEG00000002856
macaca_fascicularis ENSMFAG00000040767
cercocebus_atys ENSCATG00000014736
papio_anubis ENSPANG00000006540
mandrillus_leucophaeus ENSMLEG00000000401
chlorocebus_sabaeus ENSCSAG00000005261
theropithecus_gelada ENSTGEG00000004850
pan_troglodytes ENSPTRG00000003478
pan_paniscus ENSPPAG00000029515
homo_sapiens ENSG00000149100
gorilla_gorilla ENSGGOG00000002796
pongo_abelii ENSPPYG00000003381
nomascus_leucogenys ENSNLEG00000029977
cebus_capucinus ENSCCAG00000025160
callithrix_jacchus ENSCJAG00000005845
saimiri_boliviensis ENSSBOG00000035716
aotus_nancymaae ENSANAG00000031661
microcebus_murinus ENSMICG00000035817
propithecus_coquereli ENSPCOG00000005374
prolemur_simus ENSPSMG00000015489
oryctolagus_cuniculus ENSOCUG00000004483
otolemur_garnettii ENSOGAG00000015913
oryctolagus_cuniculus ENSOCUG00000037042
dipodomys_ordii ENSDORG00000004141
castor_canadensis ENSCCNG00000021421
ictidomys_tridecemlineatus ENSSTOG00000010502
marmota_marmota ENSMMMG00000007588
urocitellus_parryii ENSUPAG00010019056
spermophilus_dauricus ENSSDAG00000002346
microtus_ochrogaster ENSMOCG00000020753
peromyscus_maniculatus ENSPEMG00000011786
cricetulus_griseus ENSCGRG00001022289
cricetulus_griseus ENSCGRG00000011907
cricetulus_griseus ENSCGRG00015009455
mesocricetus_auratus ENSMAUG00000007848
mus_spretus MGP_SPRETEiJ_G0024946
mus_spicilegus ENSMSIG00000014235
mus_musculus ENSMUSG00000027170
mus_caroli MGP_CAROLIEiJ_G0024033
mus_pahari MGP_PahariEiJ_G0025471
rattus_norvegicus ENSRNOG00000012738
meriones_unguiculatus ENSMUGG00000016569
nannospalax_galili ENSNGAG00000006519
jaculus_jaculus ENSJJAG00000011546
carlito_syrichta ENSTSYG00000000469
tupaia_belangeri ENSTBEG00000003871
heterocephalus_glaber ENSHGLG00000005161
heterocephalus_glaber ENSHGLG00100014140
fukomys_damarensis ENSFDAG00000011573
octodon_degus ENSODEG00000015300
octodon_degus ENSODEG00000006379
cavia_porcellus ENSCPOG00000003846
cavia_aperea ENSCAPG00000006905
chinchilla_lanigera ENSCLAG00000001396
dasypus_novemcinctus ENSDNOG00000012904
choloepus_hoffmanni ENSCHOG00000011292
loxodonta_africana ENSLAFG00000021669
procavia_capensis ENSPCAG00000006968
echinops_telfairi ENSETEG00000013437
ornithorhynchus_anatinus ENSOANG00000015146
calidris_pygmaea ENSCPGG00000013733
calidris_pugnax ENSCPUG00000017147
melopsittacus_undulatus ENSMUNG00000004614
lepidothrix_coronata ENSLCOG00000013657
manacus_vitellinus ENSMVIG00005000590
