anser_brachyrhynchus ENSABRG00000004517
anas_platyrhynchos_platyrhynchos ENSAPLG00000005906
gallus_gallus ENSGALG00000008341
coturnix_japonica ENSCJPG00005000344
meleagris_gallopavo ENSMGAG00000010594
numida_meleagris ENSNMEG00000009910
calidris_pygmaea ENSCPGG00000002271
calidris_pugnax ENSCPUG00000009808
melopsittacus_undulatus ENSMUNG00000007337
lepidothrix_coronata ENSLCOG00000005926
manacus_vitellinus ENSMVIG00005006471
zonotrichia_albicollis ENSZALG00000008390
junco_hyemalis ENSJHYG00000000245
serinus_canaria ENSSCAG00000014387
ficedula_albicollis ENSFALG00000011209
lonchura_striata_domestica ENSLSDG00000010219
taeniopygia_guttata ENSTGUG00000010132
cyanistes_caeruleus ENSCCEG00000004962
parus_major ENSPMJG00000012028
apteryx_haastii ENSAHAG00000004948
apteryx_owenii ENSAOWG00000008229
apteryx_rowi ENSARWG00000017559
dromaius_novaehollandiae ENSDNVG00000008244
nothoprocta_perdicaria ENSNPEG00000009868
chelonoidis_abingdonii ENSCABG00000008948
gopherus_agassizii ENSGAGG00000014429
chrysemys_picta_bellii ENSCPBG00000024451
anolis_carolinensis ENSACAG00000004561
pogona_vitticeps ENSPVIG00000008436
notechis_scutatus ENSNSUG00000020200
salvator_merianae ENSSMRG00000019452
sphenodon_punctatus ENSSPUG00000010173
propithecus_coquereli ENSPCOG00000017388
prolemur_simus ENSPSMG00000012041
microcebus_murinus ENSMICG00000027223
tupaia_belangeri ENSTBEG00000005732
carlito_syrichta ENSTSYG00000029940
pan_paniscus ENSPPAG00000034430
pan_troglodytes ENSPTRG00000007461
homo_sapiens ENSG00000140564
gorilla_gorilla ENSGGOG00000008162
pongo_abelii ENSPPYG00000006785
nomascus_leucogenys ENSNLEG00000012144
cercocebus_atys ENSCATG00000044269
mandrillus_leucophaeus ENSMLEG00000044373
theropithecus_gelada ENSTGEG00000006035
papio_anubis ENSPANG00000020413
macaca_fascicularis ENSMFAG00000042842
macaca_mulatta ENSMMUG00000004657
macaca_nemestrina ENSMNEG00000034348
chlorocebus_sabaeus ENSCSAG00000017046
colobus_angolensis_palliatus ENSCANG00000021306
piliocolobus_tephrosceles ENSPTEG00000031071
rhinopithecus_roxellana ENSRROG00000036189
rhinopithecus_bieti ENSRBIG00000035398
cebus_capucinus ENSCCAG00000025015
saimiri_boliviensis_boliviensis ENSSBOG00000025759
callithrix_jacchus ENSCJAG00000009790
aotus_nancymaae ENSANAG00000027092
heterocephalus_glaber_female ENSHGLG00000012848
