anabas_testudineus ENSATEG00000024438
mastacembelus_armatus ENSMAMG00000000501
larimichthys_crocea ENSLCRG00005003516
labrus_bergylta ENSLBEG00000006227
seriola_lalandi ENSSLDG00000013594
seriola_dumerili ENSSDUG00000011769
hippocampus_comes ENSHCOG00000009776
gouania_willdenowi ENSGWIG00000015320
amphiprion_percula ENSAPEG00000018264
acanthochromis_polyacanthus ENSAPOG00000004572
stegastes_partitus ENSSPAG00000017915
parambassis_ranga ENSPRNG00000013505
fundulus_heteroclitus ENSFHEG00000016014
cyprinodon_variegatus ENSCVAG00000003803
xiphophorus_maculatus ENSXMAG00000020918
poecilia_reticulata ENSPREG00000013822
poecilia_latipinna ENSPLAG00000019723
gambusia_affinis ENSGAFG00000000124
kryptolebias_marmoratus ENSKMAG00000021589
oryzias_latipes ENSORLG00000029915
oryzias_latipes ENSORLG00020018969
oryzias_melastigma ENSOMEG00000017205
betta_splendens ENSBSLG00000026471
maylandia_zebra ENSMZEG00005006868
pundamilia_nyererei ENSPNYG00000013760
astatotilapia_calliptera ENSACLG00000021570
haplochromis_burtoni ENSHBUG00000011330
neolamprologus_brichardi ENSNBRG00000009736
cottoperca_gobio ENSCGOG00000008241
mola_mola ENSMMOG00000006735
poecilia_mexicana ENSPMEG00000003061
xiphophorus_couchianus ENSXCOG00000016629
oryzias_latipes ENSORLG00015003604
amphiprion_ocellaris ENSAOCG00000008807
amphilophus_citrinellus ENSACIG00000019842
monopterus_albus ENSMALG00000004330
cynoglossus_semilaevis ENSCSEG00000011348
periophthalmus_magnuspinnatus ENSPMGG00000016913
hucho_hucho ENSHHUG00000003996
hucho_hucho ENSHHUG00000021333
esox_lucius ENSELUG00000022144
astyanax_mexicanus ENSAMXG00000039460
pygocentrus_nattereri ENSPNAG00000028040
ictalurus_punctatus ENSIPUG00000000243
ictalurus_punctatus ENSIPUG00000007064
electrophorus_electricus ENSEEEG00000020025
danio_rerio ENSDARG00000099014
clupea_harengus ENSCHAG00000012788
denticeps_clupeoides ENSDCDG00000021262
scleropages_formosus ENSSFOG00015018840
paramormyrops_kingsleyae ENSPKIG00000006427
lepisosteus_oculatus ENSLOCG00000003478
