phascolarctos_cinereus ENSPCIG00000015712
notamacropus_eugenii ENSMEUG00000005639
sarcophilus_harrisii ENSSHAG00000010495
monodelphis_domestica ENSMODG00000012230
ursus_maritimus ENSUMAG00000016392
ailuropoda_melanoleuca ENSAMEG00000016392
neovison_vison ENSNVIG00000015487
mustela_putorius_furo ENSMPUG00000009694
vulpes_vulpes ENSVVUG00000014766
canis_lupus_dingo ENSCAFG00020008660
panthera_tigris_altaica ENSPTIG00000017980
panthera_pardus ENSPPRG00000007466
felis_catus ENSFCAG00000029470
pteropus_vampyrus ENSPVAG00000010854
sorex_araneus ENSSARG00000003550
ursus_americanus ENSUAMG00000019470
myotis_lucifugus ENSMLUG00000010288
vicugna_pacos ENSVPAG00000006321
sus_scrofa ENSSSCG00000027997
ovis_aries ENSOARG00000015794
capra_hircus ENSCHIG00000014752
bos_taurus ENSBTAG00000008752
bos_mutus ENSBMUG00000025825
bison_bison_bison ENSBBBG00000020040
tursiops_truncatus ENSTTRG00000005307
equus_asinus_asinus ENSEASG00005020647
equus_caballus ENSECAG00000014544
spermophilus_dauricus ENSSDAG00000017338
ictidomys_tridecemlineatus ENSSTOG00000007272
urocitellus_parryii ENSUPAG00010021941
marmota_marmota_marmota ENSMMMG00000009141
jaculus_jaculus ENSJJAG00000014667
chinchilla_lanigera ENSCLAG00000013063
octodon_degus ENSODEG00000002579
cavia_porcellus ENSCPOG00000008299
cavia_aperea ENSCAPG00000014616
heterocephalus_glaber_male ENSHGLG00100012257
heterocephalus_glaber_female ENSHGLG00000005125
fukomys_damarensis ENSFDAG00000014109
castor_canadensis ENSCCNG00000011345
dipodomys_ordii ENSDORG00000025595
mus_spicilegus ENSMSIG00000003940
mus_musculus ENSMUSG00000035984
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023003
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022091
mus_pahari MGP_PahariEiJ_G0018825
rattus_norvegicus ENSRNOG00000020118
meriones_unguiculatus ENSMUGG00000022851
peromyscus_maniculatus_bairdii ENSPEMG00000010677
microtus_ochrogaster ENSMOCG00000013909
cricetulus_griseus_crigri-picr ENSCGRG00015001720
cricetulus_griseus_crigri ENSCGRG00000010001
mesocricetus_auratus ENSMAUG00000015571
nannospalax_galili ENSNGAG00000020415
pan_troglodytes ENSPTRG00000017279
pan_paniscus ENSPPAG00000029941
gorilla_gorilla ENSGGOG00000007089
homo_sapiens ENSG00000112981
pongo_abelii ENSPPYG00000015820
nomascus_leucogenys ENSNLEG00000008669
macaca_nemestrina ENSMNEG00000032008
macaca_mulatta ENSMMUG00000039612
macaca_fascicularis ENSMFAG00000038119
papio_anubis ENSPANG00000001335
theropithecus_gelada ENSTGEG00000022529
chlorocebus_sabaeus ENSCSAG00000013244
mandrillus_leucophaeus ENSMLEG00000032771
rhinopithecus_roxellana ENSRROG00000033796
piliocolobus_tephrosceles ENSPTEG00000032887
cercocebus_atys ENSCATG00000029953
colobus_angolensis_palliatus ENSCANG00000021139
cebus_capucinus ENSCCAG00000034018
saimiri_boliviensis_boliviensis ENSSBOG00000028611
callithrix_jacchus ENSCJAG00000006262
aotus_nancymaae ENSANAG00000029923
propithecus_coquereli ENSPCOG00000024258
microcebus_murinus ENSMICG00000027492
prolemur_simus ENSPSMG00000005447
carlito_syrichta ENSTSYG00000006445
oryctolagus_cuniculus ENSOCUG00000023232
ochotona_princeps ENSOPRG00000002763
cricetulus_griseus_chok1gshd ENSCGRG00001024432
loxodonta_africana ENSLAFG00000007635
echinops_telfairi ENSETEG00000018073
erinaceus_europaeus ENSEEUG00000005968
