Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0772)   P(D|M,rr[2]=0.3701)   P(D|M,rr[3]=0.9299)   P(D|M,rr[4]=2.6228)   Posterior mean        
1      0.00574662      0.0168942             0.00539216            0.000691237           8.93481e-06           0.17252               
2      0.00306323      0.0113903             0.000852682           9.90142e-06           2.00925e-09           0.0982532             
3      0.00830026      0.0247129             0.00754803            0.000934478           5.68412e-06           0.168205              
4      0.00863906      0.0304669             0.00396412            0.000125051           1.42025e-07           0.113876              
5      0.055941        0.055941              0.055941              0.055941              0.055941              1                     
6      0.057337        0.057337              0.057337              0.057337              0.057337              1                     
7      2.47812e-05     5.33934e-05           3.82109e-05           7.32577e-06           1.94594e-07           0.258104              
8      0.00863906      0.0304669             0.00396412            0.000125051           1.42025e-07           0.113876              
9      0.000194145     0.000327975           0.000369229           7.83963e-05           9.78185e-07           0.305729              
10     0.0172608       0.0455917             0.0193735             0.00401607            6.20613e-05           0.211256              
11     0.0147483       0.0364263             0.0178152             0.00464776            0.000104145           0.237307              
12     0.00884414      0.0321073             0.00318853            8.06134e-05           1.16859e-07           0.105531              
13     0.0126525       0.041554              0.00845632            0.00059691            2.61965e-06           0.136309              
14     0.0228603       0.0693235             0.0195563             0.00252167            3.96742e-05           0.164441              
15     7.18058e-06     5.46148e-06           1.78628e-05           5.25652e-06           1.41495e-07           0.427937              
16     0.00863906      0.0304669             0.00396412            0.000125051           1.42025e-07           0.113876              
17     0.00651201      0.0231182             0.00285294            7.68434e-05           5.82305e-08           0.111782              
18     0.0117695       0.03752               0.0088098             0.000744997           3.29207e-06           0.145662              
19     0.0117695       0.03752               0.0088098             0.000744997           3.29207e-06           0.145662              
20     0.00863906      0.0304669             0.00396412            0.000125051           1.42025e-07           0.113876              
21     0.0172608       0.0455917             0.0193735             0.00401607            6.20613e-05           0.211256              
22     0.061197        0.061197              0.061197              0.061197              0.061197              1                     
23     0.000247813     0.000152385           0.000422146           0.000370434           4.62864e-05           0.639462              
24     6.19793e-05     6.83485e-05           0.000145636           3.37853e-05           1.47777e-07           0.366961              
25     0.000505614     0.00113877            0.000812061           7.15201e-05           1.05886e-07           0.22507               
26     1.08936e-05     2.50716e-05           1.70074e-05           1.48879e-06           6.5525e-09            0.221015              
27     3.75826e-08     2.24283e-09           5.54118e-08           8.01874e-08           1.24884e-08           0.851483              
28     6.50478e-06     2.42862e-06           1.41641e-05           8.87309e-06           5.53289e-07           0.581564              
29     5.72997e-07     8.20878e-08           1.35587e-06           8.36805e-07           1.7226e-08            0.58092               
30     6.38303e-05     0.00011761            0.000116297           2.11334e-05           2.80993e-07           0.283974              
31     1               1                     1                     1                     1                     1                     
32     1               1                     1                     1                     1                     1                     
33     1               1                     1                     1                     1                     1                     
34     1               1                     1                     1                     1                     1                     
35     1               1                     1                     1                     1                     1                     
36     1               1                     1                     1                     1                     1                     
37     1               1                     1                     1                     1                     1                     
38     1               1                     1                     1                     1                     1                     
39     1               1                     1                     1                     1                     1                     
40     1               1                     1                     1                     1                     1                     
41     1               1                     1                     1                     1                     1                     
42     1               1                     1                     1                     1                     1                     
43     1               1                     1                     1                     1                     1                     
44     1               1                     1                     1                     1                     1                     
45     1               1                     1                     1                     1                     1                     
46     1               1                     1                     1                     1                     1                     
47     1               1                     1                     1                     1                     1                     
48     1               1                     1                     1                     1                     1                     
49     1               1                     1                     1                     1                     1                     
50     1               1                     1                     1                     1                     1                     
51     1               1                     1                     1                     1                     1                     
52     1               1                     1                     1                     1                     1                     
53     1               1                     1                     1                     1                     1                     
54     1               1                     1                     1                     1                     1                     
55     1.20405e-07     4.4045e-09            1.47844e-07           2.58853e-07           7.05169e-08           0.998143              
56     4.18721e-06     1.02253e-06           9.63259e-06           5.98158e-06           1.1214e-07            0.567221              
57     8.07747e-05     2.95568e-05           0.000179709           0.000109945           3.88832e-06           0.560901              
58     0.000173993     0.000215241           0.000343515           0.000132958           4.25762e-06           0.400226              
59     0.000170355     0.000315174           0.000309809           5.57028e-05           7.32745e-07           0.282789              
60     5.85591e-05     6.04591e-05           0.00012197            5.08809e-05           9.2681e-07            0.425                 
61     0.00186206      0.00292499            0.00361743            0.000887382           1.84438e-05           0.32733               
62     2.0888e-05      4.59706e-05           3.36933e-05           3.84242e-06           4.54932e-08           0.235894              
63     0.0124739       0.037951              0.0107993             0.00113955            5.78044e-06           0.160344              
64     0.0130028       0.0413513             0.00983452            0.000820976           4.52752e-06           0.146244              
65     0.00509941      0.0106776             0.00672262            0.00279161            0.000205859           0.31611               
66     6.37902e-07     1.09431e-07           9.74418e-07           1.20405e-06           2.6371e-07            0.854523              
67     4.97264e-07     3.68514e-09           2.09409e-07           9.51351e-07           8.24609e-07           1.57124               
68     0.000373208     0.000189611           0.000566263           0.000592604           0.000144355           0.772956              
69     5.25392e-08     1.88618e-10           1.02869e-08           5.3466e-08            1.46215e-07           2.07957               
70     8.38115e-05     5.54538e-05           0.000141162           0.0001167             2.19293e-05           0.663873              
71     8.68419e-06     5.47517e-07           7.39353e-06           1.75227e-05           9.27303e-06           1.24925               
72     0.01919         0.0572651             0.0173942             0.00208614            1.43722e-05           0.167203              
73     0.0185176       0.0389079             0.0243632             0.0100482             0.000750944           0.31501               
74     0.0169168       0.0483908             0.016702              0.00254475            2.94948e-05           0.182653              
75     0.0127932       0.0410032             0.0093171             0.000844185           8.30326e-06           0.144988              
76     0.014825        0.046686              0.0114648             0.00113808            1.10951e-05           0.150649              
77     0.0124169       0.0332685             0.0136368             0.00271739            4.48175e-05           0.206549              
78     9.06368e-06     2.77987e-06           1.91745e-05           1.38128e-05           4.87601e-07           0.591217              
79     0.0156095       0.0430703             0.0164043             0.002923              4.01879e-05           0.195692              
80     9.48806e-08     4.39863e-09           6.49059e-08           1.78764e-07           1.31454e-07           1.41066               
81     0.000180897     0.000276199           0.000360725           8.58963e-05           7.66323e-07           0.327118              
82     0.0219603       0.0493633             0.028128              0.00984265            0.000507378           0.281223              
83     0.00133306      0.00159016            0.00269113            0.00102651            2.44365e-05           0.400829              
84     5.76999e-05     5.25818e-05           0.000110791           6.29492e-05           4.47755e-06           0.499747              
85     6.26687e-08     6.49324e-10           3.42637e-08           1.3894e-07            7.68218e-08           1.37                  
86     1.79077e-05     2.29998e-05           3.65892e-05           1.18989e-05           1.43029e-07           0.373526              
87     1.16215e-09     4.38079e-11           1.47685e-09           2.73348e-09           3.94458e-10           0.887687              
88     1.32645e-06     4.56854e-08           7.17827e-07           2.2326e-06            2.30968e-06           1.58378               
89     2.41926e-05     3.29809e-05           4.84442e-05           1.49217e-05           4.23593e-07           0.366439              
90     5.66974e-11     2.34291e-17           1.15573e-13           8.99286e-12           2.17681e-10           2.55453               
91     1.67789e-09     1.2907e-14            2.10381e-11           7.73759e-10           5.91674e-09           2.42057               
92     2.80359e-07     1.41151e-10           1.1836e-08            1.22001e-07           9.8746e-07            2.41454               
93     0.0215481       0.0402433             0.0286277             0.0150337             0.0022877             0.390765              
94     0.000110635     0.000124942           0.000221056           9.29891e-05           3.55117e-06           0.423099              
95     2.09139e-09     2.57709e-13           7.47585e-11           1.11068e-09           7.17989e-09           2.37784               
96     6.10669e-09     2.61958e-14           4.06012e-11           1.77886e-09           2.26073e-08           2.49578               
97     3.21079e-08     9.0844e-10            3.41068e-08           7.71336e-08           1.62827e-08           0.989855              
98     1.55204e-09     3.51394e-13           1.01558e-10           1.37416e-09           4.73209e-09           2.2111                
99     1.61604e-08     3.74402e-12           1.1015e-09            1.46389e-08           4.88976e-08           2.2009                
100    2.94519e-05     2.52823e-05           5.55777e-05           3.40808e-05           2.86664e-06           0.523997              
101    2.78231e-08     1.9193e-12            1.86955e-09           3.3446e-08            7.59751e-08           2.07618               
102    4.65006e-06     4.59774e-06           9.12279e-06           4.6515e-06            2.282e-07             0.46532               
103    2.00574e-06     7.98791e-08           2.68782e-06           4.84305e-06           4.12219e-07           0.820867              
104    3.71026e-07     4.46656e-08           4.96895e-07           8.03995e-07           1.38546e-07           0.874862              
105    4.49945e-08     2.73214e-10           3.55938e-08           1.20224e-07           2.38874e-08           1.04261               
106    0.00394828      0.0135964             0.00212383            7.28449e-05           2.93873e-08           0.120506              
107    9.26167e-06     2.10826e-06           1.76947e-05           1.62825e-05           9.61237e-07           0.657924              
108    0.0206184       0.0557905             0.0222616             0.00434185            7.97343e-05           0.203593              
109    0.00955213      0.0295197             0.00795234            0.000734409           2.09269e-06           0.15467               
110    0.014825        0.046686              0.0114648             0.00113808            1.10951e-05           0.150649              
111    4.38022e-07     1.00116e-08           4.0023e-07            1.04553e-06           2.96317e-07           1.08348               
112    0.0124169       0.0332685             0.0136368             0.00271739            4.48175e-05           0.206549              
113    0.000127281     0.000202208           0.000242619           6.24785e-05           1.81824e-06           0.330494              
114    7.02882e-09     5.75121e-11           3.07469e-09           1.34762e-08           1.15068e-08           1.55982               
115    0.0216385       0.0568026             0.0242475             0.00536277            0.000140946           0.216213              
116    7.76983e-06     3.76337e-06           1.82803e-05           8.62237e-06           4.13317e-07           0.519888              
117    0.00456927      0.0103684             0.00584635            0.00197789            8.43958e-05           0.274906              
118    6.40387e-06     2.38575e-06           1.45506e-05           8.51094e-06           1.68211e-07           0.543605              
119    4.71516e-08     3.76802e-10           2.51315e-08           1.11343e-07           5.17551e-08           1.31817               
120    0.00059926      0.00129731            0.000965047           0.000132662           2.02351e-06           0.244441              
121    7.32529e-11     1.99429e-17           1.13782e-13           8.41143e-12           2.84486e-10           2.57333               
122    3.16632e-05     8.66178e-06           6.40652e-05           5.15944e-05           2.33121e-06           0.619579              
123    2.0276e-05      4.27768e-06           3.66468e-05           3.77494e-05           2.43001e-06           0.682708              
124    4.50483e-09     2.41277e-13           9.71167e-11           2.05724e-09           1.58647e-08           2.41736               
125    0.00174024      0.000333838           0.00128628            0.00226161            0.00307922            1.53444               
126    0.0347362       0.0541605             0.0438251             0.0298236             0.0111355             0.556617              
127    0.04404         0.04404               0.04404               0.04404               0.04404               1                     
128    0.053052        0.053052              0.053052              0.053052              0.053052              1                     
129    0.040767        0.040767              0.040767              0.040767              0.040767              1                     
130    0.057337        0.057337              0.057337              0.057337              0.057337              1                     
131    0.04404         0.04404               0.04404               0.04404               0.04404               1                     
132    0.041977        0.041977              0.041977              0.041977              0.041977              1                     
133    2.50389e-07     3.04584e-10           2.79541e-08           2.5262e-07            7.20678e-07           2.13217               
134    0.0277813       0.0522602             0.0368568             0.0191238             0.00288461            0.387156              
135    0.000324349     4.76624e-05           0.000206784           0.00042405            0.000618898           1.61693               
136    3.23516e-07     9.21716e-11           9.62451e-09           1.24261e-07           1.16009e-06           2.44331               
137    2.53906e-06     2.09746e-07           2.6584e-06            5.39104e-06           1.89707e-06           1.08199               
138    0.000305562     0.000137212           0.000432829           0.000497177           0.00015503            0.850669              
139    6.82847e-08     1.47281e-11           1.58052e-09           2.20024e-08           2.49541e-07           2.47327               
140    3.99707e-08     3.90087e-12           1.39565e-09           2.45801e-08           1.33903e-07           2.34282               
141    1.10974e-09     6.41891e-16           1.28722e-12           8.55073e-11           4.35215e-09           2.58954               
142    4.99512e-06     1.17229e-07           4.67764e-06           1.20463e-05           3.13935e-06           1.05985               
143    0.00942053      0.0288982             0.00800465            0.000776373           2.86329e-06           0.157161              
144    7.23386e-08     4.46749e-12           1.74521e-09           3.54146e-08           2.5219e-07            2.40199               
145    7.15216e-07     4.99151e-09           2.90599e-07           1.39346e-06           1.17182e-06           1.56499               
146    4.59644e-06     3.11946e-07           4.78264e-06           9.86161e-06           3.42955e-06           1.08561               
147    3.51651e-07     3.72856e-09           2.0701e-07            8.44511e-07           3.51355e-07           1.26815               
148    0.000212137     8.97187e-05           0.000323557           0.000367249           6.80215e-05           0.761999              
149    9.01812e-08     8.2673e-12            2.77229e-09           4.7086e-08            3.10858e-07           2.38446               
150    0.000257665     0.000140035           0.000446496           0.000399062           4.50673e-05           0.645558              
151    1.37131e-08     5.42244e-12           1.17139e-09           1.13978e-08           4.2278e-08            2.22269               
152    1.40013e-06     2.61195e-08           1.19085e-06           3.52062e-06           8.62923e-07           1.06776               
153    0.000373208     0.000189611           0.000566263           0.000592604           0.000144355           0.772956              
154    9.90089e-05     0.000152163           0.000193276           4.93156e-05           1.28085e-06           0.334538              
155    1.36522e-05     5.40648e-07           8.20998e-06           2.38877e-05           2.19705e-05           1.51841               
156    1.75731e-06     1.94913e-07           2.28885e-06           3.87898e-06           6.66504e-07           0.884509              
157    1.10559e-06     1.88122e-07           1.9458e-06            2.15894e-06           1.29511e-07           0.696906              
158    7.5609e-06      3.7656e-07            6.02228e-06           1.59116e-05           7.93319e-06           1.2519                
159    2.6453e-07      3.25153e-09           1.5728e-07            5.57706e-07           3.39883e-07           1.38788               
160    3.97193e-05     1.155e-06             1.9247e-05            6.25561e-05           7.59192e-05           1.66485               
161    6.0792e-05      1.38142e-05           5.78321e-05           9.98331e-05           7.16887e-05           1.24742               
162    0.000358459     0.000304794           0.000662912           0.000415238           5.08902e-05           0.549903              
163    0.012509        0.0129029             0.0127741             0.0125317             0.0118271             0.967251              
164    0.011859        0.0120497             0.0119883             0.0118716             0.0115262             0.983168              
165    0.0579587       0.0609315             0.059936              0.0580851             0.0528821             0.947221              
166    0.0409985       0.0421977             0.0418049             0.0410659             0.0389254             0.969611              
167    0.012509        0.0129029             0.0127741             0.0125317             0.0118271             0.967251              
168    0.000215699     3.37696e-05           0.000141432           0.000277674           0.00040992            1.60908               
169    0.000619722     0.000140801           0.000536123           0.000893529           0.000908435           1.3808                
170    0.0170642       0.0368797             0.0220879             0.00860059            0.000688671           0.305094              
171    7.96228e-06     1.39023e-07           2.98035e-06           1.16597e-05           1.70701e-05           1.78115               
172    1.35059e-05     4.83927e-06           1.67587e-05           2.25685e-05           9.85723e-06           0.988759              
173    2.26148e-07     1.14433e-10           1.65148e-08           1.95727e-07           6.92237e-07           2.21507               
174    4.86931e-08     1.59474e-10           1.08674e-08           6.84555e-08           1.1529e-07            1.90005               
175    4.77786e-05     2.61658e-05           7.25667e-05           7.01739e-05           2.22078e-05           0.797318              
176    7.46338e-07     1.745e-10             2.30846e-08           3.45382e-07           2.61671e-06           2.40939               
177    4.53725e-06     2.6877e-07            4.13843e-06           9.78798e-06           3.95382e-06           1.15845               
178    1.58691e-08     2.71634e-11           2.04487e-09           1.53873e-08           4.60172e-08           2.13878               
179    1.18897e-08     8.11925e-12           7.11031e-10           7.10927e-09           3.97303e-08           2.33564               
180    2.1997e-06      3.56452e-07           3.28612e-06           4.19489e-06           9.61318e-07           0.871254              
181    7.60684e-08     2.58207e-10           1.88535e-08           1.20358e-07           1.64804e-07           1.81143               
182    2.68806e-07     2.77002e-08           3.27084e-07           5.77258e-07           1.43183e-07           0.963093              
183    1.23907e-05     3.8669e-06            1.74396e-05           2.33804e-05           4.87566e-06           0.832941              
184    1.89773e-06     3.78676e-08           6.65348e-07           2.5016e-06            4.38611e-06           1.85477               
185    7.08192e-06     1.17169e-06           1.08426e-05           1.36995e-05           2.61395e-06           0.836587              
186    2.51679e-06     6.30107e-08           2.48678e-06           6.16557e-06           1.35179e-06           1.01362               
187    4.96102e-07     1.59637e-09           1.28235e-07           7.79744e-07           1.07483e-06           1.81                  
188    4.34966e-08     4.98992e-12           3.65829e-09           5.51777e-08           1.15145e-07           2.0385                
189    5.32912e-08     1.76388e-11           3.3059e-09            4.00457e-08           1.69796e-07           2.26963               
190    1.72591e-08     7.44553e-12           8.66016e-10           1.01141e-08           5.80488e-08           2.34626               
191    5.73494e-05     7.61556e-05           0.000112293           3.81811e-05           2.76836e-06           0.393207              
192    0.00137959      0.000398044           0.00143119            0.00213115            0.00155797            1.20117               
193    7.18387e-05     2.46597e-07           6.79113e-06           4.56347e-05           0.000234682           2.29854               
194    5.57012e-05     6.85973e-07           1.31538e-05           5.582e-05             0.000153145           2.05785               
195    0.000299882     5.31892e-05           0.000203371           0.000379113           0.000563854           1.59296               
196    1.20129e-05     2.57619e-08           9.38272e-07           7.32887e-06           3.97589e-05           2.31926               
197    0.00023796      8.67757e-05           0.000229642           0.000295153           0.000340268           1.3223                
198    0.022355        0.022355              0.022355              0.022355              0.022355              1                     
199    0.034155        0.034155              0.034155              0.034155              0.034155              1                     
200    0.0646          0.0646                0.0646                0.0646                0.0646                1                     
201    0.012937        0.012937              0.012937              0.012937              0.012937              1                     
202    0.0646          0.0646                0.0646                0.0646                0.0646                1                     
203    0.071586        0.071586              0.071586              0.071586              0.071586              1                     
204    0.040767        0.040767              0.040767              0.040767              0.040767              1                     
205    0.00130416      0.000147789           0.000639946           0.00141567            0.00301323            1.81493               
206    0.0321936       0.0534317             0.0411678             0.0257885             0.00838642            0.507373              
207    0.00234941      0.000231561           0.00134174            0.00318985            0.00463447            1.66384               
208    0.00680796      0.00284491            0.0087114             0.0100885             0.00558707            1.00907               
209    0.00308428      0.00107111            0.0034333             0.00443221            0.00340052            1.16671               
210    0.022355        0.022355              0.022355              0.022355              0.022355              1                     
Note : P(D|M) is the probability of site D given the model M (i.e., the site likelihood)
P(D|M,rr[x]) is the probability of site D given the model M and the relative rate
of evolution rr[x], where x is the class of rate to be considered.
We have P(D|M) = \sum_x P(x) x P(D|M,rr[x]).


Site   P(D|M)          P(D|M,rr[1]=0.0844)   P(D|M,rr[2]=0.3853)   P(D|M,rr[3]=0.9414)   P(D|M,rr[4]=2.5889)   Posterior mean        
1      0.0047879       0.0151916             0.00362513            0.000329244           5.61236e-06           0.156836              
2      0.00293574      0.0109163             0.000816947           9.7382e-06            1.10969e-09           0.106066              
3      0.00814564      0.0242304             0.00739372            0.00095255            5.86903e-06           0.178197              
4      0.00834622      0.0294461             0.00381575            0.000122938           9.23704e-08           0.121973              
