xiphophorus_maculatus ENSXMAG00000025454
xiphophorus_couchianus ENSXCOG00000007383
poecilia_latipinna ENSPLAG00000010510
poecilia_mexicana ENSPMEG00000008095
poecilia_reticulata ENSPREG00000003045
gambusia_affinis ENSGAFG00000012531
cyprinodon_variegatus ENSCVAG00000015319
labrus_bergylta ENSLBEG00000020184
cynoglossus_semilaevis ENSCSEG00000001183
pundamilia_nyererei ENSPNYG00000005802
maylandia_zebra ENSMZEG00005017790
haplochromis_burtoni ENSHBUG00000020264
amphilophus_citrinellus ENSACIG00000011691
stegastes_partitus ENSSPAG00000008773
oryzias_latipes_asm223469v1 ENSORLG00015021626
oryzias_latipes ENSORLG00000013423
oryzias_latipes ENSORLG00020002247
seriola_lalandi_dorsalis ENSSLDG00000016872
seriola_dumerili ENSSDUG00000021730
monopterus_albus ENSMALG00000018993
kryptolebias_marmoratus ENSKMAG00000010538
hippocampus_comes ENSHCOG00000013684
