pogona_vitticeps ENSPVIG00000000090
anolis_carolinensis ENSACAG00000015998
notechis_scutatus ENSNSUG00000005166
salvator_merianae ENSSMRG00000013078
apteryx_haastii ENSAHAG00000009113
apteryx_owenii ENSAOWG00000004357
apteryx_rowi ENSARWG00000014969
dromaius_novaehollandiae ENSDNVG00000010988
nothoprocta_perdicaria ENSNPEG00000008640
anas_platyrhynchos_platyrhynchos ENSAPLG00000010916
anser_brachyrhynchus ENSABRG00000018976
numida_meleagris ENSNMEG00000007492
calidris_pugnax ENSCPUG00000013112
crocodylus_porosus ENSCPRG00005003082
gopherus_agassizii ENSGAGG00000006757
chelonoidis_abingdonii ENSCABG00000021079
chrysemys_picta_bellii ENSCPBG00000010645
phascolarctos_cinereus ENSPCIG00000024393
notamacropus_eugenii ENSMEUG00000011886
sarcophilus_harrisii ENSSHAG00000006994
monodelphis_domestica ENSMODG00000015776
procavia_capensis ENSPCAG00000001055
loxodonta_africana ENSLAFG00000016384
echinops_telfairi ENSETEG00000013085
pteropus_vampyrus ENSPVAG00000001877
myotis_lucifugus ENSMLUG00000010256
bos_mutus ENSBMUG00000008127
bos_taurus ENSBTAG00000031150
bison_bison_bison ENSBBBG00000017115
capra_hircus ENSCHIG00000017427
ovis_aries ENSOARG00000018933
sus_scrofa ENSSSCG00000008565
equus_caballus ENSECAG00000020758
equus_asinus_asinus ENSEASG00005012638
ursus_maritimus ENSUMAG00000022134
ursus_americanus ENSUAMG00000016525
ailuropoda_melanoleuca ENSAMEG00000002155
neovison_vison ENSNVIG00000011066
mustela_putorius_furo ENSMPUG00000008226
canis_lupus_dingo ENSCAFG00020024794
canis_lupus_familiaris ENSCAFG00000029876
vulpes_vulpes ENSVVUG00000016007
panthera_pardus ENSPPRG00000000546
panthera_tigris_altaica ENSPTIG00000019670
felis_catus ENSFCAG00000000036
erinaceus_europaeus ENSEEUG00000004464
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028054
mus_musculus ENSMUSG00000029182
mus_spicilegus ENSMSIG00000013389
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027058
mus_pahari MGP_PahariEiJ_G0029323
rattus_norvegicus ENSRNOG00000009905
meriones_unguiculatus ENSMUGG00000027052
cricetulus_griseus_chok1gshd ENSCGRG00001025030
cricetulus_griseus_crigri ENSCGRG00000009414
cricetulus_griseus_crigri-picr ENSCGRG00015026500
mesocricetus_auratus ENSMAUG00000017307
microtus_ochrogaster ENSMOCG00000021160
peromyscus_maniculatus_bairdii ENSPEMG00000011014
nannospalax_galili ENSNGAG00000015810
jaculus_jaculus ENSJJAG00000010978
dipodomys_ordii ENSDORG00000013129
chinchilla_lanigera ENSCLAG00000008355
fukomys_damarensis ENSFDAG00000015782
cavia_aperea ENSCAPG00000006128
cavia_porcellus ENSCPOG00000003754
ictidomys_tridecemlineatus ENSSTOG00000032726
urocitellus_parryii ENSUPAG00010007420
spermophilus_dauricus ENSSDAG00000023660
marmota_marmota_marmota ENSMMMG00000021179
castor_canadensis ENSCCNG00000004277
oryctolagus_cuniculus ENSOCUG00000024158
tupaia_belangeri ENSTBEG00000012845
ochotona_princeps ENSOPRG00000004478
homo_sapiens ENSG00000173557
gorilla_gorilla ENSGGOG00000010712
pan_paniscus ENSPPAG00000034582
pan_troglodytes ENSPTRG00000022566
pongo_abelii ENSPPYG00000012576
nomascus_leucogenys ENSNLEG00000002450
rhinopithecus_bieti ENSRBIG00000041010
rhinopithecus_roxellana ENSRROG00000043843
colobus_angolensis_palliatus ENSCANG00000039646
piliocolobus_tephrosceles ENSPTEG00000002167
cercocebus_atys ENSCATG00000038758
theropithecus_gelada ENSTGEG00000022320
mandrillus_leucophaeus ENSMLEG00000036937
papio_anubis ENSPANG00000007617
chlorocebus_sabaeus ENSCSAG00000009234
macaca_fascicularis ENSMFAG00000042764
macaca_mulatta ENSMMUG00000014296
macaca_nemestrina ENSMNEG00000001318
saimiri_boliviensis_boliviensis ENSSBOG00000027806
cebus_capucinus ENSCCAG00000033094
callithrix_jacchus ENSCJAG00000001406
aotus_nancymaae ENSANAG00000024341
carlito_syrichta ENSTSYG00000013418
propithecus_coquereli ENSPCOG00000024050
microcebus_murinus ENSMICG00000044017
prolemur_simus ENSPSMG00000004376
otolemur_garnettii ENSOGAG00000031193
