meleagris_gallopavo ENSMGAG00000005413
chrysemys_picta_bellii ENSCPBG00000021098
anabas_testudineus ENSATEG00000008834
monopterus_albus ENSMALG00000002291
fundulus_heteroclitus ENSFHEG00000002523
cyprinodon_variegatus ENSCVAG00000015888
xiphophorus_maculatus ENSXMAG00000007613
oryzias_latipes ENSORLG00000008778
oryzias_latipes ENSORLG00020012963
oryzias_latipes_asm223469v1 ENSORLG00015012322
oryzias_melastigma ENSOMEG00000001830
astatotilapia_calliptera ENSACLG00000000681
maylandia_zebra ENSMZEG00005011656
haplochromis_burtoni ENSHBUG00000019484
oreochromis_niloticus ENSONIG00000003301
amphiprion_ocellaris ENSAOCG00000010631
acanthochromis_polyacanthus ENSAPOG00000002186
stegastes_partitus ENSSPAG00000013281
seriola_lalandi_dorsalis ENSSLDG00000023017
gasterosteus_aculeatus ENSGACG00000016762
labrus_bergylta ENSLBEG00000004935
takifugu_rubripes ENSTRUG00000010314
astyanax_mexicanus ENSAMXG00000018372
paramormyrops_kingsleyae ENSPKIG00000018956
petromyzon_marinus ENSPMAG00000001571
