apteryx_haastii ENSAHAG00000010126
apteryx_owenii ENSAOWG00000012771
apteryx_rowi ENSARWG00000008538
dromaius_novaehollandiae ENSDNVG00000001419
nothoprocta_perdicaria ENSNPEG00000015639
calidris_pygmaea ENSCPGG00000008215
calidris_pugnax ENSCPUG00000013746
melopsittacus_undulatus ENSMUNG00000004259
anas_platyrhynchos_platyrhynchos ENSAPLG00000012811
crocodylus_porosus ENSCPRG00005015369
chrysemys_picta_bellii ENSCPBG00000007974
chelonoidis_abingdonii ENSCABG00000014014
pelodiscus_sinensis ENSPSIG00000014971
sphenodon_punctatus ENSSPUG00000018396
salvator_merianae ENSSMRG00000020925
vulpes_vulpes ENSVVUG00000021209
canis_lupus_familiaris ENSCAFG00000001714
ailuropoda_melanoleuca ENSAMEG00000001808
equus_caballus ENSECAG00000030328
ovis_aries ENSOARG00000014609
oryctolagus_cuniculus ENSOCUG00000021090
oryctolagus_cuniculus ENSOCUG00000023557
otolemur_garnettii ENSOGAG00000032707
monodelphis_domestica ENSMODG00000004305
ornithorhynchus_anatinus ENSOANG00000010599
xenopus_tropicalis ENSXETG00000009381
latimeria_chalumnae ENSLACG00000009067
