chelonoidis_abingdonii ENSCABG00000007215
chrysemys_picta_bellii ENSCPBG00000020019
gopherus_agassizii ENSGAGG00000010154
pelodiscus_sinensis ENSPSIG00000002950
calidris_pygmaea ENSCPGG00000014030
melopsittacus_undulatus ENSMUNG00000009401
lonchura_striata_domestica ENSLSDG00000016387
taeniopygia_guttata ENSTGUG00000015908
cyanistes_caeruleus ENSCCEG00000022462
serinus_canaria ENSSCAG00000013956
ficedula_albicollis ENSFALG00000014203
meleagris_gallopavo ENSMGAG00000008953
coturnix_japonica ENSCJPG00005003574
gallus_gallus ENSGALG00000039571
numida_meleagris ENSNMEG00000013651
anas_platyrhynchos_platyrhynchos ENSAPLG00000024027
lepidothrix_coronata ENSLCOG00000011506
junco_hyemalis ENSJHYG00000003268
apteryx_rowi ENSARWG00000015186
pogona_vitticeps ENSPVIG00000017633
anolis_carolinensis ENSACAG00000015695
notechis_scutatus ENSNSUG00000001154
salvator_merianae ENSSMRG00000005483
sphenodon_punctatus ENSSPUG00000015348
castor_canadensis ENSCCNG00000031514
dipodomys_ordii ENSDORG00000004920
ictidomys_tridecemlineatus ENSSTOG00000000282
urocitellus_parryii ENSUPAG00010009633
spermophilus_dauricus ENSSDAG00000014940
spermophilus_dauricus ENSSDAG00000014949
marmota_marmota_marmota ENSMMMG00000023068
jaculus_jaculus ENSJJAG00000012598
chinchilla_lanigera ENSCLAG00000003332
octodon_degus ENSODEG00000004229
cavia_porcellus ENSCPOG00000014881
heterocephalus_glaber_female ENSHGLG00000004209
heterocephalus_glaber_male ENSHGLG00100019414
fukomys_damarensis ENSFDAG00000009558
peromyscus_maniculatus_bairdii ENSPEMG00000011347
microtus_ochrogaster ENSMOCG00000010753
cricetulus_griseus_chok1gshd ENSCGRG00001006972
cricetulus_griseus_crigri ENSCGRG00000001600
cricetulus_griseus_crigri-picr ENSCGRG00015006677
mesocricetus_auratus ENSMAUG00000015253
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021150
mus_musculus ENSMUSG00000023484
mus_spicilegus ENSMSIG00000002429
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020255
rattus_norvegicus ENSRNOG00000052880
nannospalax_galili ENSNGAG00000016461
meriones_unguiculatus ENSMUGG00000026520
tupaia_belangeri ENSTBEG00000014942
pan_troglodytes ENSPTRG00000004903
pan_paniscus ENSPPAG00000034520
homo_sapiens ENSG00000135406
gorilla_gorilla ENSGGOG00000025284
pongo_abelii ENSPPYG00000004483
nomascus_leucogenys ENSNLEG00000017833
macaca_nemestrina ENSMNEG00000033632
macaca_fascicularis ENSMFAG00000017273
macaca_mulatta ENSMMUG00000031976
papio_anubis ENSPANG00000014074
theropithecus_gelada ENSTGEG00000001642
cercocebus_atys ENSCATG00000039831
mandrillus_leucophaeus ENSMLEG00000029249
chlorocebus_sabaeus ENSCSAG00000006146
piliocolobus_tephrosceles ENSPTEG00000007963
colobus_angolensis_palliatus ENSCANG00000039252
rhinopithecus_roxellana ENSRROG00000027654
rhinopithecus_bieti ENSRBIG00000042471
saimiri_boliviensis_boliviensis ENSSBOG00000032145
cebus_capucinus ENSCCAG00000033705
callithrix_jacchus ENSCJAG00000020904
aotus_nancymaae ENSANAG00000026976
carlito_syrichta ENSTSYG00000013259
propithecus_coquereli ENSPCOG00000024415
microcebus_murinus ENSMICG00000016388
prolemur_simus ENSPSMG00000017749
otolemur_garnettii ENSOGAG00000009430
pteropus_vampyrus ENSPVAG00000004647
myotis_lucifugus ENSMLUG00000009808
equus_asinus_asinus ENSEASG00005001134
equus_caballus ENSECAG00000010432
bos_mutus ENSBMUG00000023309
bos_taurus ENSBTAG00000017864
capra_hircus ENSCHIG00000011830
tursiops_truncatus ENSTTRG00000004545
sus_scrofa ENSSSCG00000000195
ursus_americanus ENSUAMG00000014613
ailuropoda_melanoleuca ENSAMEG00000000783
neovison_vison ENSNVIG00000006650
mustela_putorius_furo ENSMPUG00000014605
canis_lupus_familiaris ENSCAFG00000008623
panthera_pardus ENSPPRG00000022929
panthera_tigris_altaica ENSPTIG00000019617
felis_catus ENSFCAG00000014769
vulpes_vulpes ENSVVUG00000020924
canis_lupus_dingo ENSCAFG00020013478
sorex_araneus ENSSARG00000002600
oryctolagus_cuniculus ENSOCUG00000006188
loxodonta_africana ENSLAFG00000003951
procavia_capensis ENSPCAG00000006684
dasypus_novemcinctus ENSDNOG00000035037
ursus_maritimus ENSUMAG00000006611
echinops_telfairi ENSETEG00000009757
ochotona_princeps ENSOPRG00000014971
phascolarctos_cinereus ENSPCIG00000027432
notamacropus_eugenii ENSMEUG00000014707
sarcophilus_harrisii ENSSHAG00000005303
monodelphis_domestica ENSMODG00000004126
ornithorhynchus_anatinus ENSOANG00000002870
xenopus_tropicalis ENSXETG00000011188
latimeria_chalumnae ENSLACG00000015277
cyprinodon_variegatus ENSCVAG00000001830
fundulus_heteroclitus ENSFHEG00000007898
xiphophorus_maculatus ENSXMAG00000003304
gambusia_affinis ENSGAFG00000003251
poecilia_formosa ENSPFOG00000008293
poecilia_mexicana ENSPMEG00000011185
poecilia_latipinna ENSPLAG00000010277
poecilia_reticulata ENSPREG00000014389
oryzias_latipes ENSORLG00000015042
oryzias_latipes_asm223469v1 ENSORLG00015013368
oryzias_latipes ENSORLG00020017919
oryzias_melastigma ENSOMEG00000022599
amphiprion_ocellaris ENSAOCG00000017391
amphiprion_percula ENSAPEG00000009276
acanthochromis_polyacanthus ENSAPOG00000007243
stegastes_partitus ENSSPAG00000015187
maylandia_zebra ENSMZEG00005022372
astatotilapia_calliptera ENSACLG00000003824
haplochromis_burtoni ENSHBUG00000004593
neolamprologus_brichardi ENSNBRG00000010732
pundamilia_nyererei ENSPNYG00000020155
