manacus_vitellinus ENSMVIG00005013662
taeniopygia_guttata ENSTGUG00000006617
anas_platyrhynchos_platyrhynchos ENSAPLG00000027416
nothoprocta_perdicaria ENSNPEG00000010867
serinus_canaria ENSSCAG00000009465
cyanistes_caeruleus ENSCCEG00000010354
melopsittacus_undulatus ENSMUNG00000013986
dromaius_novaehollandiae ENSDNVG00000002200
crocodylus_porosus ENSCPRG00005013997
notechis_scutatus ENSNSUG00000003389
pundamilia_nyererei ENSPNYG00000015911
neolamprologus_brichardi ENSNBRG00000013443
acanthochromis_polyacanthus ENSAPOG00000010587
