caenorhabditis_elegans_strain_n2 WBGene00013177
drosophila_melanogaster FBgn0051211
apteryx_haastii ENSAHAG00000005131
apteryx_rowi ENSARWG00000012255
apteryx_owenii ENSAOWG00000005386
dromaius_novaehollandiae ENSDNVG00000004739
nothoprocta_perdicaria ENSNPEG00000010372
anser_brachyrhynchus ENSABRG00000002392
anas_platyrhynchos_platyrhynchos ENSAPLG00000006740
gallus_gallus ENSGALG00000015483
meleagris_gallopavo ENSMGAG00000013558
coturnix_japonica ENSCJPG00005000077
numida_meleagris ENSNMEG00000008814
cyanistes_caeruleus ENSCCEG00000015930
ficedula_albicollis ENSFALG00000009621
lepidothrix_coronata ENSLCOG00000011786
calidris_pygmaea ENSCPGG00000015889
calidris_pugnax ENSCPUG00000009509
melopsittacus_undulatus ENSMUNG00000014951
crocodylus_porosus ENSCPRG00005000239
gopherus_agassizii ENSGAGG00000024846
chelonoidis_abingdonii ENSCABG00000001193
chrysemys_picta_bellii ENSCPBG00000003613
pelodiscus_sinensis ENSPSIG00000002547
anolis_carolinensis ENSACAG00000010421
pogona_vitticeps ENSPVIG00000001749
notechis_scutatus ENSNSUG00000017881
salvator_merianae ENSSMRG00000013354
sphenodon_punctatus ENSSPUG00000002254
phascolarctos_cinereus ENSPCIG00000000469
notamacropus_eugenii ENSMEUG00000009008
monodelphis_domestica ENSMODG00000018115
sarcophilus_harrisii ENSSHAG00000012240
oryctolagus_cuniculus ENSOCUG00000000987
ochotona_princeps ENSOPRG00000005403
tupaia_belangeri ENSTBEG00000017164
cercocebus_atys ENSCATG00000012848
mandrillus_leucophaeus ENSMLEG00000028452
macaca_fascicularis ENSMFAG00000001373
macaca_mulatta ENSMMUG00000005925
macaca_nemestrina ENSMNEG00000031941
papio_anubis ENSPANG00000022195
theropithecus_gelada ENSTGEG00000021895
chlorocebus_sabaeus ENSCSAG00000014595
rhinopithecus_roxellana ENSRROG00000034302
rhinopithecus_bieti ENSRBIG00000015294
piliocolobus_tephrosceles ENSPTEG00000006364
colobus_angolensis_palliatus ENSCANG00000033545
pan_troglodytes ENSPTRG00000018442
pan_paniscus ENSPPAG00000027087
homo_sapiens ENSG00000132424
gorilla_gorilla ENSGGOG00000012944
pongo_abelii ENSPPYG00000025884
nomascus_leucogenys ENSNLEG00000013690
cebus_capucinus ENSCCAG00000006440
saimiri_boliviensis_boliviensis ENSSBOG00000023398
callithrix_jacchus ENSCJAG00000001335
aotus_nancymaae ENSANAG00000034879
carlito_syrichta ENSTSYG00000004550
prolemur_simus ENSPSMG00000008346
propithecus_coquereli ENSPCOG00000025505
microcebus_murinus ENSMICG00000027275
otolemur_garnettii ENSOGAG00000015143
otolemur_garnettii ENSOGAG00000026228
octodon_degus ENSODEG00000007818
octodon_degus ENSODEG00000007018
chinchilla_lanigera ENSCLAG00000013308
cavia_porcellus ENSCPOG00000033472
cavia_aperea ENSCAPG00000014770
heterocephalus_glaber_male ENSHGLG00100001189
heterocephalus_glaber_female ENSHGLG00000012784
heterocephalus_glaber_male ENSHGLG00100010493
heterocephalus_glaber_male ENSHGLG00100001659
heterocephalus_glaber_female ENSHGLG00000008930
heterocephalus_glaber_female ENSHGLG00000000441
fukomys_damarensis ENSFDAG00000013301
heterocephalus_glaber_male ENSHGLG00100008682
octodon_degus ENSODEG00000012943
nannospalax_galili ENSNGAG00000016482
nannospalax_galili ENSNGAG00000013839
jaculus_jaculus ENSJJAG00000022314
jaculus_jaculus ENSJJAG00000010604
spermophilus_dauricus ENSSDAG00000001069
urocitellus_parryii ENSUPAG00010010240
marmota_marmota_marmota ENSMMMG00000011582
ictidomys_tridecemlineatus ENSSTOG00000016563
dipodomys_ordii ENSDORG00000029441
dipodomys_ordii ENSDORG00000003696
castor_canadensis ENSCCNG00000015198
cricetulus_griseus_chok1gshd ENSCGRG00001014264
cricetulus_griseus_crigri-picr ENSCGRG00015009955
cricetulus_griseus_crigri ENSCGRG00000007589
mesocricetus_auratus ENSMAUG00000011897
peromyscus_maniculatus_bairdii ENSPEMG00000003524
microtus_ochrogaster ENSMOCG00000010290
mus_spicilegus ENSMSIG00000010869
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026796
mus_musculus ENSMUSG00000028248
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025847
mus_pahari MGP_PahariEiJ_G0023970
rattus_norvegicus ENSRNOG00000008782
meriones_unguiculatus ENSMUGG00000022120
erinaceus_europaeus ENSEEUG00000008488
equus_asinus_asinus ENSEASG00005006141
equus_asinus_asinus ENSEASG00005006185
equus_caballus ENSECAG00000019782
sorex_araneus ENSSARG00000009101
bos_mutus ENSBMUG00000025486
bos_taurus ENSBTAG00000019730
bison_bison_bison ENSBBBG00000019913
capra_hircus ENSCHIG00000017747
ovis_aries ENSOARG00000011874
tursiops_truncatus ENSTTRG00000004631
sus_scrofa ENSSSCG00000037594
vicugna_pacos ENSVPAG00000001398
pteropus_vampyrus ENSPVAG00000001688
myotis_lucifugus ENSMLUG00000005206
mustela_putorius_furo ENSMPUG00000001573
neovison_vison ENSNVIG00000000733
canis_lupus_familiaris ENSCAFG00000003471
canis_lupus_dingo ENSCAFG00020016765
vulpes_vulpes ENSVVUG00000015048
ursus_americanus ENSUAMG00000023919
ursus_maritimus ENSUMAG00000021583
ailuropoda_melanoleuca ENSAMEG00000011196
panthera_tigris_altaica ENSPTIG00000015159
panthera_pardus ENSPPRG00000001237
felis_catus ENSFCAG00000007165
loxodonta_africana ENSLAFG00000027683
procavia_capensis ENSPCAG00000015878
