pygocentrus_nattereri ENSPNAG00000016422
astyanax_mexicanus ENSAMXG00000038512
ictalurus_punctatus ENSIPUG00000019337
ictalurus_punctatus ENSIPUG00000021821
danio_rerio ENSDARG00000094537
scleropages_formosus ENSSFOG00015003524
scleropages_formosus ENSSFOG00015003857
astatotilapia_calliptera ENSACLG00000009358
pundamilia_nyererei ENSPNYG00000012983
haplochromis_burtoni ENSHBUG00000008045
maylandia_zebra ENSMZEG00005000071
neolamprologus_brichardi ENSNBRG00000020918
oreochromis_niloticus ENSONIG00000001107
amphilophus_citrinellus ENSACIG00000018152
amphilophus_citrinellus ENSACIG00000005015
oreochromis_niloticus ENSONIG00000020738
neolamprologus_brichardi ENSNBRG00000012634
fundulus_heteroclitus ENSFHEG00000016181
pundamilia_nyererei ENSPNYG00000023487
neolamprologus_brichardi ENSNBRG00000012676
oreochromis_niloticus ENSONIG00000001092
maylandia_zebra ENSMZEG00005028234
amphilophus_citrinellus ENSACIG00000005019
maylandia_zebra ENSMZEG00005025751
maylandia_zebra ENSMZEG00005015636
astatotilapia_calliptera ENSACLG00000008503
pundamilia_nyererei ENSPNYG00000003927
neolamprologus_brichardi ENSNBRG00000012581
amphilophus_citrinellus ENSACIG00000023084
amphilophus_citrinellus ENSACIG00000023069
kryptolebias_marmoratus ENSKMAG00000014122
astatotilapia_calliptera ENSACLG00000009115
astatotilapia_calliptera ENSACLG00000009196
pundamilia_nyererei ENSPNYG00000003904
oreochromis_niloticus ENSONIG00000001088
acanthochromis_polyacanthus ENSAPOG00000010862
amphiprion_ocellaris ENSAOCG00000011569
amphiprion_percula ENSAPEG00000012643
amphiprion_ocellaris ENSAOCG00000002750
amphiprion_ocellaris ENSAOCG00000011556
amphiprion_ocellaris ENSAOCG00000020164
amphiprion_percula ENSAPEG00000012905
poecilia_mexicana ENSPMEG00000002884
poecilia_latipinna ENSPLAG00000008164
poecilia_latipinna ENSPLAG00000008068
poecilia_mexicana ENSPMEG00000002845
poecilia_formosa ENSPFOG00000023761
poecilia_reticulata ENSPREG00000011188
poecilia_reticulata ENSPREG00000010968
xiphophorus_maculatus ENSXMAG00000025439
xiphophorus_maculatus ENSXMAG00000024035
xiphophorus_maculatus ENSXMAG00000022424
xiphophorus_maculatus ENSXMAG00000022030
xiphophorus_couchianus ENSXCOG00000000348
xiphophorus_maculatus ENSXMAG00000022929
mola_mola ENSMMOG00000011917
seriola_dumerili ENSSDUG00000012277
seriola_dumerili ENSSDUG00000012598
anabas_testudineus ENSATEG00000007863
anabas_testudineus ENSATEG00000007957
hippocampus_comes ENSHCOG00000015398
hippocampus_comes ENSHCOG00000015352
hippocampus_comes ENSHCOG00000015349
hippocampus_comes ENSHCOG00000009473
gasterosteus_aculeatus ENSGACG00000010718
gasterosteus_aculeatus ENSGACG00000010728
gasterosteus_aculeatus ENSGACG00000010717
gasterosteus_aculeatus ENSGACG00000001613
gasterosteus_aculeatus ENSGACG00000010724
seriola_lalandi_dorsalis ENSSLDG00000022542
seriola_lalandi_dorsalis ENSSLDG00000022330
seriola_lalandi_dorsalis ENSSLDG00000000197
seriola_lalandi_dorsalis ENSSLDG00000007676
seriola_dumerili ENSSDUG00000012382
cynoglossus_semilaevis ENSCSEG00000003617
mastacembelus_armatus ENSMAMG00000002466
mastacembelus_armatus ENSMAMG00000002231
mastacembelus_armatus ENSMAMG00000002179
mastacembelus_armatus ENSMAMG00000002308
takifugu_rubripes ENSTRUG00000020366
takifugu_rubripes ENSTRUG00000001123
takifugu_rubripes ENSTRUG00000024405
takifugu_rubripes ENSTRUG00000016126
takifugu_rubripes ENSTRUG00000022337
takifugu_rubripes ENSTRUG00000016124
takifugu_rubripes ENSTRUG00000019529
takifugu_rubripes ENSTRUG00000022332
takifugu_rubripes ENSTRUG00000023150
takifugu_rubripes ENSTRUG00000025827
takifugu_rubripes ENSTRUG00000024139
takifugu_rubripes ENSTRUG00000024788
takifugu_rubripes ENSTRUG00000025156
takifugu_rubripes ENSTRUG00000022673
takifugu_rubripes ENSTRUG00000022440
tetraodon_nigroviridis ENSTNIG00000001563
tetraodon_nigroviridis ENSTNIG00000000909
tetraodon_nigroviridis ENSTNIG00000004030
tetraodon_nigroviridis ENSTNIG00000001212
tetraodon_nigroviridis ENSTNIG00000001416
tetraodon_nigroviridis ENSTNIG00000000854
tetraodon_nigroviridis ENSTNIG00000001422
gadus_morhua ENSGMOG00000020507
sphenodon_punctatus ENSSPUG00000009662
notechis_scutatus ENSNSUG00000000127
gopherus_agassizii ENSGAGG00000018233
chelonoidis_abingdonii ENSCABG00000019094
chelonoidis_abingdonii ENSCABG00000019095
gopherus_agassizii ENSGAGG00000018226
pogona_vitticeps ENSPVIG00000011424
chelonoidis_abingdonii ENSCABG00000014492
chrysemys_picta_bellii ENSCPBG00000010308
chrysemys_picta_bellii ENSCPBG00000005719
chrysemys_picta_bellii ENSCPBG00000010288
chelonoidis_abingdonii ENSCABG00000014491
chrysemys_picta_bellii ENSCPBG00000006848
chrysemys_picta_bellii ENSCPBG00000007851
chrysemys_picta_bellii ENSCPBG00000010286
gopherus_agassizii ENSGAGG00000003141
gopherus_agassizii ENSGAGG00000018228
gopherus_agassizii ENSGAGG00000018213
gopherus_agassizii ENSGAGG00000005425
chrysemys_picta_bellii ENSCPBG00000002917
gopherus_agassizii ENSGAGG00000003147
pelodiscus_sinensis ENSPSIG00000000369
pelodiscus_sinensis ENSPSIG00000008073
pelodiscus_sinensis ENSPSIG00000008117
pelodiscus_sinensis ENSPSIG00000009044
crocodylus_porosus ENSCPRG00005001549
crocodylus_porosus ENSCPRG00005001546
anolis_carolinensis ENSACAG00000023703
anolis_carolinensis ENSACAG00000025642
anolis_carolinensis ENSACAG00000022774
anolis_carolinensis ENSACAG00000029178
salvator_merianae ENSSMRG00000013920
salvator_merianae ENSSMRG00000010519
sphenodon_punctatus ENSSPUG00000012870
sphenodon_punctatus ENSSPUG00000005811
sphenodon_punctatus ENSSPUG00000008190
pogona_vitticeps ENSPVIG00000003880
pogona_vitticeps ENSPVIG00000003941
pogona_vitticeps ENSPVIG00000009069
pogona_vitticeps ENSPVIG00000009075
pogona_vitticeps ENSPVIG00000004626
pogona_vitticeps ENSPVIG00000009071
pogona_vitticeps ENSPVIG00000003935
pogona_vitticeps ENSPVIG00000009074
pogona_vitticeps ENSPVIG00000008424
pogona_vitticeps ENSPVIG00000009070
pogona_vitticeps ENSPVIG00000004915
sphenodon_punctatus ENSSPUG00000005822
notechis_scutatus ENSNSUG00000000574
notechis_scutatus ENSNSUG00000000573
pogona_vitticeps ENSPVIG00000009072
chelonoidis_abingdonii ENSCABG00000014509
gopherus_agassizii ENSGAGG00000011286
oryctolagus_cuniculus ENSOCUG00000024807
oryctolagus_cuniculus ENSOCUG00000023788
urocitellus_parryii ENSUPAG00010000066
ailuropoda_melanoleuca ENSAMEG00000008186
ailuropoda_melanoleuca ENSAMEG00000002759
ursus_maritimus ENSUMAG00000001459
mustela_putorius_furo ENSMPUG00000012655
mustela_putorius_furo ENSMPUG00000001128
panthera_pardus ENSPPRG00000011843
panthera_tigris_altaica ENSPTIG00000004562
bos_taurus ENSBTAG00000054609
bos_taurus ENSBTAG00000048321
myotis_lucifugus ENSMLUG00000016821
equus_asinus_asinus ENSEASG00005004619
equus_caballus ENSECAG00000014959
equus_caballus ENSECAG00000040160
macaca_nemestrina ENSMNEG00000002900
dasypus_novemcinctus ENSDNOG00000043105
macaca_nemestrina ENSMNEG00000019658
macaca_fascicularis ENSMFAG00000026332
mandrillus_leucophaeus ENSMLEG00000028004
cercocebus_atys ENSCATG00000018372
theropithecus_gelada ENSTGEG00000000997
papio_anubis ENSPANG00000032293
chlorocebus_sabaeus ENSCSAG00000013743
rhinopithecus_bieti ENSRBIG00000038742
rhinopithecus_roxellana ENSRROG00000042623
colobus_angolensis_palliatus ENSCANG00000007589
pan_troglodytes ENSPTRG00000051256
pan_paniscus ENSPPAG00000012389
homo_sapiens ENSG00000211641
gorilla_gorilla ENSGGOG00000036223
pongo_abelii ENSPPYG00000029834
carlito_syrichta ENSTSYG00000031030
tupaia_belangeri ENSTBEG00000000799
erinaceus_europaeus ENSEEUG00000004437
dasypus_novemcinctus ENSDNOG00000042071
dasypus_novemcinctus ENSDNOG00000049582
xenopus_tropicalis ENSXETG00000033193
xenopus_tropicalis ENSXETG00000024930
xenopus_tropicalis ENSXETG00000025038
xenopus_tropicalis ENSXETG00000024929
chelonoidis_abingdonii ENSCABG00000019122
chelonoidis_abingdonii ENSCABG00000019118
gopherus_agassizii ENSGAGG00000025895
gopherus_agassizii ENSGAGG00000011289
