sphenodon_punctatus ENSSPUG00000012918
notechis_scutatus ENSNSUG00000002507
chelonoidis_abingdonii ENSCABG00000013689
gopherus_agassizii ENSGAGG00000011159
ailuropoda_melanoleuca ENSAMEG00000007595
ursus_maritimus ENSUMAG00000002995
panthera_tigris_altaica ENSPTIG00000011867
bos_taurus ENSBTAG00000035710
castor_canadensis ENSCCNG00000011675
castor_canadensis ENSCCNG00000012760
jaculus_jaculus ENSJJAG00000012010
cavia_porcellus ENSCPOG00000004387
octodon_degus ENSODEG00000011903
fukomys_damarensis ENSFDAG00000013243
phascolarctos_cinereus ENSPCIG00000032254
numida_meleagris ENSNMEG00000016644
meleagris_gallopavo ENSMGAG00000017122
manacus_vitellinus ENSMVIG00005017157
melopsittacus_undulatus ENSMUNG00000007579
mesocricetus_auratus ENSMAUG00000013853
ailuropoda_melanoleuca ENSAMEG00000005411
xenopus_tropicalis ENSXETG00000022889
pygocentrus_nattereri ENSPNAG00000001332
ictalurus_punctatus ENSIPUG00000002830
