hippocampus_comes ENSHCOG00000006161
periophthalmus_magnuspinnatus ENSPMGG00000006894
gasterosteus_aculeatus ENSGACG00000012908
mola_mola ENSMMOG00000002534
cynoglossus_semilaevis ENSCSEG00000004036
fundulus_heteroclitus ENSFHEG00000009877
cyprinodon_variegatus ENSCVAG00000013935
poecilia_latipinna ENSPLAG00000024020
poecilia_formosa ENSPFOG00000006102
poecilia_mexicana ENSPMEG00000012526
poecilia_reticulata ENSPREG00000001271
xiphophorus_maculatus ENSXMAG00000018827
xiphophorus_couchianus ENSXCOG00000007282
gambusia_affinis ENSGAFG00000007719
kryptolebias_marmoratus ENSKMAG00000020001
oryzias_latipes ENSORLG00020011822
oryzias_latipes ENSORLG00000016548
oryzias_latipes_asm223469v1 ENSORLG00015017496
oryzias_melastigma ENSOMEG00000003487
seriola_dumerili ENSSDUG00000011993
seriola_lalandi_dorsalis ENSSLDG00000015478
scophthalmus_maximus ENSSMAG00000014850
monopterus_albus ENSMALG00000006328
mastacembelus_armatus ENSMAMG00000011453
anabas_testudineus ENSATEG00000003988
amphiprion_ocellaris ENSAOCG00000014397
amphiprion_percula ENSAPEG00000024031
acanthochromis_polyacanthus ENSAPOG00000020699
stegastes_partitus ENSSPAG00000014368
astatotilapia_calliptera ENSACLG00000007159
maylandia_zebra ENSMZEG00005015599
pundamilia_nyererei ENSPNYG00000021553
haplochromis_burtoni ENSHBUG00000012628
oreochromis_niloticus ENSONIG00000006511
neolamprologus_brichardi ENSNBRG00000015517
amphilophus_citrinellus ENSACIG00000009453
labrus_bergylta ENSLBEG00000006899
tetraodon_nigroviridis ENSTNIG00000011654
takifugu_rubripes ENSTRUG00000008541
gadus_morhua ENSGMOG00000006523
esox_lucius ENSELUG00000014330
pygocentrus_nattereri ENSPNAG00000029423
astyanax_mexicanus ENSAMXG00000024638
ictalurus_punctatus ENSIPUG00000005746
danio_rerio ENSDARG00000102587
paramormyrops_kingsleyae ENSPKIG00000011000
scleropages_formosus ENSSFOG00015020801
lepisosteus_oculatus ENSLOCG00000011101
microtus_ochrogaster ENSMOCG00000017559
peromyscus_maniculatus_bairdii ENSPEMG00000014859
cricetulus_griseus_chok1gshd ENSCGRG00001022654
cricetulus_griseus_crigri ENSCGRG00000003048
cricetulus_griseus_crigri-picr ENSCGRG00015025825
mesocricetus_auratus ENSMAUG00000009947
mus_spicilegus ENSMSIG00000003604
mus_musculus ENSMUSG00000042447
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029095
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028095
mus_pahari MGP_PahariEiJ_G0021851
rattus_norvegicus ENSRNOG00000007924
meriones_unguiculatus ENSMUGG00000021162
nannospalax_galili ENSNGAG00000001986
nannospalax_galili ENSNGAG00000011514
jaculus_jaculus ENSJJAG00000020004
octodon_degus ENSODEG00000001473
octodon_degus ENSODEG00000005359
chinchilla_lanigera ENSCLAG00000003461
cavia_porcellus ENSCPOG00000011743
cavia_aperea ENSCAPG00000000111
heterocephalus_glaber_female ENSHGLG00000001710
heterocephalus_glaber_male ENSHGLG00100015323
heterocephalus_glaber_female ENSHGLG00000007736
heterocephalus_glaber_male ENSHGLG00100012676
fukomys_damarensis ENSFDAG00000005136
dipodomys_ordii ENSDORG00000008159
castor_canadensis ENSCCNG00000030624
urocitellus_parryii ENSUPAG00010018670
ictidomys_tridecemlineatus ENSSTOG00000014620
spermophilus_dauricus ENSSDAG00000010199
marmota_marmota_marmota ENSMMMG00000013649
oryctolagus_cuniculus ENSOCUG00000000466
ochotona_princeps ENSOPRG00000015175
pan_troglodytes ENSPTRG00000018926
pan_paniscus ENSPPAG00000027157
gorilla_gorilla ENSGGOG00000000652
homo_sapiens ENSG00000164654
pongo_abelii ENSPPYG00000017788
nomascus_leucogenys ENSNLEG00000016134
macaca_fascicularis ENSMFAG00000034560
macaca_mulatta ENSMMUG00000000853
macaca_nemestrina ENSMNEG00000036023
papio_anubis ENSPANG00000022010
mandrillus_leucophaeus ENSMLEG00000037819
theropithecus_gelada ENSTGEG00000025639
cercocebus_atys ENSCATG00000011011
chlorocebus_sabaeus ENSCSAG00000013106
rhinopithecus_bieti ENSRBIG00000035400
rhinopithecus_roxellana ENSRROG00000033461
piliocolobus_tephrosceles ENSPTEG00000033535
colobus_angolensis_palliatus ENSCANG00000039504
cebus_capucinus ENSCCAG00000033208
callithrix_jacchus ENSCJAG00000000686
saimiri_boliviensis_boliviensis ENSSBOG00000017338
aotus_nancymaae ENSANAG00000031901
carlito_syrichta ENSTSYG00000010697
