pygocentrus_nattereri ENSPNAG00000005176
ictalurus_punctatus ENSIPUG00000015454
danio_rerio ENSDARG00000000529
mola_mola ENSMMOG00000020067
takifugu_rubripes ENSTRUG00000022251
gasterosteus_aculeatus ENSGACG00000003967
scophthalmus_maximus ENSSMAG00000017433
cynoglossus_semilaevis ENSCSEG00000010129
seriola_lalandi_dorsalis ENSSLDG00000000716
seriola_dumerili ENSSDUG00000003408
amphiprion_ocellaris ENSAOCG00000013389
amphiprion_percula ENSAPEG00000024160
acanthochromis_polyacanthus ENSAPOG00000021889
stegastes_partitus ENSSPAG00000007851
gambusia_affinis ENSGAFG00000000548
xiphophorus_maculatus ENSXMAG00000004394
poecilia_formosa ENSPFOG00000004011
poecilia_mexicana ENSPMEG00000023791
poecilia_latipinna ENSPLAG00000007027
poecilia_reticulata ENSPREG00000001791
cyprinodon_variegatus ENSCVAG00000016272
kryptolebias_marmoratus ENSKMAG00000017688
oryzias_latipes ENSORLG00020000477
oryzias_latipes ENSORLG00000017815
oryzias_melastigma ENSOMEG00000006906
astatotilapia_calliptera ENSACLG00000006606
maylandia_zebra ENSMZEG00005002475
haplochromis_burtoni ENSHBUG00000022699
pundamilia_nyererei ENSPNYG00000011783
oreochromis_niloticus ENSONIG00000016044
monopterus_albus ENSMALG00000012557
anabas_testudineus ENSATEG00000013323
labrus_bergylta ENSLBEG00000020600
periophthalmus_magnuspinnatus ENSPMGG00000005078
gadus_morhua ENSGMOG00000011479
esox_lucius ENSELUG00000016770
paramormyrops_kingsleyae ENSPKIG00000020235
lepisosteus_oculatus ENSLOCG00000010040
pogona_vitticeps ENSPVIG00000019471
anolis_carolinensis ENSACAG00000001745
salvator_merianae ENSSMRG00000022582
sphenodon_punctatus ENSSPUG00000003500
calidris_pygmaea ENSCPGG00000005886
calidris_pugnax ENSCPUG00000007376
melopsittacus_undulatus ENSMUNG00000003256
manacus_vitellinus ENSMVIG00005015590
lepidothrix_coronata ENSLCOG00000002560
junco_hyemalis ENSJHYG00000007087
zonotrichia_albicollis ENSZALG00000009053
serinus_canaria ENSSCAG00000013453
taeniopygia_guttata ENSTGUG00000008193
lonchura_striata_domestica ENSLSDG00000004924
ficedula_albicollis ENSFALG00000004458
parus_major ENSPMJG00000011505
cyanistes_caeruleus ENSCCEG00000006815
anser_brachyrhynchus ENSABRG00000010572
anas_platyrhynchos_platyrhynchos ENSAPLG00000012863
gallus_gallus ENSGALG00000016576
coturnix_japonica ENSCJPG00005018197
meleagris_gallopavo ENSMGAG00000014701
numida_meleagris ENSNMEG00000015634
apteryx_haastii ENSAHAG00000007258
apteryx_rowi ENSARWG00000015199
apteryx_owenii ENSAOWG00000015401
dromaius_novaehollandiae ENSDNVG00000002831
crocodylus_porosus ENSCPRG00005006169
gopherus_agassizii ENSGAGG00000017976
chelonoidis_abingdonii ENSCABG00000008053
chrysemys_picta_bellii ENSCPBG00000015748
pelodiscus_sinensis ENSPSIG00000011014
phascolarctos_cinereus ENSPCIG00000029837
notamacropus_eugenii ENSMEUG00000002608
sarcophilus_harrisii ENSSHAG00000007072
monodelphis_domestica ENSMODG00000017308
pan_paniscus ENSPPAG00000043401
pan_troglodytes ENSPTRG00000021675
homo_sapiens ENSG00000046651
gorilla_gorilla ENSGGOG00000006453
pongo_abelii ENSPPYG00000020134
nomascus_leucogenys ENSNLEG00000009180
theropithecus_gelada ENSTGEG00000015619
papio_anubis ENSPANG00000016332
mandrillus_leucophaeus ENSMLEG00000033473
cercocebus_atys ENSCATG00000044897
macaca_fascicularis ENSMFAG00000042608
macaca_nemestrina ENSMNEG00000036018
macaca_mulatta ENSMMUG00000019410
chlorocebus_sabaeus ENSCSAG00000015093
colobus_angolensis_palliatus ENSCANG00000027821
piliocolobus_tephrosceles ENSPTEG00000001607
rhinopithecus_roxellana ENSRROG00000028891
rhinopithecus_bieti ENSRBIG00000035202
pongo_abelii ENSPPYG00000015406
nomascus_leucogenys ENSNLEG00000016210
piliocolobus_tephrosceles ENSPTEG00000023979
rhinopithecus_bieti ENSRBIG00000037643
chlorocebus_sabaeus ENSCSAG00000018995
theropithecus_gelada ENSTGEG00000008178
cebus_capucinus ENSCCAG00000022610
saimiri_boliviensis_boliviensis ENSSBOG00000030590
callithrix_jacchus ENSCJAG00000003979
aotus_nancymaae ENSANAG00000017016
carlito_syrichta ENSTSYG00000010621
propithecus_coquereli ENSPCOG00000024005
prolemur_simus ENSPSMG00000013072
microcebus_murinus ENSMICG00000006744
otolemur_garnettii ENSOGAG00000002873
tupaia_belangeri ENSTBEG00000004127
ictidomys_tridecemlineatus ENSSTOG00000003295
urocitellus_parryii ENSUPAG00010002290
marmota_marmota_marmota ENSMMMG00000004439
marmota_marmota_marmota ENSMMMG00000005547
spermophilus_dauricus ENSSDAG00000007558
meriones_unguiculatus ENSMUGG00000021098
meriones_unguiculatus ENSMUGG00000025352
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034741
mus_musculus ENSMUSG00000040586
mus_spicilegus ENSMSIG00000006658
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033571
mus_pahari MGP_PahariEiJ_G0032110
rattus_norvegicus ENSRNOG00000004574
peromyscus_maniculatus_bairdii ENSPEMG00000017896
microtus_ochrogaster ENSMOCG00000021375
cricetulus_griseus_chok1gshd ENSCGRG00001010406
cricetulus_griseus_crigri ENSCGRG00000013118
cricetulus_griseus_crigri-picr ENSCGRG00015016421
mesocricetus_auratus ENSMAUG00000014070
castor_canadensis ENSCCNG00000030145
chinchilla_lanigera ENSCLAG00000002419
cavia_porcellus ENSCPOG00000015302
heterocephalus_glaber_male ENSHGLG00100006846
heterocephalus_glaber_female ENSHGLG00000002158
fukomys_damarensis ENSFDAG00000013687
ochotona_princeps ENSOPRG00000015037
pteropus_vampyrus ENSPVAG00000011753
myotis_lucifugus ENSMLUG00000012673
erinaceus_europaeus ENSEEUG00000009577
sorex_araneus ENSSARG00000006386
equus_caballus ENSECAG00000014736
ovis_aries ENSOARG00000011442
capra_hircus ENSCHIG00000007913
bos_mutus ENSBMUG00000023968
bos_taurus ENSBTAG00000004461
capra_hircus ENSCHIG00000013848
tursiops_truncatus ENSTTRG00000006490
sus_scrofa ENSSSCG00000012125
sus_scrofa ENSSSCG00000032661
vicugna_pacos ENSVPAG00000004617
ursus_maritimus ENSUMAG00000005363
ursus_americanus ENSUAMG00000022199
ailuropoda_melanoleuca ENSAMEG00000015890
neovison_vison ENSNVIG00000019866
mustela_putorius_furo ENSMPUG00000002577
canis_lupus_familiaris ENSCAFG00000011764
canis_lupus_dingo ENSCAFG00020002846
vulpes_vulpes ENSVVUG00000008905
panthera_pardus ENSPPRG00000009457
panthera_tigris_altaica ENSPTIG00000010988
felis_catus ENSFCAG00000014870
panthera_tigris_altaica ENSPTIG00000021517
procavia_capensis ENSPCAG00000000084
echinops_telfairi ENSETEG00000004343
loxodonta_africana ENSLAFG00000014402
choloepus_hoffmanni ENSCHOG00000009195
ornithorhynchus_anatinus ENSOANG00000002606
xenopus_tropicalis ENSXETG00000013346
latimeria_chalumnae ENSLACG00000013555
