ursus_americanus ENSUAMG00000026988
ursus_maritimus ENSUMAG00000007985
panthera_tigris_altaica ENSPTIG00000016365
zonotrichia_albicollis ENSZALG00000013906
lonchura_striata_domestica ENSLSDG00000016880
cyanistes_caeruleus ENSCCEG00000012911
latimeria_chalumnae ENSLACG00000010344
amphiprion_ocellaris ENSAOCG00000017872
amphiprion_ocellaris ENSAOCG00000019162
xiphophorus_couchianus ENSXCOG00000007690
periophthalmus_magnuspinnatus ENSPMGG00000019700
eptatretus_burgeri ENSEBUG00000003282
eptatretus_burgeri ENSEBUG00000015898
phascolarctos_cinereus ENSPCIG00000007544
notamacropus_eugenii ENSMEUG00000011518
sarcophilus_harrisii ENSSHAG00000017401
monodelphis_domestica ENSMODG00000004438
ornithorhynchus_anatinus ENSOANG00000003738
calidris_pygmaea ENSCPGG00000005079
calidris_pugnax ENSCPUG00000009682
melopsittacus_undulatus ENSMUNG00000005559
manacus_vitellinus ENSMVIG00005013159
lepidothrix_coronata ENSLCOG00000012329
taeniopygia_guttata ENSTGUG00000007635
taeniopygia_guttata ENSTGUG00000007640
parus_major ENSPMJG00000013899
cyanistes_caeruleus ENSCCEG00000007164
zonotrichia_albicollis ENSZALG00000013907
junco_hyemalis ENSJHYG00000004620
serinus_canaria ENSSCAG00000006873
lonchura_striata_domestica ENSLSDG00000005844
ficedula_albicollis ENSFALG00000006566
anser_brachyrhynchus ENSABRG00000021507
anas_platyrhynchos_platyrhynchos ENSAPLG00000006426
gallus_gallus ENSGALG00000029424
meleagris_gallopavo ENSMGAG00000007417
coturnix_japonica ENSCJPG00005014756
numida_meleagris ENSNMEG00000000782
apteryx_rowi ENSARWG00000010091
apteryx_haastii ENSAHAG00000007791
apteryx_owenii ENSAOWG00000012250
dromaius_novaehollandiae ENSDNVG00000004680
nothoprocta_perdicaria ENSNPEG00000001443
crocodylus_porosus ENSCPRG00005006814
gopherus_agassizii ENSGAGG00000001746
chelonoidis_abingdonii ENSCABG00000004813
chrysemys_picta_bellii ENSCPBG00000023516
pelodiscus_sinensis ENSPSIG00000013848
sphenodon_punctatus ENSSPUG00000007585
notechis_scutatus ENSNSUG00000009350
anolis_carolinensis ENSACAG00000009848
salvator_merianae ENSSMRG00000006737
xenopus_tropicalis ENSXETG00000017402
latimeria_chalumnae ENSLACG00000012478
pogona_vitticeps ENSPVIG00000012138
loxodonta_africana ENSLAFG00000013042
erinaceus_europaeus ENSEEUG00000004230
theropithecus_gelada ENSTGEG00000019757
papio_anubis ENSPANG00000020690
mandrillus_leucophaeus ENSMLEG00000036744
cercocebus_atys ENSCATG00000042141
macaca_fascicularis ENSMFAG00000042205
macaca_nemestrina ENSMNEG00000036414
chlorocebus_sabaeus ENSCSAG00000003128
rhinopithecus_roxellana ENSRROG00000033702
rhinopithecus_bieti ENSRBIG00000041867
colobus_angolensis_palliatus ENSCANG00000039251
piliocolobus_tephrosceles ENSPTEG00000036645
pan_paniscus ENSPPAG00000041273
pan_troglodytes ENSPTRG00000008447
gorilla_gorilla ENSGGOG00000003481
homo_sapiens ENSG00000154118
cebus_capucinus ENSCCAG00000019505
callithrix_jacchus ENSCJAG00000008801
saimiri_boliviensis_boliviensis ENSSBOG00000021921
aotus_nancymaae ENSANAG00000029008
carlito_syrichta ENSTSYG00000031821
propithecus_coquereli ENSPCOG00000013592
castor_canadensis ENSCCNG00000024093
dipodomys_ordii ENSDORG00000025250
cavia_porcellus ENSCPOG00000023680
cavia_aperea ENSCAPG00000000286
chinchilla_lanigera ENSCLAG00000001912
octodon_degus ENSODEG00000003822
heterocephalus_glaber_female ENSHGLG00000013784
heterocephalus_glaber_male ENSHGLG00100012034
fukomys_damarensis ENSFDAG00000004312
mus_musculus ENSMUSG00000025318
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032769
mus_spicilegus ENSMSIG00000016197
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031651
mus_pahari MGP_PahariEiJ_G0023249
rattus_norvegicus ENSRNOG00000018784
meriones_unguiculatus ENSMUGG00000008890
cricetulus_griseus_chok1gshd ENSCGRG00001004788
cricetulus_griseus_crigri ENSCGRG00000015471
cricetulus_griseus_crigri-picr ENSCGRG00015022056
mesocricetus_auratus ENSMAUG00000010275
microtus_ochrogaster ENSMOCG00000010353
peromyscus_maniculatus_bairdii ENSPEMG00000023682
nannospalax_galili ENSNGAG00000015022
jaculus_jaculus ENSJJAG00000024319
urocitellus_parryii ENSUPAG00010015122
ictidomys_tridecemlineatus ENSSTOG00000005619
marmota_marmota_marmota ENSMMMG00000011127
spermophilus_dauricus ENSSDAG00000007043
pteropus_vampyrus ENSPVAG00000009144
myotis_lucifugus ENSMLUG00000007067
equus_asinus_asinus ENSEASG00005000107
equus_caballus ENSECAG00000018366
bos_mutus ENSBMUG00000013818
bos_mutus ENSBMUG00000013815
bos_taurus ENSBTAG00000006899
bison_bison_bison ENSBBBG00000018334
capra_hircus ENSCHIG00000019663
ovis_aries ENSOARG00000011999
tursiops_truncatus ENSTTRG00000001574
neovison_vison ENSNVIG00000008082
mustela_putorius_furo ENSMPUG00000008457
ailuropoda_melanoleuca ENSAMEG00000018252
canis_lupus_dingo ENSCAFG00020004461
canis_lupus_familiaris ENSCAFG00000019906
vulpes_vulpes ENSVVUG00000000956
felis_catus ENSFCAG00000008361
panthera_pardus ENSPPRG00000001118
nomascus_leucogenys ENSNLEG00000011533
oryctolagus_cuniculus ENSOCUG00000023870
dasypus_novemcinctus ENSDNOG00000038165
petromyzon_marinus ENSPMAG00000008588
astyanax_mexicanus ENSAMXG00000004490
pygocentrus_nattereri ENSPNAG00000008375
ictalurus_punctatus ENSIPUG00000009045
danio_rerio ENSDARG00000102204
scophthalmus_maximus ENSSMAG00000015532
cynoglossus_semilaevis ENSCSEG00000013977
gasterosteus_aculeatus ENSGACG00000003195
fundulus_heteroclitus ENSFHEG00000004595
cyprinodon_variegatus ENSCVAG00000013816
poecilia_formosa ENSPFOG00000006992
poecilia_latipinna ENSPLAG00000015513
poecilia_mexicana ENSPMEG00000005503
poecilia_reticulata ENSPREG00000021563
gambusia_affinis ENSGAFG00000014815
xiphophorus_maculatus ENSXMAG00000005832
kryptolebias_marmoratus ENSKMAG00000016523
oryzias_latipes ENSORLG00000012654
oryzias_latipes ENSORLG00020018478
oryzias_latipes_asm223469v1 ENSORLG00015009418
oryzias_melastigma ENSOMEG00000013186
acanthochromis_polyacanthus ENSAPOG00000022506
amphiprion_percula ENSAPEG00000023986
stegastes_partitus ENSSPAG00000007251
mastacembelus_armatus ENSMAMG00000015277
monopterus_albus ENSMALG00000006235
anabas_testudineus ENSATEG00000009555
seriola_lalandi_dorsalis ENSSLDG00000014414
seriola_dumerili ENSSDUG00000002693
labrus_bergylta ENSLBEG00000008781
mola_mola ENSMMOG00000019740
hippocampus_comes ENSHCOG00000012130
maylandia_zebra ENSMZEG00005010133
pundamilia_nyererei ENSPNYG00000022093
astatotilapia_calliptera ENSACLG00000020875
haplochromis_burtoni ENSHBUG00000010148
neolamprologus_brichardi ENSNBRG00000008447
oreochromis_niloticus ENSONIG00000011091
amphilophus_citrinellus ENSACIG00000012054
periophthalmus_magnuspinnatus ENSPMGG00000017697
takifugu_rubripes ENSTRUG00000006191
tetraodon_nigroviridis ENSTNIG00000001818
esox_lucius ENSELUG00000010714
takifugu_rubripes ENSTRUG00000012196
tetraodon_nigroviridis ENSTNIG00000005022
mola_mola ENSMMOG00000016907
labrus_bergylta ENSLBEG00000012423
labrus_bergylta ENSLBEG00000000460
scophthalmus_maximus ENSSMAG00000002365
cynoglossus_semilaevis ENSCSEG00000005926
fundulus_heteroclitus ENSFHEG00000016142
cyprinodon_variegatus ENSCVAG00000003598
xiphophorus_maculatus ENSXMAG00000018413
xiphophorus_couchianus ENSXCOG00000009592
gambusia_affinis ENSGAFG00000018607
poecilia_formosa ENSPFOG00000001107
poecilia_latipinna ENSPLAG00000023064
poecilia_mexicana ENSPMEG00000021541
poecilia_reticulata ENSPREG00000016866
oryzias_latipes ENSORLG00020000085
oryzias_latipes_asm223469v1 ENSORLG00015007175
oryzias_melastigma ENSOMEG00000011652
anabas_testudineus ENSATEG00000022843
monopterus_albus ENSMALG00000019811
mastacembelus_armatus ENSMAMG00000017913
hippocampus_comes ENSHCOG00000006302
astatotilapia_calliptera ENSACLG00000005883
maylandia_zebra ENSMZEG00005016504
haplochromis_burtoni ENSHBUG00000019112
pundamilia_nyererei ENSPNYG00000001531
neolamprologus_brichardi ENSNBRG00000015426
oreochromis_niloticus ENSONIG00000015594
amphilophus_citrinellus ENSACIG00000012644
kryptolebias_marmoratus ENSKMAG00000008981
seriola_lalandi_dorsalis ENSSLDG00000010268
seriola_lalandi_dorsalis ENSSLDG00000010297
seriola_lalandi_dorsalis ENSSLDG00000024300
seriola_dumerili ENSSDUG00000019920
amphiprion_ocellaris ENSAOCG00000005455
amphiprion_percula ENSAPEG00000000207
acanthochromis_polyacanthus ENSAPOG00000002513
stegastes_partitus ENSSPAG00000021403
labrus_bergylta ENSLBEG00000012409
stegastes_partitus ENSSPAG00000017188
gasterosteus_aculeatus ENSGACG00000015727
gadus_morhua ENSGMOG00000007870
esox_lucius ENSELUG00000018487
