chelonoidis_abingdonii ENSCABG00000008351
gopherus_agassizii ENSGAGG00000002200
chrysemys_picta ENSCPBG00000008115
crocodylus_porosus ENSCPRG00005012278
salvator_merianae ENSSMRG00000006039
notechis_scutatus ENSNSUG00000001982
sphenodon_punctatus ENSSPUG00000018544
canis_lupus ENSCAFG00020007595
vulpes_vulpes ENSVVUG00000001895
ursus_americanus ENSUAMG00000016898
felis_catus ENSFCAG00000045155
panthera_tigris ENSPTIG00000015840
bos_taurus ENSBTAG00000050454
capra_hircus ENSCHIG00000025977
castor_canadensis ENSCCNG00000018720
meriones_unguiculatus ENSMUGG00000013782
equus_asinus ENSEASG00005014173
sarcophilus_harrisii ENSSHAG00000017579
maylandia_zebra ENSMZEG00005005883
cynoglossus_semilaevis ENSCSEG00000013326
seriola_lalandi ENSSLDG00000016622
maylandia_zebra ENSMZEG00005003392
poecilia_latipinna ENSPLAG00000021315
periophthalmus_magnuspinnatus ENSPMGG00000012909
astyanax_mexicanus ENSAMXG00000030183
