junco_hyemalis ENSJHYG00000010924
ficedula_albicollis ENSFALG00000004783
lonchura_striata_domestica ENSLSDG00000010494
melopsittacus_undulatus ENSMUNG00000005988
calidris_pugnax ENSCPUG00000019498
numida_meleagris ENSNMEG00000012746
gallus_gallus ENSGALG00000050402
meleagris_gallopavo ENSMGAG00000015339
anser_brachyrhynchus ENSABRG00000006517
anas_platyrhynchos_platyrhynchos ENSAPLG00000018196
nothoprocta_perdicaria ENSNPEG00000012536
salvator_merianae ENSSMRG00000004710
anolis_carolinensis ENSACAG00000022361
gopherus_agassizii ENSGAGG00000019115
chelonoidis_abingdonii ENSCABG00000014675
chrysemys_picta_bellii ENSCPBG00000028073
mustela_putorius_furo ENSMPUG00000002742
neovison_vison ENSNVIG00000008189
ursus_americanus ENSUAMG00000006146
canis_lupus_familiaris ENSCAFG00000031292
canis_lupus_dingo ENSCAFG00020015374
felis_catus ENSFCAG00000042371
panthera_pardus ENSPPRG00000016141
equus_caballus ENSECAG00000039629
equus_asinus_asinus ENSEASG00005013984
sus_scrofa ENSSSCG00000010733
mus_spicilegus ENSMSIG00000023549
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031692
mus_musculus ENSMUSG00000048528
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030578
mus_pahari MGP_PahariEiJ_G0013785
rattus_norvegicus ENSRNOG00000017006
meriones_unguiculatus ENSMUGG00000003698
meriones_unguiculatus ENSMUGG00000003185
cricetulus_griseus_chok1gshd ENSCGRG00001018225
cricetulus_griseus_crigri-picr ENSCGRG00015001892
mesocricetus_auratus ENSMAUG00000005005
peromyscus_maniculatus_bairdii ENSPEMG00000029119
microtus_ochrogaster ENSMOCG00000000486
nannospalax_galili ENSNGAG00000017726
castor_canadensis ENSCCNG00000016260
heterocephalus_glaber_female ENSHGLG00000014909
heterocephalus_glaber_male ENSHGLG00100004442
chinchilla_lanigera ENSCLAG00000004174
octodon_degus ENSODEG00000017123
urocitellus_parryii ENSUPAG00010004701
ictidomys_tridecemlineatus ENSSTOG00000021286
microcebus_murinus ENSMICG00000046032
prolemur_simus ENSPSMG00000016066
propithecus_coquereli ENSPCOG00000021546
cercocebus_atys ENSCATG00000044548
mandrillus_leucophaeus ENSMLEG00000032679
papio_anubis ENSPANG00000020330
theropithecus_gelada ENSTGEG00000028667
macaca_fascicularis ENSMFAG00000043941
macaca_nemestrina ENSMNEG00000036634
chlorocebus_sabaeus ENSCSAG00000004528
rhinopithecus_bieti ENSRBIG00000035041
rhinopithecus_roxellana ENSRROG00000040338
piliocolobus_tephrosceles ENSPTEG00000031342
homo_sapiens ENSG00000229544
pan_troglodytes ENSPTRG00000046548
gorilla_gorilla ENSGGOG00000042370
cebus_capucinus ENSCCAG00000032391
saimiri_boliviensis_boliviensis ENSSBOG00000018166
callithrix_jacchus ENSCJAG00000041218
aotus_nancymaae ENSANAG00000027849
capra_hircus ENSCHIG00000009179
bos_taurus ENSBTAG00000020918
ovis_aries ENSOARG00000010209
ailuropoda_melanoleuca ENSAMEG00000010157
dasypus_novemcinctus ENSDNOG00000038394
pan_paniscus ENSPPAG00000037855
pongo_abelii ENSPPYG00000002739
echinops_telfairi ENSETEG00000007628
monodelphis_domestica ENSMODG00000016583
phascolarctos_cinereus ENSPCIG00000023121
xenopus_tropicalis ENSXETG00000023620
scleropages_formosus ENSSFOG00015009852
paramormyrops_kingsleyae ENSPKIG00000001014
cynoglossus_semilaevis ENSCSEG00000002788
periophthalmus_magnuspinnatus ENSPMGG00000014795
fundulus_heteroclitus ENSFHEG00000021139
hippocampus_comes ENSHCOG00000016527
takifugu_rubripes ENSTRUG00000001257
tetraodon_nigroviridis ENSTNIG00000013347
mola_mola ENSMMOG00000008189
labrus_bergylta ENSLBEG00000022421
seriola_lalandi_dorsalis ENSSLDG00000016675
seriola_dumerili ENSSDUG00000016204
scophthalmus_maximus ENSSMAG00000019701
monopterus_albus ENSMALG00000018397
