labrus_bergylta ENSLBEG00000009546
takifugu_rubripes ENSTRUG00000025508
anabas_testudineus ENSATEG00000015563
anabas_testudineus ENSATEG00000015762
amphilophus_citrinellus ENSACIG00000005472
amphilophus_citrinellus ENSACIG00000018261
neolamprologus_brichardi ENSNBRG00000008292
astatotilapia_calliptera ENSACLG00000005003
pundamilia_nyererei ENSPNYG00000011597
neolamprologus_brichardi ENSNBRG00000008417
amphilophus_citrinellus ENSACIG00000020983
parambassis_ranga ENSPRNG00000009141
amphiprion_percula ENSAPEG00000020884
amphiprion_percula ENSAPEG00000020868
stegastes_partitus ENSSPAG00000017844
gouania_willdenowi ENSGWIG00000010401
periophthalmus_magnuspinnatus ENSPMGG00000009622
periophthalmus_magnuspinnatus ENSPMGG00000009620
clupea_harengus ENSCHAG00000006560
