calidris_pygmaea ENSCPGG00000007160
lepidothrix_coronata ENSLCOG00000011327
cyanistes_caeruleus ENSCCEG00000018902
zonotrichia_albicollis ENSZALG00000013007
taeniopygia_guttata ENSTGUG00000004459
ficedula_albicollis ENSFALG00000012703
manacus_vitellinus ENSMVIG00005007073
calidris_pugnax ENSCPUG00000014976
melopsittacus_undulatus ENSMUNG00000011619
apteryx_haastii ENSAHAG00000003293
apteryx_owenii ENSAOWG00000002613
dromaius_novaehollandiae ENSDNVG00000015710
apteryx_rowi ENSARWG00000007691
coturnix_japonica ENSCJPG00005009690
meleagris_gallopavo ENSMGAG00000005432
gallus_gallus ENSGALG00000034104
numida_meleagris ENSNMEG00000017093
anser_brachyrhynchus ENSABRG00000021999
anas_platyrhynchos ENSAPLG00000007851
nothoprocta_perdicaria ENSNPEG00000010554
lonchura_striata ENSLSDG00000018203
serinus_canaria ENSSCAG00000016072
junco_hyemalis ENSJHYG00000013949
parus_major ENSPMJG00000015355
crocodylus_porosus ENSCPRG00005009680
chelonoidis_abingdonii ENSCABG00000001269
gopherus_agassizii ENSGAGG00000009905
chrysemys_picta ENSCPBG00000025873
pelodiscus_sinensis ENSPSIG00000017422
pogona_vitticeps ENSPVIG00000022375
anolis_carolinensis ENSACAG00000001004
notechis_scutatus ENSNSUG00000008835
salvator_merianae ENSSMRG00000012816
sphenodon_punctatus ENSSPUG00000010457
melopsittacus_undulatus ENSMUNG00000006424
vombatus_ursinus ENSVURG00010012651
phascolarctos_cinereus ENSPCIG00000027420
notamacropus_eugenii ENSMEUG00000002024
sarcophilus_harrisii ENSSHAG00000008913
monodelphis_domestica ENSMODG00000000043
tursiops_truncatus ENSTTRG00000007025
sorex_araneus ENSSARG00000007432
equus_caballus ENSECAG00000010516
equus_asinus ENSEASG00005016559
pteropus_vampyrus ENSPVAG00000002871
capra_hircus ENSCHIG00000001014
ovis_aries ENSOARG00000007176
bos_indicus ENSBIXG00005016077
bos_indicus ENSBIXG00000010781
bos_taurus ENSBTAG00000013651
bos_mutus ENSBMUG00000017389
bison_bison ENSBBBG00000020768
tursiops_truncatus ENSTTRG00000009761
sus_scrofa ENSSSCG00000010288
ursus_maritimus ENSUMAG00000008974
ursus_americanus ENSUAMG00000023705
ailuropoda_melanoleuca ENSAMEG00000017385
mustela_putorius ENSMPUG00000004004
neovison_vison ENSNVIG00000010150
canis_lupus ENSCAFG00020025084
canis_lupus ENSCAFG00000014441
vulpes_vulpes ENSVVUG00000022624
panthera_tigris ENSPTIG00000014262
panthera_pardus ENSPPRG00000009425
felis_catus ENSFCAG00000000724
myotis_lucifugus ENSMLUG00000000015
myotis_lucifugus ENSMLUG00000026289
pan_troglodytes ENSPTRG00000002613
pan_paniscus ENSPPAG00000036285
gorilla_gorilla ENSGGOG00000000683
homo_sapiens ENSG00000148719
pongo_abelii ENSPPYG00000002353
nomascus_leucogenys ENSNLEG00000016428
piliocolobus_tephrosceles ENSPTEG00000006616
colobus_angolensis ENSCANG00000043518
rhinopithecus_bieti ENSRBIG00000044931
rhinopithecus_roxellana ENSRROG00000030694
macaca_mulatta ENSMMUG00000010431
macaca_fascicularis ENSMFAG00000043414
macaca_nemestrina ENSMNEG00000039682
chlorocebus_sabaeus ENSCSAG00000008566
theropithecus_gelada ENSTGEG00000028685
papio_anubis ENSPANG00000022312
cercocebus_atys ENSCATG00000035918
mandrillus_leucophaeus ENSMLEG00000038357
cercocebus_atys ENSCATG00000012177
macaca_nemestrina ENSMNEG00000023818
papio_anubis ENSPANG00000019770
piliocolobus_tephrosceles ENSPTEG00000020638
saimiri_boliviensis ENSSBOG00000031191
callithrix_jacchus ENSCJAG00000007303
cebus_capucinus ENSCCAG00000021542
aotus_nancymaae ENSANAG00000013275
carlito_syrichta ENSTSYG00000014740
propithecus_coquereli ENSPCOG00000018824
prolemur_simus ENSPSMG00000006669
microcebus_murinus ENSMICG00000033013
otolemur_garnettii ENSOGAG00000013698
cricetulus_griseus ENSCGRG00000015454
cricetulus_griseus ENSCGRG00001012529
cricetulus_griseus ENSCGRG00015008817
mesocricetus_auratus ENSMAUG00000010217
peromyscus_maniculatus ENSPEMG00000005161
mus_spicilegus ENSMSIG00000010042
mus_spretus MGP_SPRETEiJ_G0016159
mus_caroli MGP_CAROLIEiJ_G0015348
mus_musculus ENSMUSG00000020109
mus_pahari MGP_PahariEiJ_G0030764
rattus_norvegicus ENSRNOG00000030408
microtus_ochrogaster ENSMOCG00000016174
meriones_unguiculatus ENSMUGG00000024315
meriones_unguiculatus ENSMUGG00000024306
nannospalax_galili ENSNGAG00000013663
callithrix_jacchus ENSCJAG00000053855
castor_canadensis ENSCCNG00000031046
dipodomys_ordii ENSDORG00000011287
chinchilla_lanigera ENSCLAG00000015705
octodon_degus ENSODEG00000013794
heterocephalus_glaber ENSHGLG00100007343
heterocephalus_glaber ENSHGLG00000013803
fukomys_damarensis ENSFDAG00000011534
cavia_porcellus ENSCPOG00000001677
cavia_aperea ENSCAPG00000016739
jaculus_jaculus ENSJJAG00000012076
urocitellus_parryii ENSUPAG00010003088
marmota_marmota ENSMMMG00000005654
spermophilus_dauricus ENSSDAG00000016492
ictidomys_tridecemlineatus ENSSTOG00000000699
tupaia_belangeri ENSTBEG00000008081
oryctolagus_cuniculus ENSOCUG00000017401
ochotona_princeps ENSOPRG00000004997
dasypus_novemcinctus ENSDNOG00000031309
echinops_telfairi ENSETEG00000000637
loxodonta_africana ENSLAFG00000015077
procavia_capensis ENSPCAG00000015705
choloepus_hoffmanni ENSCHOG00000009370
ornithorhynchus_anatinus ENSOANG00000031022
xenopus_tropicalis ENSXETG00000002504
latimeria_chalumnae ENSLACG00000017545
clupea_harengus ENSCHAG00000024753
denticeps_clupeoides ENSDCDG00000016290
electrophorus_electricus ENSEEEG00000016029
ictalurus_punctatus ENSIPUG00000009889
astyanax_mexicanus ENSAMXG00005013029
astyanax_mexicanus ENSAMXG00000029998
pygocentrus_nattereri ENSPNAG00000008719
danio_rerio ENSDARG00000087473
tetraodon_nigroviridis ENSTNIG00000001977
tetraodon_nigroviridis ENSTNIG00000019394
takifugu_rubripes ENSTRUG00000012450
periophthalmus_magnuspinnatus ENSPMGG00000003976
fundulus_heteroclitus ENSFHEG00000000271
cyprinodon_variegatus ENSCVAG00000004977
poecilia_latipinna ENSPLAG00000001030
poecilia_mexicana ENSPMEG00000001752
xiphophorus_couchianus ENSXCOG00000006188
poecilia_formosa ENSPFOG00000004810
poecilia_mexicana ENSPMEG00000011520
poecilia_latipinna ENSPLAG00000013311
poecilia_reticulata ENSPREG00000001863
xiphophorus_maculatus ENSXMAG00000014960
gambusia_affinis ENSGAFG00000004735
kryptolebias_marmoratus ENSKMAG00000014722
oryzias_latipes ENSORLG00020006883
oryzias_latipes ENSORLG00015006120
oryzias_latipes ENSORLG00000009199
oryzias_melastigma ENSOMEG00000011922
pundamilia_nyererei ENSPNYG00000021452
pundamilia_nyererei ENSPNYG00000021457
haplochromis_burtoni ENSHBUG00000000554
astatotilapia_calliptera ENSACLG00000004931
maylandia_zebra ENSMZEG00005001098
neolamprologus_brichardi ENSNBRG00000013904
oreochromis_niloticus ENSONIG00000016081
amphilophus_citrinellus ENSACIG00000024518
gouania_willdenowi ENSGWIG00000024851
scophthalmus_maximus ENSSMAG00000002241
gasterosteus_aculeatus ENSGACG00000002386
mastacembelus_armatus ENSMAMG00000019087
monopterus_albus ENSMALG00000001930
anabas_testudineus ENSATEG00000000095
seriola_dumerili ENSSDUG00000019404
seriola_lalandi ENSSLDG00000024253
lates_calcarifer ENSLCAG00010020334
larimichthys_crocea ENSLCRG00005005443
cottoperca_gobio ENSCGOG00000021262
labrus_bergylta ENSLBEG00000016796
amphiprion_ocellaris ENSAOCG00000008994
amphiprion_percula ENSAPEG00000019834
acanthochromis_polyacanthus ENSAPOG00000018026
stegastes_partitus ENSSPAG00000015517
stegastes_partitus ENSSPAG00000015567
parambassis_ranga ENSPRNG00000023555
betta_splendens ENSBSLG00000022729
mola_mola ENSMMOG00000013787
cynoglossus_semilaevis ENSCSEG00000017027
hippocampus_comes ENSHCOG00000016193
periophthalmus_magnuspinnatus ENSPMGG00000003979
gadus_morhua ENSGMOG00000000384
hucho_hucho ENSHHUG00000041076
esox_lucius ENSELUG00000013474
paramormyrops_kingsleyae ENSPKIG00000007501
scleropages_formosus ENSSFOG00015013877
denticeps_clupeoides ENSDCDG00000030396
clupea_harengus ENSCHAG00000001714
electrophorus_electricus ENSEEEG00000000755
ictalurus_punctatus ENSIPUG00000024657
astyanax_mexicanus ENSAMXG00000039787
astyanax_mexicanus ENSAMXG00005022610
pygocentrus_nattereri ENSPNAG00000000607
danio_rerio ENSDARG00000039363
tetraodon_nigroviridis ENSTNIG00000008639
takifugu_rubripes ENSTRUG00000007929
mola_mola ENSMMOG00000010365
cynoglossus_semilaevis ENSCSEG00000004811
poecilia_formosa ENSPFOG00000013520
poecilia_latipinna ENSPLAG00000009114
poecilia_mexicana ENSPMEG00000005877
poecilia_reticulata ENSPREG00000016185
xiphophorus_maculatus ENSXMAG00000003095
xiphophorus_couchianus ENSXCOG00000013275
gambusia_affinis ENSGAFG00000009606
cyprinodon_variegatus ENSCVAG00000015115
fundulus_heteroclitus ENSFHEG00000021905
kryptolebias_marmoratus ENSKMAG00000017894
oryzias_latipes ENSORLG00020005310
oryzias_latipes ENSORLG00000006815
oryzias_melastigma ENSOMEG00000004907
gouania_willdenowi ENSGWIG00000022187
anabas_testudineus ENSATEG00000003404
betta_splendens ENSBSLG00000013378
labrus_bergylta ENSLBEG00000000863
scophthalmus_maximus ENSSMAG00000000770
amphiprion_ocellaris ENSAOCG00000021979
amphiprion_percula ENSAPEG00000011608
acanthochromis_polyacanthus ENSAPOG00000017387
