pogona_vitticeps ENSPVIG00000019654
anolis_carolinensis ENSACAG00000010751
notechis_scutatus ENSNSUG00000010477
salvator_merianae ENSSMRG00000005168
sphenodon_punctatus ENSSPUG00000008681
chrysemys_picta ENSCPBG00000020904
chelonoidis_abingdonii ENSCABG00000022137
pelodiscus_sinensis ENSPSIG00000005081
crocodylus_porosus ENSCPRG00005004286
manacus_vitellinus ENSMVIG00005011361
lepidothrix_coronata ENSLCOG00000004477
lonchura_striata ENSLSDG00000005652
taeniopygia_guttata ENSTGUG00000013437
serinus_canaria ENSSCAG00000009051
zonotrichia_albicollis ENSZALG00000015128
junco_hyemalis ENSJHYG00000017875
parus_major ENSPMJG00000011114
cyanistes_caeruleus ENSCCEG00000015312
ficedula_albicollis ENSFALG00000005743
melopsittacus_undulatus ENSMUNG00000005220
calidris_pygmaea ENSCPGG00000001524
calidris_pugnax ENSCPUG00000004943
anas_platyrhynchos ENSAPLG00000010365
anser_brachyrhynchus ENSABRG00000009067
coturnix_japonica ENSCJPG00005017481
gallus_gallus ENSGALG00000015247
meleagris_gallopavo ENSMGAG00000014353
numida_meleagris ENSNMEG00000017242
apteryx_haastii ENSAHAG00000002004
apteryx_owenii ENSAOWG00000005490
apteryx_rowi ENSARWG00000015884
dromaius_novaehollandiae ENSDNVG00000008129
nothoprocta_perdicaria ENSNPEG00000005021
gopherus_agassizii ENSGAGG00000009361
cavia_porcellus ENSCPOG00000032385
cavia_aperea ENSCAPG00000009076
octodon_degus ENSODEG00000001359
chinchilla_lanigera ENSCLAG00000005310
heterocephalus_glaber ENSHGLG00100014052
heterocephalus_glaber ENSHGLG00000009958
fukomys_damarensis ENSFDAG00000021019
castor_canadensis ENSCCNG00000014144
mus_spretus MGP_SPRETEiJ_G0015610
mus_spicilegus ENSMSIG00000014435
mus_musculus ENSMUSG00000040836
mus_caroli MGP_CAROLIEiJ_G0014803
mus_pahari MGP_PahariEiJ_G0028040
rattus_norvegicus ENSRNOG00000003073
meriones_unguiculatus ENSMUGG00000015339
cricetulus_griseus ENSCGRG00000006300
cricetulus_griseus ENSCGRG00001023574
cricetulus_griseus ENSCGRG00015009054
mesocricetus_auratus ENSMAUG00000007613
peromyscus_maniculatus ENSPEMG00000025952
microtus_ochrogaster ENSMOCG00000009030
nannospalax_galili ENSNGAG00000015606
jaculus_jaculus ENSJJAG00000020745
dipodomys_ordii ENSDORG00000015879
oryctolagus_cuniculus ENSOCUG00000025655
ochotona_princeps ENSOPRG00000011301
pan_troglodytes ENSPTRG00000001643
pan_troglodytes ENSPTRG00000047288
pan_paniscus ENSPPAG00000029093
gorilla_gorilla ENSGGOG00000012683
homo_sapiens ENSG00000143147
pongo_abelii ENSPPYG00000000544
nomascus_leucogenys ENSNLEG00000014896
papio_anubis ENSPANG00000015261
mandrillus_leucophaeus ENSMLEG00000035588
macaca_mulatta ENSMMUG00000010395
macaca_fascicularis ENSMFAG00000037639
macaca_nemestrina ENSMNEG00000027197
cercocebus_atys ENSCATG00000020613
theropithecus_gelada ENSTGEG00000007223
chlorocebus_sabaeus ENSCSAG00000011046
rhinopithecus_bieti ENSRBIG00000032656
rhinopithecus_roxellana ENSRROG00000040012
piliocolobus_tephrosceles ENSPTEG00000019165
colobus_angolensis ENSCANG00000005925
saimiri_boliviensis ENSSBOG00000030060
cebus_capucinus ENSCCAG00000021768
callithrix_jacchus ENSCJAG00000016889
aotus_nancymaae ENSANAG00000037845
carlito_syrichta ENSTSYG00000026789
propithecus_coquereli ENSPCOG00000023583
prolemur_simus ENSPSMG00000008747
microcebus_murinus ENSMICG00000011715
otolemur_garnettii ENSOGAG00000003135
myotis_lucifugus ENSMLUG00000011902
pteropus_vampyrus ENSPVAG00000005077
vulpes_vulpes ENSVVUG00000026266
bos_indicus ENSBIXG00000006845
bos_indicus ENSBIXG00005024597
bos_taurus ENSBTAG00000000616
bos_mutus ENSBMUG00000004679
bison_bison ENSBBBG00000008386
capra_hircus ENSCHIG00000021284
ovis_aries ENSOARG00000012502
tursiops_truncatus ENSTTRG00000008573
vicugna_pacos ENSVPAG00000010562
sus_scrofa ENSSSCG00000006302
equus_caballus ENSECAG00000019931
equus_asinus ENSEASG00005019072
ursus_maritimus ENSUMAG00000017324
ursus_americanus ENSUAMG00000007976
ailuropoda_melanoleuca ENSAMEG00000006340
canis_lupus ENSCAFG00000015316
canis_lupus ENSCAFG00020022721
panthera_pardus ENSPPRG00000003308
panthera_tigris ENSPTIG00000020608
felis_catus ENSFCAG00000015045
procavia_capensis ENSPCAG00000004941
loxodonta_africana ENSLAFG00000007242
neovison_vison ENSNVIG00000024498
mustela_putorius ENSMPUG00000000536
erinaceus_europaeus ENSEEUG00000009168
ictidomys_tridecemlineatus ENSSTOG00000024601
urocitellus_parryii ENSUPAG00010011079
spermophilus_dauricus ENSSDAG00000005365
marmota_marmota ENSMMMG00000018796
tupaia_belangeri ENSTBEG00000017402
dasypus_novemcinctus ENSDNOG00000046510
cebus_capucinus ENSCCAG00000037357
echinops_telfairi ENSETEG00000012728
vombatus_ursinus ENSVURG00010003979
phascolarctos_cinereus ENSPCIG00000030534
notamacropus_eugenii ENSMEUG00000009959
sarcophilus_harrisii ENSSHAG00000018911
monodelphis_domestica ENSMODG00000002870
ornithorhynchus_anatinus ENSOANG00000003889
xenopus_tropicalis ENSXETG00000004196
latimeria_chalumnae ENSLACG00000008204
denticeps_clupeoides ENSDCDG00000035530
clupea_harengus ENSCHAG00000022945
astyanax_mexicanus ENSAMXG00005011678
astyanax_mexicanus ENSAMXG00000002416
pygocentrus_nattereri ENSPNAG00000023100
electrophorus_electricus ENSEEEG00000005383
ictalurus_punctatus ENSIPUG00000022864
danio_rerio ENSDARG00000055659
oryzias_latipes ENSORLG00020019391
oryzias_latipes ENSORLG00000009074
oryzias_latipes ENSORLG00015020821
oryzias_melastigma ENSOMEG00000019007
gouania_willdenowi ENSGWIG00000022107
cynoglossus_semilaevis ENSCSEG00000004004
scophthalmus_maximus ENSSMAG00000019278
betta_splendens ENSBSLG00000016592
xiphophorus_maculatus ENSXMAG00000028591
xiphophorus_couchianus ENSXCOG00000018883
gambusia_affinis ENSGAFG00000021275
poecilia_formosa ENSPFOG00000014435
poecilia_latipinna ENSPLAG00000020805
poecilia_mexicana ENSPMEG00000007135
poecilia_reticulata ENSPREG00000010136
cyprinodon_variegatus ENSCVAG00000016079
fundulus_heteroclitus ENSFHEG00000014236
kryptolebias_marmoratus ENSKMAG00000022128
amphiprion_percula ENSAPEG00000007822
amphiprion_ocellaris ENSAOCG00000000380
acanthochromis_polyacanthus ENSAPOG00000008056
stegastes_partitus ENSSPAG00000006038
maylandia_zebra ENSMZEG00005022257
maylandia_zebra ENSMZEG00005025771
maylandia_zebra ENSMZEG00005028212
maylandia_zebra ENSMZEG00005022218
astatotilapia_calliptera ENSACLG00000002956
pundamilia_nyererei ENSPNYG00000018545
haplochromis_burtoni ENSHBUG00000023249
neolamprologus_brichardi ENSNBRG00000005426
oreochromis_niloticus ENSONIG00000014273
amphilophus_citrinellus ENSACIG00000022322
parambassis_ranga ENSPRNG00000025569
cottoperca_gobio ENSCGOG00000008056
gasterosteus_aculeatus ENSGACG00000003291
mola_mola ENSMMOG00000019901
takifugu_rubripes ENSTRUG00000024089
larimichthys_crocea ENSLCRG00005015997
labrus_bergylta ENSLBEG00000001389
seriola_dumerili ENSSDUG00000005660
seriola_lalandi ENSSLDG00000018990
lates_calcarifer ENSLCAG00010023744
monopterus_albus ENSMALG00000006320
mastacembelus_armatus ENSMAMG00000015881
anabas_testudineus ENSATEG00000010177
periophthalmus_magnuspinnatus ENSPMGG00000010756
tetraodon_nigroviridis ENSTNIG00000013903
hippocampus_comes ENSHCOG00000004391
gadus_morhua ENSGMOG00000003731
hucho_hucho ENSHHUG00000001946
esox_lucius ENSELUG00000021246
electrophorus_electricus ENSEEEG00000006265
danio_rerio ENSDARG00000058903
denticeps_clupeoides ENSDCDG00000035703
scleropages_formosus ENSSFOG00015007546
paramormyrops_kingsleyae ENSPKIG00000002988
lepisosteus_oculatus ENSLOCG00000008616
erpetoichthys_calabaricus ENSECRG00000009116
callorhinchus_milii ENSCMIG00000012062
petromyzon_marinus ENSPMAG00000004664
eptatretus_burgeri ENSEBUG00000012367
poecilia_mexicana ENSPMEG00000017848
xiphophorus_couchianus ENSXCOG00000007965
cynoglossus_semilaevis ENSCSEG00000012464
cyprinodon_variegatus ENSCVAG00000010296
astyanax_mexicanus ENSAMXG00005010548
ciona_intestinalis ENSCING00000024465
