clupea_harengus ENSCHAG00000005442
denticeps_clupeoides ENSDCDG00000015524
astyanax_mexicanus ENSAMXG00000031690
pygocentrus_nattereri ENSPNAG00000017270
ictalurus_punctatus ENSIPUG00000012696
electrophorus_electricus ENSEEEG00000013225
danio_rerio ENSDARG00000099973
hucho_hucho ENSHHUG00000024553
hucho_hucho ENSHHUG00000047428
esox_lucius ENSELUG00000000148
amphiprion_ocellaris ENSAOCG00000012417
amphiprion_percula ENSAPEG00000002438
acanthochromis_polyacanthus ENSAPOG00000008462
stegastes_partitus ENSSPAG00000001259
poecilia_reticulata ENSPREG00000007734
poecilia_latipinna ENSPLAG00000020221
poecilia_formosa ENSPFOG00000014373
poecilia_mexicana ENSPMEG00000011149
poecilia_mexicana ENSPMEG00000000714
gambusia_affinis ENSGAFG00000019640
cyprinodon_variegatus ENSCVAG00000003091
oryzias_latipes ENSORLG00015013184
oryzias_latipes ENSORLG00020016585
oryzias_melastigma ENSOMEG00000011536
periophthalmus_magnuspinnatus ENSPMGG00000008744
scophthalmus_maximus ENSSMAG00000011160
seriola_dumerili ENSSDUG00000017319
seriola_lalandi ENSSLDG00000023442
lates_calcarifer ENSLCAG00010023946
mastacembelus_armatus ENSMAMG00000013017
cynoglossus_semilaevis ENSCSEG00000000077
cynoglossus_semilaevis ENSCSEG00000000078
anabas_testudineus ENSATEG00000009648
kryptolebias_marmoratus ENSKMAG00000007948
fundulus_heteroclitus ENSFHEG00000020734
gouania_willdenowi ENSGWIG00000006385
gasterosteus_aculeatus ENSGACG00000012459
pundamilia_nyererei ENSPNYG00000022648
maylandia_zebra ENSMZEG00005007950
astatotilapia_calliptera ENSACLG00000024508
oreochromis_niloticus ENSONIG00000019496
parambassis_ranga ENSPRNG00000021636
monopterus_albus ENSMALG00000021540
takifugu_rubripes ENSTRUG00000006514
labrus_bergylta ENSLBEG00000022271
larimichthys_crocea ENSLCRG00005018006
larimichthys_crocea ENSLCRG00005018005
cottoperca_gobio ENSCGOG00000014142
amphilophus_citrinellus ENSACIG00000014461
paramormyrops_kingsleyae ENSPKIG00000010131
scleropages_formosus ENSSFOG00015012216
lepisosteus_oculatus ENSLOCG00000009207
erpetoichthys_calabaricus ENSECRG00000014540
mus_caroli MGP_CAROLIEiJ_G0015010
mus_musculus ENSMUSG00000056050
cavia_aperea ENSCAPG00000011487
bison_bison ENSBBBG00000013023
dasypus_novemcinctus ENSDNOG00000037281
dasypus_novemcinctus ENSDNOG00000045905
loxodonta_africana ENSLAFG00000009834
echinops_telfairi ENSETEG00000001093
homo_sapiens ENSG00000164299
pan_paniscus ENSPPAG00000035315
pongo_abelii ENSPPYG00000015595
nomascus_leucogenys ENSNLEG00000018597
chlorocebus_sabaeus ENSCSAG00000019420
theropithecus_gelada ENSTGEG00000024902
macaca_mulatta ENSMMUG00000065072
rhinopithecus_bieti ENSRBIG00000034721
piliocolobus_tephrosceles ENSPTEG00000036048
callithrix_jacchus ENSCJAG00000022292
prolemur_simus ENSPSMG00000022808
mus_spicilegus ENSMSIG00000012499
mus_musculus ENSMUSG00000046957
mus_spretus MGP_SPRETEiJ_G0019657
mus_caroli MGP_CAROLIEiJ_G0018772
mus_pahari MGP_PahariEiJ_G0015851
rattus_norvegicus ENSRNOG00000013050
meriones_unguiculatus ENSMUGG00000011224
cricetulus_griseus ENSCGRG00001008238
cricetulus_griseus ENSCGRG00015013613
peromyscus_maniculatus ENSPEMG00000007489
castor_canadensis ENSCCNG00000028479
cavia_aperea ENSCAPG00000007893
oryctolagus_cuniculus ENSOCUG00000005090
tupaia_belangeri ENSTBEG00000008078
ovis_aries ENSOARG00000004879
capra_hircus ENSCHIG00000003966
bos_indicus ENSBIXG00005020375
bos_mutus ENSBMUG00000006212
bos_taurus ENSBTAG00000024593
bison_bison ENSBBBG00000008701
tursiops_truncatus ENSTTRG00000003208
vicugna_pacos ENSVPAG00000009408
sus_scrofa ENSSSCG00000014122
equus_caballus ENSECAG00000005453
equus_asinus ENSEASG00005002199
ursus_americanus ENSUAMG00000027243
ursus_maritimus ENSUMAG00000002883
ailuropoda_melanoleuca ENSAMEG00000019078
neovison_vison ENSNVIG00000001867
mustela_putorius ENSMPUG00000019669
panthera_pardus ENSPPRG00000019097
panthera_tigris ENSPTIG00000004689
felis_catus ENSFCAG00000043127
canis_lupus ENSCAFG00020026814
canis_lupus ENSCAFG00000008854
erinaceus_europaeus ENSEEUG00000002567
vulpes_vulpes ENSVVUG00000024956
myotis_lucifugus ENSMLUG00000014110
spermophilus_dauricus ENSSDAG00000011639
spermophilus_dauricus ENSSDAG00000011632
urocitellus_parryii ENSUPAG00010014399
marmota_marmota ENSMMMG00000007362
otolemur_garnettii ENSOGAG00000028918
procavia_capensis ENSPCAG00000014569
sorex_araneus ENSSARG00000011399
dasypus_novemcinctus ENSDNOG00000009003
calidris_pygmaea ENSCPGG00000005189
xenopus_tropicalis ENSXETG00000021128
eptatretus_burgeri ENSEBUG00000012809
ursus_maritimus ENSUMAG00000008340
ursus_maritimus ENSUMAG00000008351
ailuropoda_melanoleuca ENSAMEG00000003915
mustela_putorius ENSMPUG00000016213
neovison_vison ENSNVIG00000004387
panthera_pardus ENSPPRG00000010522
panthera_tigris ENSPTIG00000017348
felis_catus ENSFCAG00000029260
myotis_lucifugus ENSMLUG00000012857
equus_asinus ENSEASG00005007624
equus_asinus ENSEASG00005007620
equus_caballus ENSECAG00000016358
vicugna_pacos ENSVPAG00000006861
tursiops_truncatus ENSTTRG00000002190
bos_indicus ENSBIXG00005025338
bos_indicus ENSBIXG00000007339
bos_mutus ENSBMUG00000015666
bos_taurus ENSBTAG00000006819
bison_bison ENSBBBG00000006597
capra_hircus ENSCHIG00000010530
ovis_aries ENSOARG00000008691
sus_scrofa ENSSSCG00000004983
canis_lupus ENSCAFG00020022235
canis_lupus ENSCAFG00020022231
canis_lupus ENSCAFG00000013883
vulpes_vulpes ENSVVUG00000020961
oryctolagus_cuniculus ENSOCUG00000004700
dasypus_novemcinctus ENSDNOG00000002836
myotis_lucifugus ENSMLUG00000009708
