lepidothrix_coronata ENSLCOG00000008088
manacus_vitellinus ENSMVIG00005002340
lonchura_striata_domestica ENSLSDG00000016627
taeniopygia_guttata ENSTGUG00000008330
serinus_canaria ENSSCAG00000007289
junco_hyemalis ENSJHYG00000011585
zonotrichia_albicollis ENSZALG00000010383
cyanistes_caeruleus ENSCCEG00000011425
parus_major ENSPMJG00000012883
ficedula_albicollis ENSFALG00000010752
melopsittacus_undulatus ENSMUNG00000004318
calidris_pygmaea ENSCPGG00000002773
calidris_pugnax ENSCPUG00000002724
gallus_gallus ENSGALG00000011320
coturnix_japonica ENSCJPG00005004968
meleagris_gallopavo ENSMGAG00000011372
numida_meleagris ENSNMEG00000006299
anser_brachyrhynchus ENSABRG00000010805
anas_platyrhynchos_platyrhynchos ENSAPLG00000015453
apteryx_owenii ENSAOWG00000009449
apteryx_haastii ENSAHAG00000016555
apteryx_rowi ENSARWG00000011245
dromaius_novaehollandiae ENSDNVG00000011721
nothoprocta_perdicaria ENSNPEG00000013877
crocodylus_porosus ENSCPRG00005002092
gopherus_agassizii ENSGAGG00000004856
chelonoidis_abingdonii ENSCABG00000015794
chrysemys_picta_bellii ENSCPBG00000001730
pelodiscus_sinensis ENSPSIG00000017203
pogona_vitticeps ENSPVIG00000023822
anolis_carolinensis ENSACAG00000012746
notechis_scutatus ENSNSUG00000016824
salvator_merianae ENSSMRG00000011148
sphenodon_punctatus ENSSPUG00000014866
dasypus_novemcinctus ENSDNOG00000042361
echinops_telfairi ENSETEG00000017113
equus_asinus_asinus ENSEASG00005019378
equus_caballus ENSECAG00000030617
equus_caballus ENSECAG00000011697
equus_asinus_asinus ENSEASG00005006922
bos_mutus ENSBMUG00000023142
sus_scrofa ENSSSCG00000032045
erinaceus_europaeus ENSEEUG00000001652
myotis_lucifugus ENSMLUG00000004527
tursiops_truncatus ENSTTRG00000009354
vicugna_pacos ENSVPAG00000008507
bos_taurus ENSBTAG00000014375
bison_bison_bison ENSBBBG00000018057
capra_hircus ENSCHIG00000020232
ovis_aries ENSOARG00000015940
sus_scrofa ENSSSCG00000000906
oryctolagus_cuniculus ENSOCUG00000008619
ochotona_princeps ENSOPRG00000000893
castor_canadensis ENSCCNG00000023978
sorex_araneus ENSSARG00000002116
propithecus_coquereli ENSPCOG00000015961
prolemur_simus ENSPSMG00000012639
microcebus_murinus ENSMICG00000038267
pan_troglodytes ENSPTRG00000005304
pan_paniscus ENSPPAG00000043931
homo_sapiens ENSG00000057704
gorilla_gorilla ENSGGOG00000007536
pongo_abelii ENSPPYG00000004838
nomascus_leucogenys ENSNLEG00000005764
theropithecus_gelada ENSTGEG00000002117
cercocebus_atys ENSCATG00000025807
papio_anubis ENSPANG00000006620
macaca_nemestrina ENSMNEG00000042729
macaca_mulatta ENSMMUG00000018242
macaca_fascicularis ENSMFAG00000000142
mandrillus_leucophaeus ENSMLEG00000027229
chlorocebus_sabaeus ENSCSAG00000003657
rhinopithecus_roxellana ENSRROG00000043997
rhinopithecus_bieti ENSRBIG00000034432
colobus_angolensis_palliatus ENSCANG00000038820
piliocolobus_tephrosceles ENSPTEG00000000570
callithrix_jacchus ENSCJAG00000042544
saimiri_boliviensis_boliviensis ENSSBOG00000021120
cebus_capucinus ENSCCAG00000025628
aotus_nancymaae ENSANAG00000035491
tupaia_belangeri ENSTBEG00000012175
microtus_ochrogaster ENSMOCG00000012369
peromyscus_maniculatus_bairdii ENSPEMG00000022879
cricetulus_griseus_crigri-picr ENSCGRG00015020977
cricetulus_griseus_crigri ENSCGRG00000008758
cricetulus_griseus_chok1gshd ENSCGRG00001011362
mesocricetus_auratus ENSMAUG00000001274
mus_spicilegus ENSMSIG00000016287
mus_musculus ENSMUSG00000020023
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016563
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015744
mus_pahari MGP_PahariEiJ_G0031341
rattus_norvegicus ENSRNOG00000007713
meriones_unguiculatus ENSMUGG00000011653
nannospalax_galili ENSNGAG00000023914
jaculus_jaculus ENSJJAG00000016753
dipodomys_ordii ENSDORG00000008687
spermophilus_dauricus ENSSDAG00000019416
ictidomys_tridecemlineatus ENSSTOG00000015074
urocitellus_parryii ENSUPAG00010006912
marmota_marmota_marmota ENSMMMG00000020256
heterocephalus_glaber_female ENSHGLG00000018825
heterocephalus_glaber_male ENSHGLG00100013054
fukomys_damarensis ENSFDAG00000011131
chinchilla_lanigera ENSCLAG00000007987
octodon_degus ENSODEG00000009728
cavia_porcellus ENSCPOG00000034352
cavia_aperea ENSCAPG00000013623
canis_lupus_dingo ENSCAFG00020023056
canis_lupus_familiaris ENSCAFG00000006227
vulpes_vulpes ENSVVUG00000012324
ursus_maritimus ENSUMAG00000003259
ursus_americanus ENSUAMG00000011245
ailuropoda_melanoleuca ENSAMEG00000002299
neovison_vison ENSNVIG00000007266
mustela_putorius_furo ENSMPUG00000007383
panthera_pardus ENSPPRG00000002306
panthera_tigris_altaica ENSPTIG00000012501
felis_catus ENSFCAG00000009894
pteropus_vampyrus ENSPVAG00000014104
loxodonta_africana ENSLAFG00000011565
procavia_capensis ENSPCAG00000001221
choloepus_hoffmanni ENSCHOG00000012838
notamacropus_eugenii ENSMEUG00000008677
phascolarctos_cinereus ENSPCIG00000030977
sarcophilus_harrisii ENSSHAG00000011196
monodelphis_domestica ENSMODG00000008293
ornithorhynchus_anatinus ENSOANG00000006619
xenopus_tropicalis ENSXETG00000023832
latimeria_chalumnae ENSLACG00000011562
scleropages_formosus ENSSFOG00015021706
paramormyrops_kingsleyae ENSPKIG00000015465
maylandia_zebra ENSMZEG00005006496
astatotilapia_calliptera ENSACLG00000004348
pundamilia_nyererei ENSPNYG00000001671
haplochromis_burtoni ENSHBUG00000005351
neolamprologus_brichardi ENSNBRG00000000817
oreochromis_niloticus ENSONIG00000008563
amphilophus_citrinellus ENSACIG00000019166
cyprinodon_variegatus ENSCVAG00000008549
fundulus_heteroclitus ENSFHEG00000007653
xiphophorus_maculatus ENSXMAG00000016644
gambusia_affinis ENSGAFG00000021986
poecilia_formosa ENSPFOG00000012011
poecilia_mexicana ENSPMEG00000004050
poecilia_latipinna ENSPLAG00000003366
poecilia_reticulata ENSPREG00000004222
oryzias_latipes_asm223469v1 ENSORLG00015007717
oryzias_latipes ENSORLG00000004122
oryzias_latipes ENSORLG00020014805
oryzias_melastigma ENSOMEG00000012371
kryptolebias_marmoratus ENSKMAG00000003605
periophthalmus_magnuspinnatus ENSPMGG00000005772
takifugu_rubripes ENSTRUG00000016961
tetraodon_nigroviridis ENSTNIG00000016019
mola_mola ENSMMOG00000012178
amphiprion_ocellaris ENSAOCG00000010506
acanthochromis_polyacanthus ENSAPOG00000016357
stegastes_partitus ENSSPAG00000005308
mastacembelus_armatus ENSMAMG00000023218
scophthalmus_maximus ENSSMAG00000009419
cynoglossus_semilaevis ENSCSEG00000015533
seriola_dumerili ENSSDUG00000022359
seriola_lalandi_dorsalis ENSSLDG00000010263
gasterosteus_aculeatus ENSGACG00000010168
monopterus_albus ENSMALG00000010328
anabas_testudineus ENSATEG00000016745
labrus_bergylta ENSLBEG00000011530
amphiprion_percula ENSAPEG00000002771
hippocampus_comes ENSHCOG00000011605
gadus_morhua ENSGMOG00000018281
esox_lucius ENSELUG00000007578
astyanax_mexicanus ENSAMXG00000005776
pygocentrus_nattereri ENSPNAG00000030003
ictalurus_punctatus ENSIPUG00000007412
danio_rerio ENSDARG00000045525
gasterosteus_aculeatus ENSGACG00000020067
scophthalmus_maximus ENSSMAG00000005752
fundulus_heteroclitus ENSFHEG00000003123
cyprinodon_variegatus ENSCVAG00000015476
xiphophorus_maculatus ENSXMAG00000008932
xiphophorus_couchianus ENSXCOG00000014833
gambusia_affinis ENSGAFG00000014217
poecilia_formosa ENSPFOG00000013031
poecilia_latipinna ENSPLAG00000000846
poecilia_mexicana ENSPMEG00000014836
poecilia_reticulata ENSPREG00000022689
kryptolebias_marmoratus ENSKMAG00000013835
oryzias_latipes ENSORLG00000016684
oryzias_latipes_asm223469v1 ENSORLG00015007224
oryzias_latipes ENSORLG00020008054
oryzias_melastigma ENSOMEG00000023830
tetraodon_nigroviridis ENSTNIG00000012679
takifugu_rubripes ENSTRUG00000015134
cynoglossus_semilaevis ENSCSEG00000005859
mastacembelus_armatus ENSMAMG00000017033
monopterus_albus ENSMALG00000013410
anabas_testudineus ENSATEG00000022484
mola_mola ENSMMOG00000007204
seriola_dumerili ENSSDUG00000016102
seriola_lalandi_dorsalis ENSSLDG00000008577
amphiprion_ocellaris ENSAOCG00000007029
amphiprion_percula ENSAPEG00000022273
acanthochromis_polyacanthus ENSAPOG00000020449
stegastes_partitus ENSSPAG00000003052
haplochromis_burtoni ENSHBUG00000007971
maylandia_zebra ENSMZEG00005000813
pundamilia_nyererei ENSPNYG00000021542
astatotilapia_calliptera ENSACLG00000015551
neolamprologus_brichardi ENSNBRG00000011882
oreochromis_niloticus ENSONIG00000017850
amphilophus_citrinellus ENSACIG00000004165
labrus_bergylta ENSLBEG00000005610
hippocampus_comes ENSHCOG00000018827
periophthalmus_magnuspinnatus ENSPMGG00000023562
gadus_morhua ENSGMOG00000013895
esox_lucius ENSELUG00000002986
pygocentrus_nattereri ENSPNAG00000016979
astyanax_mexicanus ENSAMXG00000042242
ictalurus_punctatus ENSIPUG00000008069
lepisosteus_oculatus ENSLOCG00000015758
