eptatretus_burgeri ENSEBUG00000009391
petromyzon_marinus ENSPMAG00000001028
phascolarctos_cinereus ENSPCIG00000012476
notamacropus_eugenii ENSMEUG00000001312
sarcophilus_harrisii ENSSHAG00000015737
monodelphis_domestica ENSMODG00000018806
loxodonta_africana ENSLAFG00000012088
procavia_capensis ENSPCAG00000006090
echinops_telfairi ENSETEG00000005177
dasypus_novemcinctus ENSDNOG00000001116
choloepus_hoffmanni ENSCHOG00000003104
ursus_americanus ENSUAMG00000007573
ursus_maritimus ENSUMAG00000004188
ailuropoda_melanoleuca ENSAMEG00000005714
neovison_vison ENSNVIG00000008485
canis_lupus_dingo ENSCAFG00020013321
canis_lupus_familiaris ENSCAFG00000002264
vulpes_vulpes ENSVVUG00000000847
panthera_pardus ENSPPRG00000009682
panthera_tigris_altaica ENSPTIG00000006392
felis_catus ENSFCAG00000029612
equus_caballus ENSECAG00000007346
equus_asinus_asinus ENSEASG00005019722
pteropus_vampyrus ENSPVAG00000013337
myotis_lucifugus ENSMLUG00000002752
erinaceus_europaeus ENSEEUG00000001859
bos_mutus ENSBMUG00000021712
bos_taurus ENSBTAG00000015083
bison_bison_bison ENSBBBG00000018016
capra_hircus ENSCHIG00000018667
ovis_aries ENSOARG00000015254
tursiops_truncatus ENSTTRG00000015248
castor_canadensis ENSCCNG00000029485
castor_canadensis ENSCCNG00000000105
dipodomys_ordii ENSDORG00000003625
heterocephalus_glaber_female ENSHGLG00000002075
heterocephalus_glaber_male ENSHGLG00100006771
heterocephalus_glaber_male ENSHGLG00100005089
fukomys_damarensis ENSFDAG00000010766
cavia_porcellus ENSCPOG00000001413
cavia_aperea ENSCAPG00000015104
octodon_degus ENSODEG00000000649
chinchilla_lanigera ENSCLAG00000008452
cricetulus_griseus_chok1gshd ENSCGRG00001024064
cricetulus_griseus_crigri-picr ENSCGRG00015013818
cricetulus_griseus_crigri ENSCGRG00000004429
mesocricetus_auratus ENSMAUG00000019094
microtus_ochrogaster ENSMOCG00000014301
peromyscus_maniculatus_bairdii ENSPEMG00000001194
mus_spicilegus ENSMSIG00000029524
mus_musculus ENSMUSG00000001366
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033598
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032459
mus_pahari MGP_PahariEiJ_G0015324
rattus_norvegicus ENSRNOG00000008214
meriones_unguiculatus ENSMUGG00000018083
nannospalax_galili ENSNGAG00000012086
jaculus_jaculus ENSJJAG00000007174
ictidomys_tridecemlineatus ENSSTOG00000002185
spermophilus_dauricus ENSSDAG00000020117
urocitellus_parryii ENSUPAG00010021197
marmota_marmota_marmota ENSMMMG00000000398
oryctolagus_cuniculus ENSOCUG00000011388
ochotona_princeps ENSOPRG00000003253
pan_paniscus ENSPPAG00000043395
pan_troglodytes ENSPTRG00000018287
homo_sapiens ENSG00000112146
gorilla_gorilla ENSGGOG00000006520
pongo_abelii ENSPPYG00000016718
nomascus_leucogenys ENSNLEG00000003558
papio_anubis ENSPANG00000015587
theropithecus_gelada ENSTGEG00000002757
mandrillus_leucophaeus ENSMLEG00000043788
cercocebus_atys ENSCATG00000019206
macaca_nemestrina ENSMNEG00000041281
macaca_fascicularis ENSMFAG00000044285
macaca_mulatta ENSMMUG00000005340
chlorocebus_sabaeus ENSCSAG00000013142
rhinopithecus_roxellana ENSRROG00000029600
rhinopithecus_bieti ENSRBIG00000023227
colobus_angolensis_palliatus ENSCANG00000043191
piliocolobus_tephrosceles ENSPTEG00000006238
cebus_capucinus ENSCCAG00000034208
saimiri_boliviensis_boliviensis ENSSBOG00000019141
callithrix_jacchus ENSCJAG00000042701
aotus_nancymaae ENSANAG00000037929
carlito_syrichta ENSTSYG00000012360
carlito_syrichta ENSTSYG00000032574
prolemur_simus ENSPSMG00000002181
propithecus_coquereli ENSPCOG00000011211
microcebus_murinus ENSMICG00000008924
otolemur_garnettii ENSOGAG00000007875
sus_scrofa ENSSSCG00000002629
vicugna_pacos ENSVPAG00000006373
mustela_putorius_furo ENSMPUG00000008879
sorex_araneus ENSSARG00000005025
tupaia_belangeri ENSTBEG00000003820
ornithorhynchus_anatinus ENSOANG00000002341
ornithorhynchus_anatinus ENSOANG00000030600
apteryx_owenii ENSAOWG00000017265
apteryx_haastii ENSAHAG00000014561
apteryx_rowi ENSARWG00000011588
dromaius_novaehollandiae ENSDNVG00000016672
nothoprocta_perdicaria ENSNPEG00000005073
anser_brachyrhynchus ENSABRG00000000387
anas_platyrhynchos_platyrhynchos ENSAPLG00000004171
meleagris_gallopavo ENSMGAG00000013928
gallus_gallus ENSGALG00000016320
coturnix_japonica ENSCJPG00005007854
numida_meleagris ENSNMEG00000021201
manacus_vitellinus ENSMVIG00005012274
lepidothrix_coronata ENSLCOG00000000615
lonchura_striata_domestica ENSLSDG00000012968
taeniopygia_guttata ENSTGUG00000012870
serinus_canaria ENSSCAG00000011304
ficedula_albicollis ENSFALG00000001856
cyanistes_caeruleus ENSCCEG00000001577
parus_major ENSPMJG00000009261
zonotrichia_albicollis ENSZALG00000017339
junco_hyemalis ENSJHYG00000014517
melopsittacus_undulatus ENSMUNG00000013673
calidris_pygmaea ENSCPGG00000001315
calidris_pugnax ENSCPUG00000008718
crocodylus_porosus ENSCPRG00005010667
chelonoidis_abingdonii ENSCABG00000019830
gopherus_agassizii ENSGAGG00000022636
chrysemys_picta_bellii ENSCPBG00000022033
pelodiscus_sinensis ENSPSIG00000013542
pogona_vitticeps ENSPVIG00000016995
anolis_carolinensis ENSACAG00000008576
notechis_scutatus ENSNSUG00000006891
salvator_merianae ENSSMRG00000011358
sphenodon_punctatus ENSSPUG00000006977
xenopus_tropicalis ENSXETG00000015980
latimeria_chalumnae ENSLACG00000000494
scophthalmus_maximus ENSSMAG00000005528
cynoglossus_semilaevis ENSCSEG00000009347
seriola_dumerili ENSSDUG00000023242
seriola_lalandi_dorsalis ENSSLDG00000001273
mastacembelus_armatus ENSMAMG00000008947
monopterus_albus ENSMALG00000000497
anabas_testudineus ENSATEG00000021584
labrus_bergylta ENSLBEG00000001915
mola_mola ENSMMOG00000012004
gasterosteus_aculeatus ENSGACG00000006449
cyprinodon_variegatus ENSCVAG00000019503
fundulus_heteroclitus ENSFHEG00000008613
xiphophorus_maculatus ENSXMAG00000010262
xiphophorus_couchianus ENSXCOG00000011902
gambusia_affinis ENSGAFG00000007912
