pteropus_vampyrus ENSPVAG00000002390
sorex_araneus ENSSARG00000000553
castor_canadensis ENSCCNG00000022946
echinops_telfairi ENSETEG00000006995
cricetulus_griseus ENSCGRG00000000598
ictidomys_tridecemlineatus ENSSTOG00000034170
saimiri_boliviensis ENSSBOG00000030654
sarcophilus_harrisii ENSSHAG00000016521
myotis_lucifugus ENSMLUG00000026449
myotis_lucifugus ENSMLUG00000030683
erinaceus_europaeus ENSEEUG00000015920
cavia_aperea ENSCAPG00000011656
mus_spicilegus ENSMSIG00000021198
urocitellus_parryii ENSUPAG00010018498
callithrix_jacchus ENSCJAG00000055469
aotus_nancymaae ENSANAG00000024988
choloepus_hoffmanni ENSCHOG00000007796
calidris_pygmaea ENSCPGG00000001312
junco_hyemalis ENSJHYG00000007641
anas_platyrhynchos ENSAPLG00000004588
nothoprocta_perdicaria ENSNPEG00000013965
calidris_pygmaea ENSCPGG00000001309
sphenodon_punctatus ENSSPUG00000010943
choloepus_hoffmanni ENSCHOG00000013123
gopherus_agassizii ENSGAGG00000005811
notamacropus_eugenii ENSMEUG00000000622
cyanistes_caeruleus ENSCCEG00000022086
taeniopygia_guttata ENSTGUG00000016463
junco_hyemalis ENSJHYG00000007634
xenopus_tropicalis ENSXETG00000017819
takifugu_rubripes ENSTRUG00000014249
larimichthys_crocea ENSLCRG00005004845
ictalurus_punctatus ENSIPUG00000015403
eptatretus_burgeri ENSEBUG00000004406
drosophila_melanogaster FBgn0260856
