amphiprion_percula ENSAPEG00000015381
oryzias_melastigma ENSOMEG00000005332
monopterus_albus ENSMALG00000020129
periophthalmus_magnuspinnatus ENSPMGG00000002007
mastacembelus_armatus ENSMAMG00000000249
cynoglossus_semilaevis ENSCSEG00000006792
poecilia_reticulata ENSPREG00000015687
poecilia_latipinna ENSPLAG00000019666
poecilia_mexicana ENSPMEG00000004855
xiphophorus_maculatus ENSXMAG00000021294
gambusia_affinis ENSGAFG00000018327
cyprinodon_variegatus ENSCVAG00000007014
mola_mola ENSMMOG00000011145
