sphenodon_punctatus ENSSPUG00000007511
salvator_merianae ENSSMRG00000006691
chrysemys_picta ENSCPBG00000008597
gopherus_agassizii ENSGAGG00000016137
pelodiscus_sinensis ENSPSIG00000005661
ornithorhynchus_anatinus ENSOANG00000012890
xenopus_tropicalis ENSXETG00000005752
latimeria_chalumnae ENSLACG00000007549
denticeps_clupeoides ENSDCDG00000002379
clupea_harengus ENSCHAG00000027637
astyanax_mexicanus ENSAMXG00000030904
astyanax_mexicanus ENSAMXG00005017669
astyanax_mexicanus ENSAMXG00000035395
astyanax_mexicanus ENSAMXG00005017642
pygocentrus_nattereri ENSPNAG00000025690
electrophorus_electricus ENSEEEG00000020061
ictalurus_punctatus ENSIPUG00000018278
danio_rerio ENSDARG00000038876
hucho_hucho ENSHHUG00000029679
esox_lucius ENSELUG00000020460
monopterus_albus ENSMALG00000001437
mastacembelus_armatus ENSMAMG00000021989
anabas_testudineus ENSATEG00000017019
betta_splendens ENSBSLG00000006281
lates_calcarifer ENSLCAG00010017618
larimichthys_crocea ENSLCRG00005013547
mola_mola ENSMMOG00000005253
labrus_bergylta ENSLBEG00000025097
cottoperca_gobio ENSCGOG00000005030
periophthalmus_magnuspinnatus ENSPMGG00000008337
hippocampus_comes ENSHCOG00000004571
amphiprion_percula ENSAPEG00000001989
amphiprion_ocellaris ENSAOCG00000016476
acanthochromis_polyacanthus ENSAPOG00000014623
stegastes_partitus ENSSPAG00000008433
parambassis_ranga ENSPRNG00000003444
pundamilia_nyererei ENSPNYG00000021523
maylandia_zebra ENSMZEG00005017297
haplochromis_burtoni ENSHBUG00000000714
neolamprologus_brichardi ENSNBRG00000005771
oreochromis_niloticus ENSONIG00000014568
amphilophus_citrinellus ENSACIG00000004061
poecilia_mexicana ENSPMEG00000013204
poecilia_formosa ENSPFOG00000009097
poecilia_latipinna ENSPLAG00000020650
poecilia_reticulata ENSPREG00000017496
xiphophorus_maculatus ENSXMAG00000006020
xiphophorus_couchianus ENSXCOG00000005318
fundulus_heteroclitus ENSFHEG00000009433
cyprinodon_variegatus ENSCVAG00000002258
kryptolebias_marmoratus ENSKMAG00000004549
oryzias_latipes ENSORLG00020004048
oryzias_latipes ENSORLG00000028113
oryzias_latipes ENSORLG00015021604
oryzias_melastigma ENSOMEG00000015975
hucho_hucho ENSHHUG00000038259
gambusia_affinis ENSGAFG00000005264
gadus_morhua ENSGMOG00000000588
paramormyrops_kingsleyae ENSPKIG00000007726
scleropages_formosus ENSSFOG00015012167
lepisosteus_oculatus ENSLOCG00000013243
erpetoichthys_calabaricus ENSECRG00000017563
callorhinchus_milii ENSCMIG00000014501
gambusia_affinis ENSGAFG00000005526
petromyzon_marinus ENSPMAG00000004276
