calidris_pugnax ENSCPUG00000004825
calidris_pygmaea ENSCPGG00000011368
melopsittacus_undulatus ENSMUNG00000002701
taeniopygia_guttata ENSTGUG00000017543
lonchura_striata_domestica ENSLSDG00000011889
zonotrichia_albicollis ENSZALG00000006327
serinus_canaria ENSSCAG00000005393
parus_major ENSPMJG00000005457
cyanistes_caeruleus ENSCCEG00000011960
ficedula_albicollis ENSFALG00000001876
lepidothrix_coronata ENSLCOG00000005238
manacus_vitellinus ENSMVIG00005019636
anser_brachyrhynchus ENSABRG00000013755
anas_platyrhynchos_platyrhynchos ENSAPLG00000013734
coturnix_japonica ENSCJPG00005005926
meleagris_gallopavo ENSMGAG00000008909
gallus_gallus ENSGALG00000002318
numida_meleagris ENSNMEG00000014293
apteryx_haastii ENSAHAG00000007550
apteryx_owenii ENSAOWG00000014089
apteryx_rowi ENSARWG00000017132
dromaius_novaehollandiae ENSDNVG00000014077
nothoprocta_perdicaria ENSNPEG00000009214
crocodylus_porosus ENSCPRG00005015523
chelonoidis_abingdonii ENSCABG00000015564
gopherus_agassizii ENSGAGG00000013528
chrysemys_picta_bellii ENSCPBG00000001739
pelodiscus_sinensis ENSPSIG00000017294
notechis_scutatus ENSNSUG00000013259
anolis_carolinensis ENSACAG00000008112
salvator_merianae ENSSMRG00000002952
sphenodon_punctatus ENSSPUG00000014417
oryctolagus_cuniculus ENSOCUG00000003362
ochotona_princeps ENSOPRG00000014739
tupaia_belangeri ENSTBEG00000014574
erinaceus_europaeus ENSEEUG00000014301
sorex_araneus ENSSARG00000003415
propithecus_coquereli ENSPCOG00000028813
microcebus_murinus ENSMICG00000006167
prolemur_simus ENSPSMG00000007314
otolemur_garnettii ENSOGAG00000009319
pan_paniscus ENSPPAG00000036731
pan_troglodytes ENSPTRG00000017157
homo_sapiens ENSG00000172901
gorilla_gorilla ENSGGOG00000007311
pongo_abelii ENSPPYG00000015702
nomascus_leucogenys ENSNLEG00000034383
piliocolobus_tephrosceles ENSPTEG00000037025
colobus_angolensis_palliatus ENSCANG00000043009
rhinopithecus_roxellana ENSRROG00000036892
rhinopithecus_bieti ENSRBIG00000037405
theropithecus_gelada ENSTGEG00000011678
papio_anubis ENSPANG00000020424
mandrillus_leucophaeus ENSMLEG00000031675
chlorocebus_sabaeus ENSCSAG00000014807
macaca_nemestrina ENSMNEG00000002752
macaca_mulatta ENSMMUG00000022191
macaca_fascicularis ENSMFAG00000044364
cercocebus_atys ENSCATG00000039779
cebus_capucinus ENSCCAG00000029311
saimiri_boliviensis_boliviensis ENSSBOG00000032192
callithrix_jacchus ENSCJAG00000016789
aotus_nancymaae ENSANAG00000027157
carlito_syrichta ENSTSYG00000001161
peromyscus_maniculatus_bairdii ENSPEMG00000013293
microtus_ochrogaster ENSMOCG00000011207
cricetulus_griseus_crigri-picr ENSCGRG00015005403
cricetulus_griseus_chok1gshd ENSCGRG00001020459
cricetulus_griseus_crigri ENSCGRG00000005655
mesocricetus_auratus ENSMAUG00000013484
mus_spicilegus ENSMSIG00000003241
mus_musculus ENSMUSG00000024481
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023171
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022260
mus_pahari MGP_PahariEiJ_G0018992
rattus_norvegicus ENSRNOG00000003950
meriones_unguiculatus ENSMUGG00000025899
nannospalax_galili ENSNGAG00000018780
jaculus_jaculus ENSJJAG00000022104
castor_canadensis ENSCCNG00000005354
chinchilla_lanigera ENSCLAG00000015763
octodon_degus ENSODEG00000002192
cavia_porcellus ENSCPOG00000001489
heterocephalus_glaber_female ENSHGLG00000009169
heterocephalus_glaber_male ENSHGLG00100000637
fukomys_damarensis ENSFDAG00000007484
urocitellus_parryii ENSUPAG00010020773
spermophilus_dauricus ENSSDAG00000007688
ictidomys_tridecemlineatus ENSSTOG00000007310
marmota_marmota_marmota ENSMMMG00000006879
bos_mutus ENSBMUG00000014700
bos_taurus ENSBTAG00000016644
bison_bison_bison ENSBBBG00000020819
capra_hircus ENSCHIG00000025037
ovis_aries ENSOARG00000016480
tursiops_truncatus ENSTTRG00000000815
sus_scrofa ENSSSCG00000014221
vicugna_pacos ENSVPAG00000001053
equus_caballus ENSECAG00000009580
equus_asinus_asinus ENSEASG00005015025
pteropus_vampyrus ENSPVAG00000004381
myotis_lucifugus ENSMLUG00000010725
ursus_americanus ENSUAMG00000026227
ursus_maritimus ENSUMAG00000023675
ailuropoda_melanoleuca ENSAMEG00000017013
neovison_vison ENSNVIG00000014878
mustela_putorius_furo ENSMPUG00000000793
canis_lupus_familiaris ENSCAFG00000000199
canis_lupus_dingo ENSCAFG00020004057
vulpes_vulpes ENSVVUG00000019479
panthera_pardus ENSPPRG00000009237
panthera_tigris_altaica ENSPTIG00000017608
felis_catus ENSFCAG00000029766
loxodonta_africana ENSLAFG00000002068
procavia_capensis ENSPCAG00000007962
echinops_telfairi ENSETEG00000004324
dasypus_novemcinctus ENSDNOG00000013988
choloepus_hoffmanni ENSCHOG00000012818
dipodomys_ordii ENSDORG00000006174
phascolarctos_cinereus ENSPCIG00000028580
notamacropus_eugenii ENSMEUG00000007281
sarcophilus_harrisii ENSSHAG00000003422
monodelphis_domestica ENSMODG00000013633
ornithorhynchus_anatinus ENSOANG00000014324
ornithorhynchus_anatinus ENSOANG00000021690
xenopus_tropicalis ENSXETG00000018734
latimeria_chalumnae ENSLACG00000015506
lepisosteus_oculatus ENSLOCG00000008894
