castor_canadensis ENSCCNG00000020769
dipodomys_ordii ENSDORG00000015744
mus_musculus ENSMUSG00000034413
mus_spretus MGP_SPRETEiJ_G0022193
mus_spicilegus ENSMSIG00000025549
mus_caroli MGP_CAROLIEiJ_G0021280
mus_pahari MGP_PahariEiJ_G0023598
rattus_norvegicus ENSRNOG00000027606
meriones_unguiculatus ENSMUGG00000006644
cricetulus_griseus ENSCGRG00015020457
cricetulus_griseus ENSCGRG00001022855
cricetulus_griseus ENSCGRG00000014424
mesocricetus_auratus ENSMAUG00000009175
microtus_ochrogaster ENSMOCG00000019556
peromyscus_maniculatus ENSPEMG00000018647
nannospalax_galili ENSNGAG00000018472
jaculus_jaculus ENSJJAG00000016269
chinchilla_lanigera ENSCLAG00000014210
octodon_degus ENSODEG00000001134
heterocephalus_glaber ENSHGLG00100003875
heterocephalus_glaber ENSHGLG00000006017
fukomys_damarensis ENSFDAG00000004075
cavia_aperea ENSCAPG00000007670
cavia_porcellus ENSCPOG00000040777
ictidomys_tridecemlineatus ENSSTOG00000025420
urocitellus_parryii ENSUPAG00010022219
marmota_marmota ENSMMMG00000010222
oryctolagus_cuniculus ENSOCUG00000027790
ochotona_princeps ENSOPRG00000019143
carlito_syrichta ENSTSYG00000032629
equus_caballus ENSECAG00000039619
equus_asinus ENSEASG00005011930
prolemur_simus ENSPSMG00000021466
microcebus_murinus ENSMICG00000037429
propithecus_coquereli ENSPCOG00000025987
otolemur_garnettii ENSOGAG00000026783
pan_paniscus ENSPPAG00000014966
gorilla_gorilla ENSGGOG00000004882
pan_troglodytes ENSPTRG00000033712
homo_sapiens ENSG00000214357
pongo_abelii ENSPPYG00000016046
nomascus_leucogenys ENSNLEG00000000392
papio_anubis ENSPANG00000001624
theropithecus_gelada ENSTGEG00000012521
macaca_nemestrina ENSMNEG00000044968
macaca_mulatta ENSMMUG00000008848
macaca_fascicularis ENSMFAG00000045555
cercocebus_atys ENSCATG00000038257
chlorocebus_sabaeus ENSCSAG00000009597
mandrillus_leucophaeus ENSMLEG00000033205
rhinopithecus_bieti ENSRBIG00000037294
rhinopithecus_roxellana ENSRROG00000043630
piliocolobus_tephrosceles ENSPTEG00000032080
colobus_angolensis ENSCANG00000043782
cebus_capucinus ENSCCAG00000024696
callithrix_jacchus ENSCJAG00000019254
