monodelphis_domestica ENSMODG00000011333
notamacropus_eugenii ENSMEUG00000001420
sarcophilus_harrisii ENSSHAG00000008583
tursiops_truncatus ENSTTRG00000011308
vicugna_pacos ENSVPAG00000002321
sus_scrofa ENSSSCG00000008321
vulpes_vulpes ENSVVUG00000026942
capra_hircus ENSCHIG00000020665
bos_taurus ENSBTAG00000008905
ovis_aries ENSOARG00000011205
bos_mutus ENSBMUG00000001284
erinaceus_europaeus ENSEEUG00000003733
panthera_tigris_altaica ENSPTIG00000006679
pteropus_vampyrus ENSPVAG00000013376
heterocephalus_glaber_male ENSHGLG00100009892
heterocephalus_glaber_female ENSHGLG00000015232
fukomys_damarensis ENSFDAG00000014079
chinchilla_lanigera ENSCLAG00000005728
octodon_degus ENSODEG00000011955
cavia_aperea ENSCAPG00000008744
cavia_porcellus ENSCPOG00000027561
oryctolagus_cuniculus ENSOCUG00000017295
carlito_syrichta ENSTSYG00000002605
castor_canadensis ENSCCNG00000026053
dipodomys_ordii ENSDORG00000000358
nannospalax_galili ENSNGAG00000010846
nannospalax_galili ENSNGAG00000015971
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029600
mus_musculus ENSMUSG00000030001
mus_spicilegus ENSMSIG00000015675
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028589
mus_pahari MGP_PahariEiJ_G0022326
rattus_norvegicus ENSRNOG00000015877
meriones_unguiculatus ENSMUGG00000020722
peromyscus_maniculatus_bairdii ENSPEMG00000008503
microtus_ochrogaster ENSMOCG00000000957
cricetulus_griseus_crigri-picr ENSCGRG00015018297
cricetulus_griseus_crigri ENSCGRG00000010636
cricetulus_griseus_chok1gshd ENSCGRG00001006982
mesocricetus_auratus ENSMAUG00000012549
jaculus_jaculus ENSJJAG00000002657
urocitellus_parryii ENSUPAG00010005952
spermophilus_dauricus ENSSDAG00000021369
ictidomys_tridecemlineatus ENSSTOG00000007556
marmota_marmota_marmota ENSMMMG00000004487
procavia_capensis ENSPCAG00000006994
ailuropoda_melanoleuca ENSAMEG00000015931
ursus_americanus ENSUAMG00000008466
mustela_putorius_furo ENSMPUG00000007271
neovison_vison ENSNVIG00000003139
canis_lupus_dingo ENSCAFG00020001888
canis_lupus_familiaris ENSCAFG00000023073
vulpes_vulpes ENSVVUG00000028059
panthera_pardus ENSPPRG00000011034
felis_catus ENSFCAG00000013444
myotis_lucifugus ENSMLUG00000017374
equus_caballus ENSECAG00000024203
equus_asinus_asinus ENSEASG00005007543
propithecus_coquereli ENSPCOG00000020922
prolemur_simus ENSPSMG00000021147
microcebus_murinus ENSMICG00000011826
otolemur_garnettii ENSOGAG00000030530
pongo_abelii ENSPPYG00000012320
pongo_abelii ENSPPYG00000012737
