gallus_gallus ENSGALG00000036806
coturnix_japonica ENSCJPG00005003560
melopsittacus_undulatus ENSMUNG00000003376
apteryx_owenii ENSAOWG00000006843
apteryx_rowi ENSARWG00000007597
dromaius_novaehollandiae ENSDNVG00000016057
meleagris_gallopavo ENSMGAG00000016255
anser_brachyrhynchus ENSABRG00000017531
calidris_pygmaea ENSCPGG00000013135
anas_platyrhynchos_platyrhynchos ENSAPLG00000015433
lepidothrix_coronata ENSLCOG00000007773
nothoprocta_perdicaria ENSNPEG00000002180
lonchura_striata_domestica ENSLSDG00000003560
taeniopygia_guttata ENSTGUG00000016124
cyanistes_caeruleus ENSCCEG00000001467
apteryx_haastii ENSAHAG00000000778
ornithorhynchus_anatinus ENSOANG00000003229
pelodiscus_sinensis ENSPSIG00000002996
chelonoidis_abingdonii ENSCABG00000007130
pogona_vitticeps ENSPVIG00000017589
anolis_carolinensis ENSACAG00000015420
notechis_scutatus ENSNSUG00000008418
salvator_merianae ENSSMRG00000005040
xenopus_tropicalis ENSXETG00000021861
sphenodon_punctatus ENSSPUG00000015149
petromyzon_marinus ENSPMAG00000003876
oryctolagus_cuniculus ENSOCUG00000024871
ochotona_princeps ENSOPRG00000007723
erinaceus_europaeus ENSEEUG00000006811
pan_troglodytes ENSPTRG00000005063
gorilla_gorilla ENSGGOG00000014706
homo_sapiens ENSG00000135414
colobus_angolensis_palliatus ENSCANG00000010408
rhinopithecus_roxellana ENSRROG00000041390
piliocolobus_tephrosceles ENSPTEG00000033939
papio_anubis ENSPANG00000000449
cercocebus_atys ENSCATG00000045223
macaca_nemestrina ENSMNEG00000033320
theropithecus_gelada ENSTGEG00000012059
mandrillus_leucophaeus ENSMLEG00000032721
chlorocebus_sabaeus ENSCSAG00000005308
pan_paniscus ENSPPAG00000036686
pongo_abelii ENSPPYG00000029899
nomascus_leucogenys ENSNLEG00000017601
macaca_mulatta ENSMMUG00000006288
cebus_capucinus ENSCCAG00000032339
callithrix_jacchus ENSCJAG00000007914
saimiri_boliviensis_boliviensis ENSSBOG00000033742
aotus_nancymaae ENSANAG00000033148
carlito_syrichta ENSTSYG00000037005
propithecus_coquereli ENSPCOG00000023892
microcebus_murinus ENSMICG00000030868
prolemur_simus ENSPSMG00000023948
otolemur_garnettii ENSOGAG00000001692
tupaia_belangeri ENSTBEG00000003442
pteropus_vampyrus ENSPVAG00000017751
myotis_lucifugus ENSMLUG00000003560
capra_hircus ENSCHIG00000000705
ovis_aries ENSOARG00000011231
bos_taurus ENSBTAG00000007417
bos_mutus ENSBMUG00000017820
bison_bison_bison ENSBBBG00000003243
tursiops_truncatus ENSTTRG00000009732
sus_scrofa ENSSSCG00000000363
ursus_americanus ENSUAMG00000014664
ailuropoda_melanoleuca ENSAMEG00000011806
neovison_vison ENSNVIG00000021844
mustela_putorius_furo ENSMPUG00000000880
canis_lupus_dingo ENSCAFG00020026108
vulpes_vulpes ENSVVUG00000022784
panthera_tigris_altaica ENSPTIG00000015812
panthera_pardus ENSPPRG00000021730
felis_catus ENSFCAG00000027442
equus_asinus_asinus ENSEASG00005002214
equus_caballus ENSECAG00000020505
dasypus_novemcinctus ENSDNOG00000014513
loxodonta_africana ENSLAFG00000013173
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016784
mus_musculus ENSMUSG00000025352
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015959
mus_pahari MGP_PahariEiJ_G0031125
rattus_norvegicus ENSRNOG00000007610
meriones_unguiculatus ENSMUGG00000006868
meriones_unguiculatus ENSMUGG00000006658
cricetulus_griseus_chok1gshd ENSCGRG00001010095
cricetulus_griseus_crigri-picr ENSCGRG00015028169
mesocricetus_auratus ENSMAUG00000011796
microtus_ochrogaster ENSMOCG00000015305
peromyscus_maniculatus_bairdii ENSPEMG00000001312
nannospalax_galili ENSNGAG00000014945
jaculus_jaculus ENSJJAG00000019875
castor_canadensis ENSCCNG00000026775
ictidomys_tridecemlineatus ENSSTOG00000027405
spermophilus_dauricus ENSSDAG00000006807
urocitellus_parryii ENSUPAG00010014952
marmota_marmota_marmota ENSMMMG00000014271
heterocephalus_glaber_male ENSHGLG00100013245
heterocephalus_glaber_female ENSHGLG00000009501
heterocephalus_glaber_male ENSHGLG00100003361
heterocephalus_glaber_female ENSHGLG00000002070
fukomys_damarensis ENSFDAG00000017621
octodon_degus ENSODEG00000004691
cavia_aperea ENSCAPG00000007423
cavia_porcellus ENSCPOG00000033585
dipodomys_ordii ENSDORG00000013875
cricetulus_griseus_crigri ENSCGRG00000015542
mus_spicilegus ENSMSIG00000028443
canis_lupus_familiaris ENSCAFG00000000065
ursus_maritimus ENSUMAG00000016174
rhinopithecus_bieti ENSRBIG00000041780
macaca_fascicularis ENSMFAG00000002695
chinchilla_lanigera ENSCLAG00000011406
castor_canadensis ENSCCNG00000028762
meleagris_gallopavo ENSMGAG00000016191
numida_meleagris ENSNMEG00000013621
ornithorhynchus_anatinus ENSOANG00000008004
chrysemys_picta_bellii ENSCPBG00000020133
gopherus_agassizii ENSGAGG00000010719
eptatretus_burgeri ENSEBUG00000007559
notamacropus_eugenii ENSMEUG00000014876
phascolarctos_cinereus ENSPCIG00000024664
sarcophilus_harrisii ENSSHAG00000009247
