meleagris_gallopavo ENSMGAG00000005210
gallus_gallus ENSGALG00000023787
anas_platyrhynchos_platyrhynchos ENSAPLG00000011065
junco_hyemalis ENSJHYG00000008486
zonotrichia_albicollis ENSZALG00000015734
serinus_canaria ENSSCAG00000007115
taeniopygia_guttata ENSTGUG00000005712
ficedula_albicollis ENSFALG00000006618
parus_major ENSPMJG00000019037
cyanistes_caeruleus ENSCCEG00000009079
numida_meleagris ENSNMEG00000015625
coturnix_japonica ENSCJPG00005011272
anser_brachyrhynchus ENSABRG00000011373
manacus_vitellinus ENSMVIG00005010860
lepidothrix_coronata ENSLCOG00000011069
melopsittacus_undulatus ENSMUNG00000004607
calidris_pugnax ENSCPUG00000000237
calidris_pygmaea ENSCPGG00000007865
apteryx_owenii ENSAOWG00000014484
apteryx_rowi ENSARWG00000014511
apteryx_haastii ENSAHAG00000002335
dromaius_novaehollandiae ENSDNVG00000008606
nothoprocta_perdicaria ENSNPEG00000000852
crocodylus_porosus ENSCPRG00005015915
sphenodon_punctatus ENSSPUG00000007441
sphenodon_punctatus ENSSPUG00000007430
pogona_vitticeps ENSPVIG00000016905
anolis_carolinensis ENSACAG00000014754
pogona_vitticeps ENSPVIG00000016904
salvator_merianae ENSSMRG00000007266
chelonoidis_abingdonii ENSCABG00000020745
gopherus_agassizii ENSGAGG00000008344
chrysemys_picta_bellii ENSCPBG00000020394
xenopus_tropicalis ENSXETG00000033610
monopterus_albus ENSMALG00000003695
mastacembelus_armatus ENSMAMG00000009081
anabas_testudineus ENSATEG00000010237
seriola_dumerili ENSSDUG00000014932
seriola_lalandi_dorsalis ENSSLDG00000021343
scophthalmus_maximus ENSSMAG00000017617
astatotilapia_calliptera ENSACLG00000020799
maylandia_zebra ENSMZEG00005015124
haplochromis_burtoni ENSHBUG00000016209
pundamilia_nyererei ENSPNYG00000016483
neolamprologus_brichardi ENSNBRG00000013042
oreochromis_niloticus ENSONIG00000008148
amphilophus_citrinellus ENSACIG00000018387
fundulus_heteroclitus ENSFHEG00000021115
cyprinodon_variegatus ENSCVAG00000009960
poecilia_formosa ENSPFOG00000007756
poecilia_latipinna ENSPLAG00000020614
poecilia_mexicana ENSPMEG00000003869
poecilia_reticulata ENSPREG00000021971
xiphophorus_maculatus ENSXMAG00000008576
xiphophorus_couchianus ENSXCOG00000012773
gambusia_affinis ENSGAFG00000010373
kryptolebias_marmoratus ENSKMAG00000016032
oryzias_latipes ENSORLG00000007999
oryzias_latipes ENSORLG00020021151
oryzias_latipes_asm223469v1 ENSORLG00015002394
oryzias_melastigma ENSOMEG00000016758
amphiprion_ocellaris ENSAOCG00000010815
amphiprion_percula ENSAPEG00000014326
acanthochromis_polyacanthus ENSAPOG00000009837
stegastes_partitus ENSSPAG00000015719
tetraodon_nigroviridis ENSTNIG00000017963
takifugu_rubripes ENSTRUG00000015888
mola_mola ENSMMOG00000011901
gasterosteus_aculeatus ENSGACG00000008468
labrus_bergylta ENSLBEG00000026858
cynoglossus_semilaevis ENSCSEG00000017641
hippocampus_comes ENSHCOG00000016435
periophthalmus_magnuspinnatus ENSPMGG00000021117
gadus_morhua ENSGMOG00000002001
esox_lucius ENSELUG00000007736
pygocentrus_nattereri ENSPNAG00000001246
astyanax_mexicanus ENSAMXG00000008628
ictalurus_punctatus ENSIPUG00000004995
danio_rerio ENSDARG00000061634
scleropages_formosus ENSSFOG00015002523
paramormyrops_kingsleyae ENSPKIG00000005563
lepisosteus_oculatus ENSLOCG00000004526
