pogona_vitticeps ENSPVIG00000002468
anolis_carolinensis ENSACAG00000001288
salvator_merianae ENSSMRG00000017430
sphenodon_punctatus ENSSPUG00000001831
anser_brachyrhynchus ENSABRG00000019520
anas_platyrhynchos_platyrhynchos ENSAPLG00000015630
gallus_gallus ENSGALG00000006167
meleagris_gallopavo ENSMGAG00000008513
coturnix_japonica ENSCJPG00005008244
numida_meleagris ENSNMEG00000021001
zonotrichia_albicollis ENSZALG00000007403
junco_hyemalis ENSJHYG00000002575
serinus_canaria ENSSCAG00000014035
taeniopygia_guttata ENSTGUG00000006230
lonchura_striata_domestica ENSLSDG00000011255
parus_major ENSPMJG00000019410
cyanistes_caeruleus ENSCCEG00000004774
ficedula_albicollis ENSFALG00000001662
manacus_vitellinus ENSMVIG00005005192
calidris_pygmaea ENSCPGG00000012713
calidris_pugnax ENSCPUG00000003529
melopsittacus_undulatus ENSMUNG00000011503
apteryx_haastii ENSAHAG00000006900
apteryx_owenii ENSAOWG00000006565
apteryx_rowi ENSARWG00000015289
dromaius_novaehollandiae ENSDNVG00000013369
nothoprocta_perdicaria ENSNPEG00000002742
anas_platyrhynchos_platyrhynchos ENSAPLG00000020275
lepidothrix_coronata ENSLCOG00000003843
crocodylus_porosus ENSCPRG00005016862
gopherus_agassizii ENSGAGG00000000732
gopherus_agassizii ENSGAGG00000000737
chelonoidis_abingdonii ENSCABG00000007023
chrysemys_picta_bellii ENSCPBG00000015677
pelodiscus_sinensis ENSPSIG00000002426
myotis_lucifugus ENSMLUG00000023648
myotis_lucifugus ENSMLUG00000025301
pteropus_vampyrus ENSPVAG00000011878
bos_mutus ENSBMUG00000003269
bos_taurus ENSBTAG00000020214
bison_bison_bison ENSBBBG00000022508
capra_hircus ENSCHIG00000026111
ovis_aries ENSOARG00000015564
vicugna_pacos ENSVPAG00000003594
equus_asinus_asinus ENSEASG00005015409
equus_caballus ENSECAG00000012002
tursiops_truncatus ENSTTRG00000006576
ursus_americanus ENSUAMG00000011826
ursus_maritimus ENSUMAG00000001521
ailuropoda_melanoleuca ENSAMEG00000000485
mustela_putorius_furo ENSMPUG00000004724
neovison_vison ENSNVIG00000017644
canis_lupus_dingo ENSCAFG00020013636
canis_lupus_familiaris ENSCAFG00000024650
vulpes_vulpes ENSVVUG00000030213
panthera_pardus ENSPPRG00000008317
panthera_tigris_altaica ENSPTIG00000019341
felis_catus ENSFCAG00000040304
erinaceus_europaeus ENSEEUG00000008159
sorex_araneus ENSSARG00000006439
sus_scrofa ENSSSCG00000037101
heterocephalus_glaber_female ENSHGLG00000007352
heterocephalus_glaber_male ENSHGLG00100012729
fukomys_damarensis ENSFDAG00000009209
chinchilla_lanigera ENSCLAG00000004998
octodon_degus ENSODEG00000006259
cavia_porcellus ENSCPOG00000006377
cavia_aperea ENSCAPG00000012243
castor_canadensis ENSCCNG00000009615
dipodomys_ordii ENSDORG00000010331
microtus_ochrogaster ENSMOCG00000015261
peromyscus_maniculatus_bairdii ENSPEMG00000005562
cricetulus_griseus_chok1gshd ENSCGRG00001024385
cricetulus_griseus_crigri ENSCGRG00000013901
cricetulus_griseus_crigri-picr ENSCGRG00015013642
mesocricetus_auratus ENSMAUG00000000978
mus_musculus ENSMUSG00000070639
mus_spicilegus ENSMSIG00000018200
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028488
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027490
mus_pahari MGP_PahariEiJ_G0017262
rattus_norvegicus ENSRNOG00000002129
meriones_unguiculatus ENSMUGG00000024529
nannospalax_galili ENSNGAG00000013162
jaculus_jaculus ENSJJAG00000015010
marmota_marmota_marmota ENSMMMG00000024050
urocitellus_parryii ENSUPAG00010000818
spermophilus_dauricus ENSSDAG00000023181
oryctolagus_cuniculus ENSOCUG00000010780
ochotona_princeps ENSOPRG00000008996
pan_troglodytes ENSPTRG00000022980
pan_paniscus ENSPPAG00000027112
gorilla_gorilla ENSGGOG00000006067
homo_sapiens ENSG00000197147
pongo_abelii ENSPPYG00000001169
nomascus_leucogenys ENSNLEG00000010258
rhinopithecus_bieti ENSRBIG00000028115
rhinopithecus_roxellana ENSRROG00000015799
colobus_angolensis_palliatus ENSCANG00000038304
piliocolobus_tephrosceles ENSPTEG00000028710
macaca_fascicularis ENSMFAG00000026599
macaca_mulatta ENSMMUG00000017707
macaca_nemestrina ENSMNEG00000024544
cercocebus_atys ENSCATG00000018908
mandrillus_leucophaeus ENSMLEG00000032470
papio_anubis ENSPANG00000012682
theropithecus_gelada ENSTGEG00000022420
chlorocebus_sabaeus ENSCSAG00000001453
macaca_nemestrina ENSMNEG00000032392
macaca_fascicularis ENSMFAG00000000735
mandrillus_leucophaeus ENSMLEG00000043348
colobus_angolensis_palliatus ENSCANG00000041488
saimiri_boliviensis_boliviensis ENSSBOG00000023672
cebus_capucinus ENSCCAG00000032246
callithrix_jacchus ENSCJAG00000001922
aotus_nancymaae ENSANAG00000023459
carlito_syrichta ENSTSYG00000003670
propithecus_coquereli ENSPCOG00000000469
microcebus_murinus ENSMICG00000006686
prolemur_simus ENSPSMG00000026045
otolemur_garnettii ENSOGAG00000032246
loxodonta_africana ENSLAFG00000015851
echinops_telfairi ENSETEG00000004947
dasypus_novemcinctus ENSDNOG00000001251
phascolarctos_cinereus ENSPCIG00000003195
sarcophilus_harrisii ENSSHAG00000018504
monodelphis_domestica ENSMODG00000012079
ornithorhynchus_anatinus ENSOANG00000007872
xenopus_tropicalis ENSXETG00000025190
latimeria_chalumnae ENSLACG00000010901
