eptatretus_burgeri ENSEBUG00000009410
petromyzon_marinus ENSPMAG00000005130
ictalurus_punctatus ENSIPUG00000012106
pygocentrus_nattereri ENSPNAG00000003419
paramormyrops_kingsleyae ENSPKIG00000019181
lepisosteus_oculatus ENSLOCG00000012432
scleropages_formosus ENSSFOG00015004617
mola_mola ENSMMOG00000020525
labrus_bergylta ENSLBEG00000022896
seriola_lalandi_dorsalis ENSSLDG00000008746
seriola_dumerili ENSSDUG00000017696
scophthalmus_maximus ENSSMAG00000006308
monopterus_albus ENSMALG00000004637
mastacembelus_armatus ENSMAMG00000001087
anabas_testudineus ENSATEG00000002776
amphiprion_ocellaris ENSAOCG00000023133
amphiprion_percula ENSAPEG00000017313
acanthochromis_polyacanthus ENSAPOG00000022797
stegastes_partitus ENSSPAG00000020466
pundamilia_nyererei ENSPNYG00000009778
haplochromis_burtoni ENSHBUG00000002429
maylandia_zebra ENSMZEG00005022631
astatotilapia_calliptera ENSACLG00000003767
neolamprologus_brichardi ENSNBRG00000016806
oreochromis_niloticus ENSONIG00000001246
amphilophus_citrinellus ENSACIG00000011818
takifugu_rubripes ENSTRUG00000014769
tetraodon_nigroviridis ENSTNIG00000011691
cynoglossus_semilaevis ENSCSEG00000017484
poecilia_formosa ENSPFOG00000014108
poecilia_latipinna ENSPLAG00000001057
poecilia_mexicana ENSPMEG00000015360
poecilia_reticulata ENSPREG00000009293
xiphophorus_maculatus ENSXMAG00000013850
gambusia_affinis ENSGAFG00000018204
cyprinodon_variegatus ENSCVAG00000022609
fundulus_heteroclitus ENSFHEG00000006429
kryptolebias_marmoratus ENSKMAG00000017992
oryzias_latipes ENSORLG00000004426
oryzias_latipes ENSORLG00020000148
oryzias_latipes_asm223469v1 ENSORLG00015020333
oryzias_melastigma ENSOMEG00000023666
gasterosteus_aculeatus ENSGACG00000008462
periophthalmus_magnuspinnatus ENSPMGG00000000360
hippocampus_comes ENSHCOG00000017255
gadus_morhua ENSGMOG00000015544
esox_lucius ENSELUG00000019579
danio_rerio ENSDARG00000015610
sus_scrofa ENSSSCG00000017394
ovis_aries ENSOARG00000002687
sorex_araneus ENSSARG00000014189
pteropus_vampyrus ENSPVAG00000016559
cebus_capucinus ENSCCAG00000022100
cebus_capucinus ENSCCAG00000031811
cebus_capucinus ENSCCAG00000028937
saimiri_boliviensis_boliviensis ENSSBOG00000033379
aotus_nancymaae ENSANAG00000028328
cercocebus_atys ENSCATG00000031150
papio_anubis ENSPANG00000033781
macaca_fascicularis ENSMFAG00000040821
macaca_mulatta ENSMMUG00000047416
colobus_angolensis_palliatus ENSCANG00000031473
nomascus_leucogenys ENSNLEG00000026683
rhinopithecus_roxellana ENSRROG00000039495
colobus_angolensis_palliatus ENSCANG00000005798
colobus_angolensis_palliatus ENSCANG00000029821
rhinopithecus_bieti ENSRBIG00000031186
macaca_fascicularis ENSMFAG00000002868
mandrillus_leucophaeus ENSMLEG00000034851
cercocebus_atys ENSCATG00000030716
papio_anubis ENSPANG00000021420
macaca_nemestrina ENSMNEG00000004340
macaca_mulatta ENSMMUG00000016797
chlorocebus_sabaeus ENSCSAG00000003279
pan_troglodytes ENSPTRG00000009211
pan_paniscus ENSPPAG00000028905
homo_sapiens ENSG00000131462
nomascus_leucogenys ENSNLEG00000011686
aotus_nancymaae ENSANAG00000034743
theropithecus_gelada ENSTGEG00000029235
carlito_syrichta ENSTSYG00000035742
propithecus_coquereli ENSPCOG00000022279
microcebus_murinus ENSMICG00000047848
otolemur_garnettii ENSOGAG00000009883
tupaia_belangeri ENSTBEG00000015835
cricetulus_griseus_crigri ENSCGRG00000007719
cricetulus_griseus_crigri-picr ENSCGRG00015000942
peromyscus_maniculatus_bairdii ENSPEMG00000027277
microtus_ochrogaster ENSMOCG00000018346
rattus_norvegicus ENSRNOG00000020213
mus_musculus ENSMUSG00000035198
urocitellus_parryii ENSUPAG00010009862
marmota_marmota_marmota ENSMMMG00000005405
cricetulus_griseus_chok1gshd ENSCGRG00001001818
nannospalax_galili ENSNGAG00000014805
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018042
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017199
mus_pahari MGP_PahariEiJ_G0018329
meriones_unguiculatus ENSMUGG00000023294
jaculus_jaculus ENSJJAG00000020643
octodon_degus ENSODEG00000018022
cavia_porcellus ENSCPOG00000033099
heterocephalus_glaber_female ENSHGLG00000012574
chinchilla_lanigera ENSCLAG00000015846
spermophilus_dauricus ENSSDAG00000009916
dipodomys_ordii ENSDORG00000006534
oryctolagus_cuniculus ENSOCUG00000029248
ochotona_princeps ENSOPRG00000012349
fukomys_damarensis ENSFDAG00000011301
procavia_capensis ENSPCAG00000014378
monodelphis_domestica ENSMODG00000014971
neovison_vison ENSNVIG00000013082
ailuropoda_melanoleuca ENSAMEG00000006612
canis_lupus_dingo ENSCAFG00020013165
canis_lupus_familiaris ENSCAFG00000014890
felis_catus ENSFCAG00000040548
panthera_pardus ENSPPRG00000000111
myotis_lucifugus ENSMLUG00000016694
bos_taurus ENSBTAG00000048152
bos_mutus ENSBMUG00000015682
bison_bison_bison ENSBBBG00000011157
capra_hircus ENSCHIG00000023630
vicugna_pacos ENSVPAG00000010330
tursiops_truncatus ENSTTRG00000016404
dasypus_novemcinctus ENSDNOG00000007019
sarcophilus_harrisii ENSSHAG00000014001
