pteropus_vampyrus ENSPVAG00000001860
myotis_lucifugus ENSMLUG00000016219
equus_caballus ENSECAG00000016535
equus_asinus_asinus ENSEASG00005002266
loxodonta_africana ENSLAFG00000016571
procavia_capensis ENSPCAG00000014295
ornithorhynchus_anatinus ENSOANG00000003049
xenopus_tropicalis ENSXETG00000023413
lepisosteus_oculatus ENSLOCG00000012112
danio_rerio ENSDARG00000104801
phascolarctos_cinereus ENSPCIG00000021616
sarcophilus_harrisii ENSSHAG00000006931
monodelphis_domestica ENSMODG00000003363
apteryx_haastii ENSAHAG00000013999
apteryx_rowi ENSARWG00000000123
apteryx_owenii ENSAOWG00000018192
dromaius_novaehollandiae ENSDNVG00000010415
calidris_pygmaea ENSCPGG00000003874
calidris_pugnax ENSCPUG00000006813
lepidothrix_coronata ENSLCOG00000015837
manacus_vitellinus ENSMVIG00005008333
melopsittacus_undulatus ENSMUNG00000003560
gallus_gallus ENSGALG00000031275
coturnix_japonica ENSCJPG00005007866
meleagris_gallopavo ENSMGAG00000008839
numida_meleagris ENSNMEG00000007469
anser_brachyrhynchus ENSABRG00000006192
anas_platyrhynchos_platyrhynchos ENSAPLG00000011845
taeniopygia_guttata ENSTGUG00000009648
taeniopygia_guttata ENSTGUG00000015692
lonchura_striata_domestica ENSLSDG00000013906
parus_major ENSPMJG00000014364
cyanistes_caeruleus ENSCCEG00000001654
serinus_canaria ENSSCAG00000008091
junco_hyemalis ENSJHYG00000015831
zonotrichia_albicollis ENSZALG00000017227
ficedula_albicollis ENSFALG00000006441
nothoprocta_perdicaria ENSNPEG00000015839
crocodylus_porosus ENSCPRG00005007858
gopherus_agassizii ENSGAGG00000007482
chelonoidis_abingdonii ENSCABG00000001496
chrysemys_picta_bellii ENSCPBG00000028394
pelodiscus_sinensis ENSPSIG00000013363
notechis_scutatus ENSNSUG00000009277
pogona_vitticeps ENSPVIG00000005491
salvator_merianae ENSSMRG00000003424
xenopus_tropicalis ENSXETG00000019687
latimeria_chalumnae ENSLACG00000004269
tupaia_belangeri ENSTBEG00000009499
dipodomys_ordii ENSDORG00000028433
castor_canadensis ENSCCNG00000017837
cricetulus_griseus_chok1gshd ENSCGRG00001024011
cricetulus_griseus_crigri ENSCGRG00000004190
cricetulus_griseus_crigri-picr ENSCGRG00015017831
cricetulus_griseus_chok1gshd ENSCGRG00001013449
cricetulus_griseus_crigri-picr ENSCGRG00015010928
mesocricetus_auratus ENSMAUG00000000304
microtus_ochrogaster ENSMOCG00000009265
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023279
mus_spicilegus ENSMSIG00000020317
mus_musculus ENSMUSG00000001473
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022367
mus_pahari MGP_PahariEiJ_G0019096
rattus_norvegicus ENSRNOG00000018371
