takifugu_rubripes ENSTRUG00000025543
mola_mola ENSMMOG00000008888
labrus_bergylta ENSLBEG00000024290
seriola_lalandi_dorsalis ENSSLDG00000010904
seriola_dumerili ENSSDUG00000004671
cynoglossus_semilaevis ENSCSEG00000014356
monopterus_albus ENSMALG00000016749
mastacembelus_armatus ENSMAMG00000000549
anabas_testudineus ENSATEG00000011823
amphiprion_ocellaris ENSAOCG00000020720
amphiprion_percula ENSAPEG00000001443
acanthochromis_polyacanthus ENSAPOG00000012185
stegastes_partitus ENSSPAG00000018260
poecilia_formosa ENSPFOG00000023062
poecilia_latipinna ENSPLAG00000019543
poecilia_mexicana ENSPMEG00000017291
poecilia_reticulata ENSPREG00000006067
gambusia_affinis ENSGAFG00000015825
cyprinodon_variegatus ENSCVAG00000002470
fundulus_heteroclitus ENSFHEG00000003646
oryzias_latipes ENSORLG00000023328
oryzias_latipes_asm223469v1 ENSORLG00015012069
oryzias_latipes ENSORLG00020016323
maylandia_zebra ENSMZEG00005017858
haplochromis_burtoni ENSHBUG00000005670
astatotilapia_calliptera ENSACLG00000000508
neolamprologus_brichardi ENSNBRG00000020295
pundamilia_nyererei ENSPNYG00000021964
hippocampus_comes ENSHCOG00000016819
esox_lucius ENSELUG00000024003
pygocentrus_nattereri ENSPNAG00000015489
astyanax_mexicanus ENSAMXG00000032549
ictalurus_punctatus ENSIPUG00000008699
danio_rerio ENSDARG00000068193
paramormyrops_kingsleyae ENSPKIG00000002946
scleropages_formosus ENSSFOG00015009033
lepisosteus_oculatus ENSLOCG00000004934
notamacropus_eugenii ENSMEUG00000015038
phascolarctos_cinereus ENSPCIG00000013882
sarcophilus_harrisii ENSSHAG00000002814
phascolarctos_cinereus ENSPCIG00000033252
ornithorhynchus_anatinus ENSOANG00000015689
pan_paniscus ENSPPAG00000038345
pan_troglodytes ENSPTRG00000015759
homo_sapiens ENSG00000145014
gorilla_gorilla ENSGGOG00000002921
pongo_abelii ENSPPYG00000029512
nomascus_leucogenys ENSNLEG00000008286
cercocebus_atys ENSCATG00000039641
mandrillus_leucophaeus ENSMLEG00000033639
theropithecus_gelada ENSTGEG00000026338
papio_anubis ENSPANG00000000264
macaca_fascicularis ENSMFAG00000029965
macaca_nemestrina ENSMNEG00000039983
macaca_mulatta ENSMMUG00000010706
chlorocebus_sabaeus ENSCSAG00000008841
piliocolobus_tephrosceles ENSPTEG00000005412
colobus_angolensis_palliatus ENSCANG00000032080
rhinopithecus_roxellana ENSRROG00000029826
rhinopithecus_bieti ENSRBIG00000029003
cebus_capucinus ENSCCAG00000022545
callithrix_jacchus ENSCJAG00000013987
saimiri_boliviensis_boliviensis ENSSBOG00000020794
aotus_nancymaae ENSANAG00000032076
carlito_syrichta ENSTSYG00000009140
propithecus_coquereli ENSPCOG00000022988
prolemur_simus ENSPSMG00000010081
microcebus_murinus ENSMICG00000048733
otolemur_garnettii ENSOGAG00000003472
tupaia_belangeri ENSTBEG00000003675
cricetulus_griseus_chok1gshd ENSCGRG00001011891
cricetulus_griseus_crigri ENSCGRG00000018082
cricetulus_griseus_crigri-picr ENSCGRG00015023137
mesocricetus_auratus ENSMAUG00000016186
microtus_ochrogaster ENSMOCG00000002203
peromyscus_maniculatus_bairdii ENSPEMG00000009156
mus_spicilegus ENSMSIG00000006328
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021543
mus_musculus ENSMUSG00000022537
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020647
mus_pahari MGP_PahariEiJ_G0016351
rattus_norvegicus ENSRNOG00000001726
meriones_unguiculatus ENSMUGG00000021087
nannospalax_galili ENSNGAG00000014282
jaculus_jaculus ENSJJAG00000011725
dipodomys_ordii ENSDORG00000002947
castor_canadensis ENSCCNG00000028594
ictidomys_tridecemlineatus ENSSTOG00000023016
urocitellus_parryii ENSUPAG00010018812
spermophilus_dauricus ENSSDAG00000010698
marmota_marmota_marmota ENSMMMG00000010743
oryctolagus_cuniculus ENSOCUG00000003108
ochotona_princeps ENSOPRG00000015701
choloepus_hoffmanni ENSCHOG00000013738
capra_hircus ENSCHIG00000009140
ovis_aries ENSOARG00000020411
bos_mutus ENSBMUG00000012495
bos_taurus ENSBTAG00000002394
bison_bison_bison ENSBBBG00000000081
tursiops_truncatus ENSTTRG00000000295
vicugna_pacos ENSVPAG00000000713
sus_scrofa ENSSSCG00000011826
pteropus_vampyrus ENSPVAG00000011897
ursus_americanus ENSUAMG00000012448
ursus_maritimus ENSUMAG00000000863
ailuropoda_melanoleuca ENSAMEG00000009330
mustela_putorius_furo ENSMPUG00000003726
neovison_vison ENSNVIG00000009020
panthera_tigris_altaica ENSPTIG00000010851
panthera_pardus ENSPPRG00000008957
felis_catus ENSFCAG00000003996
equus_asinus_asinus ENSEASG00005000666
equus_caballus ENSECAG00000014573
myotis_lucifugus ENSMLUG00000012540
erinaceus_europaeus ENSEEUG00000015166
cavia_porcellus ENSCPOG00000021309
ursus_americanus ENSUAMG00000012450
castor_canadensis ENSCCNG00000028595
dasypus_novemcinctus ENSDNOG00000006211
procavia_capensis ENSPCAG00000014441
loxodonta_africana ENSLAFG00000012914
echinops_telfairi ENSETEG00000001572
chrysemys_picta_bellii ENSCPBG00000015939
chelonoidis_abingdonii ENSCABG00000002839
calidris_pugnax ENSCPUG00000017206
calidris_pygmaea ENSCPGG00000014458
dromaius_novaehollandiae ENSDNVG00000016134
xenopus_tropicalis ENSXETG00000030725
latimeria_chalumnae ENSLACG00000013223
