takifugu_rubripes ENSTRUG00000016749
tetraodon_nigroviridis ENSTNIG00000016698
cynoglossus_semilaevis ENSCSEG00000018586
fundulus_heteroclitus ENSFHEG00000020362
cyprinodon_variegatus ENSCVAG00000019476
poecilia_formosa ENSPFOG00000002561
poecilia_latipinna ENSPLAG00000008863
poecilia_mexicana ENSPMEG00000008414
poecilia_reticulata ENSPREG00000013739
xiphophorus_maculatus ENSXMAG00000016453
xiphophorus_couchianus ENSXCOG00000008556
gambusia_affinis ENSGAFG00000002465
oryzias_latipes_asm223469v1 ENSORLG00015013348
oryzias_latipes ENSORLG00000003421
oryzias_latipes ENSORLG00020003825
oryzias_melastigma ENSOMEG00000019553
seriola_dumerili ENSSDUG00000000633
seriola_lalandi_dorsalis ENSSLDG00000020351
scophthalmus_maximus ENSSMAG00000005004
labrus_bergylta ENSLBEG00000016978
mola_mola ENSMMOG00000013174
amphiprion_ocellaris ENSAOCG00000016777
amphiprion_percula ENSAPEG00000019601
acanthochromis_polyacanthus ENSAPOG00000003465
stegastes_partitus ENSSPAG00000011369
astatotilapia_calliptera ENSACLG00000013081
maylandia_zebra ENSMZEG00005008881
pundamilia_nyererei ENSPNYG00000017618
haplochromis_burtoni ENSHBUG00000002629
neolamprologus_brichardi ENSNBRG00000016535
oreochromis_niloticus ENSONIG00000014485
amphilophus_citrinellus ENSACIG00000005259
mastacembelus_armatus ENSMAMG00000018834
monopterus_albus ENSMALG00000018894
anabas_testudineus ENSATEG00000019168
kryptolebias_marmoratus ENSKMAG00000001440
periophthalmus_magnuspinnatus ENSPMGG00000008417
gasterosteus_aculeatus ENSGACG00000006209
hippocampus_comes ENSHCOG00000005012
gadus_morhua ENSGMOG00000007318
esox_lucius ENSELUG00000018992
astyanax_mexicanus ENSAMXG00000033277
pygocentrus_nattereri ENSPNAG00000008776
ictalurus_punctatus ENSIPUG00000025113
paramormyrops_kingsleyae ENSPKIG00000017602
scleropages_formosus ENSSFOG00015021133
lepisosteus_oculatus ENSLOCG00000008888
taeniopygia_guttata ENSTGUG00000017546
lonchura_striata_domestica ENSLSDG00000011902
parus_major ENSPMJG00000005476
zonotrichia_albicollis ENSZALG00000006324
ficedula_albicollis ENSFALG00000001871
melopsittacus_undulatus ENSMUNG00000002699
anser_brachyrhynchus ENSABRG00000013735
anas_platyrhynchos_platyrhynchos ENSAPLG00000025560
gallus_gallus ENSGALG00000002308
numida_meleagris ENSNMEG00000014291
coturnix_japonica ENSCJPG00005005910
dromaius_novaehollandiae ENSDNVG00000014052
nothoprocta_perdicaria ENSNPEG00000009205
calidris_pygmaea ENSCPGG00000011357
lepidothrix_coronata ENSLCOG00000005240
manacus_vitellinus ENSMVIG00005019638
cyanistes_caeruleus ENSCCEG00000011958
serinus_canaria ENSSCAG00000005381
calidris_pugnax ENSCPUG00000004850
apteryx_haastii ENSAHAG00000007521
apteryx_rowi ENSARWG00000017130
apteryx_owenii ENSAOWG00000014115
crocodylus_porosus ENSCPRG00005015514
gopherus_agassizii ENSGAGG00000013538
chelonoidis_abingdonii ENSCABG00000015560
chrysemys_picta_bellii ENSCPBG00000001906
pelodiscus_sinensis ENSPSIG00000017640
pogona_vitticeps ENSPVIG00000010996
anolis_carolinensis ENSACAG00000008166
salvator_merianae ENSSMRG00000002982
notechis_scutatus ENSNSUG00000013304
sphenodon_punctatus ENSSPUG00000014508
phascolarctos_cinereus ENSPCIG00000028578
monodelphis_domestica ENSMODG00000013618
sarcophilus_harrisii ENSSHAG00000001698
homo_sapiens ENSG00000145781
gorilla_gorilla ENSGGOG00000007326
pan_troglodytes ENSPTRG00000017159
pan_paniscus ENSPPAG00000032281
pongo_abelii ENSPPYG00000015703
nomascus_leucogenys ENSNLEG00000026562
piliocolobus_tephrosceles ENSPTEG00000036942
rhinopithecus_bieti ENSRBIG00000037604
colobus_angolensis_palliatus ENSCANG00000031907
macaca_fascicularis ENSMFAG00000002934
macaca_nemestrina ENSMNEG00000029366
macaca_mulatta ENSMMUG00000008738
papio_anubis ENSPANG00000011684
theropithecus_gelada ENSTGEG00000011734
cercocebus_atys ENSCATG00000035056
mandrillus_leucophaeus ENSMLEG00000008377
piliocolobus_tephrosceles ENSPTEG00000030306
rhinopithecus_roxellana ENSRROG00000006609
chlorocebus_sabaeus ENSCSAG00000014765
cebus_capucinus ENSCCAG00000028459
callithrix_jacchus ENSCJAG00000048303
saimiri_boliviensis_boliviensis ENSSBOG00000005006
aotus_nancymaae ENSANAG00000022465
carlito_syrichta ENSTSYG00000028427
microcebus_murinus ENSMICG00000006173
microcebus_murinus ENSMICG00000027311
propithecus_coquereli ENSPCOG00000014701
prolemur_simus ENSPSMG00000007338
octodon_degus ENSODEG00000005759
octodon_degus ENSODEG00000002563
cavia_porcellus ENSCPOG00000020474
chinchilla_lanigera ENSCLAG00000015544
heterocephalus_glaber_female ENSHGLG00000013340
heterocephalus_glaber_male ENSHGLG00100000955
