xenopus_tropicalis ENSXETG00000009689
latimeria_chalumnae ENSLACG00000008556
oryzias_latipes ENSORLG00020016402
oryzias_latipes_asm223469v1 ENSORLG00015014381
oryzias_latipes ENSORLG00000005854
oryzias_melastigma ENSOMEG00000000961
gasterosteus_aculeatus ENSGACG00000007364
takifugu_rubripes ENSTRUG00000006134
tetraodon_nigroviridis ENSTNIG00000018938
cynoglossus_semilaevis ENSCSEG00000008874
acanthochromis_polyacanthus ENSAPOG00000023718
acanthochromis_polyacanthus ENSAPOG00000023106
acanthochromis_polyacanthus ENSAPOG00000021629
amphiprion_ocellaris ENSAOCG00000023670
amphiprion_percula ENSAPEG00000011193
stegastes_partitus ENSSPAG00000008469
maylandia_zebra ENSMZEG00005014238
astatotilapia_calliptera ENSACLG00000010302
pundamilia_nyererei ENSPNYG00000017287
haplochromis_burtoni ENSHBUG00000005853
neolamprologus_brichardi ENSNBRG00000011838
oreochromis_niloticus ENSONIG00000011510
amphilophus_citrinellus ENSACIG00000014479
monopterus_albus ENSMALG00000008226
anabas_testudineus ENSATEG00000019524
mola_mola ENSMMOG00000001335
scophthalmus_maximus ENSSMAG00000017135
periophthalmus_magnuspinnatus ENSPMGG00000014564
mastacembelus_armatus ENSMAMG00000013226
labrus_bergylta ENSLBEG00000022442
seriola_dumerili ENSSDUG00000022957
seriola_lalandi_dorsalis ENSSLDG00000017860
cyprinodon_variegatus ENSCVAG00000016042
fundulus_heteroclitus ENSFHEG00000009749
xiphophorus_maculatus ENSXMAG00000018483
xiphophorus_couchianus ENSXCOG00000001074
gambusia_affinis ENSGAFG00000019353
poecilia_formosa ENSPFOG00000007149
poecilia_latipinna ENSPLAG00000020812
poecilia_mexicana ENSPMEG00000016976
poecilia_reticulata ENSPREG00000023077
kryptolebias_marmoratus ENSKMAG00000021333
hippocampus_comes ENSHCOG00000016813
esox_lucius ENSELUG00000023214
pygocentrus_nattereri ENSPNAG00000002254
astyanax_mexicanus ENSAMXG00000020307
ictalurus_punctatus ENSIPUG00000020600
danio_rerio ENSDARG00000071566
gadus_morhua ENSGMOG00000005881
paramormyrops_kingsleyae ENSPKIG00000023785
scleropages_formosus ENSSFOG00015013382
paramormyrops_kingsleyae ENSPKIG00000016748
scleropages_formosus ENSSFOG00015000795
hippocampus_comes ENSHCOG00000008475
periophthalmus_magnuspinnatus ENSPMGG00000000535
mola_mola ENSMMOG00000017240
labrus_bergylta ENSLBEG00000003799
gasterosteus_aculeatus ENSGACG00000013529
amphiprion_percula ENSAPEG00000021710
amphiprion_ocellaris ENSAOCG00000019853
acanthochromis_polyacanthus ENSAPOG00000018510
stegastes_partitus ENSSPAG00000007430
stegastes_partitus ENSSPAG00000018530
cynoglossus_semilaevis ENSCSEG00000021645
monopterus_albus ENSMALG00000006881
anabas_testudineus ENSATEG00000022593
maylandia_zebra ENSMZEG00005023206
astatotilapia_calliptera ENSACLG00000023951
pundamilia_nyererei ENSPNYG00000014556
haplochromis_burtoni ENSHBUG00000009570
neolamprologus_brichardi ENSNBRG00000005379
oreochromis_niloticus ENSONIG00000009818
amphilophus_citrinellus ENSACIG00000006483
mastacembelus_armatus ENSMAMG00000021741
seriola_lalandi_dorsalis ENSSLDG00000017624
seriola_dumerili ENSSDUG00000021983
poecilia_formosa ENSPFOG00000013102
poecilia_latipinna ENSPLAG00000023407
poecilia_mexicana ENSPMEG00000022084
poecilia_reticulata ENSPREG00000010716
xiphophorus_maculatus ENSXMAG00000022939
xiphophorus_couchianus ENSXCOG00000018053
gambusia_affinis ENSGAFG00000011475
cyprinodon_variegatus ENSCVAG00000016219
fundulus_heteroclitus ENSFHEG00000005474
kryptolebias_marmoratus ENSKMAG00000008911
oryzias_latipes ENSORLG00000002008
oryzias_latipes ENSORLG00020012436
oryzias_latipes_asm223469v1 ENSORLG00015005356
oryzias_melastigma ENSOMEG00000018756
scophthalmus_maximus ENSSMAG00000008506
tetraodon_nigroviridis ENSTNIG00000014917
takifugu_rubripes ENSTRUG00000020911
gadus_morhua ENSGMOG00000013557
esox_lucius ENSELUG00000019861
astyanax_mexicanus ENSAMXG00000008239
pygocentrus_nattereri ENSPNAG00000019813
ictalurus_punctatus ENSIPUG00000008878
danio_rerio ENSDARG00000003486
ciona_intestinalis ENSCING00000024661
drosophila_melanogaster FBgn0046698
caenorhabditis_elegans_strain_n2 WBGene00004083
ciona_savignyi ENSCSAVG00000003052
ciona_intestinalis ENSCING00000000707
petromyzon_marinus ENSPMAG00000005031
drosophila_melanogaster FBgn0003134
saccharomyces_cerevisiae YER133W
