junco_hyemalis ENSJHYG00000008253
zonotrichia_albicollis ENSZALG00000013317
lonchura_striata_domestica ENSLSDG00000011807
taeniopygia_guttata ENSTGUG00000006156
serinus_canaria ENSSCAG00000003042
parus_major ENSPMJG00000003571
cyanistes_caeruleus ENSCCEG00000009610
lepidothrix_coronata ENSLCOG00000001888
manacus_vitellinus ENSMVIG00005015443
numida_meleagris ENSNMEG00000013893
coturnix_japonica ENSCJPG00005012655
anser_brachyrhynchus ENSABRG00000001465
anas_platyrhynchos_platyrhynchos ENSAPLG00000005970
calidris_pugnax ENSCPUG00000009792
apteryx_haastii ENSAHAG00000003413
apteryx_owenii ENSAOWG00000017058
apteryx_rowi ENSARWG00000005698
dromaius_novaehollandiae ENSDNVG00000002590
nothoprocta_perdicaria ENSNPEG00000014909
crocodylus_porosus ENSCPRG00005010229
gopherus_agassizii ENSGAGG00000016536
pogona_vitticeps ENSPVIG00000004592
notechis_scutatus ENSNSUG00000006216
salvator_merianae ENSSMRG00000008605
ictalurus_punctatus ENSIPUG00000003119
eptatretus_burgeri ENSEBUG00000001404
