lonchura_striata_domestica ENSLSDG00000017310
taeniopygia_guttata ENSTGUG00000002856
zonotrichia_albicollis ENSZALG00000013409
ficedula_albicollis ENSFALG00000009769
parus_major ENSPMJG00000016110
cyanistes_caeruleus ENSCCEG00000017463
lepidothrix_coronata ENSLCOG00000008499
manacus_vitellinus ENSMVIG00005015859
calidris_pygmaea ENSCPGG00000009154
calidris_pugnax ENSCPUG00000014890
melopsittacus_undulatus ENSMUNG00000013331
anas_platyrhynchos_platyrhynchos ENSAPLG00000014926
anser_brachyrhynchus ENSABRG00000023011
gallus_gallus ENSGALG00000014767
coturnix_japonica ENSCJPG00005010735
numida_meleagris ENSNMEG00000007343
apteryx_rowi ENSARWG00000011128
apteryx_owenii ENSAOWG00000012738
apteryx_haastii ENSAHAG00000011485
dromaius_novaehollandiae ENSDNVG00000015628
nothoprocta_perdicaria ENSNPEG00000016093
meleagris_gallopavo ENSMGAG00000004390
serinus_canaria ENSSCAG00000011576
crocodylus_porosus ENSCPRG00005017226
chelonoidis_abingdonii ENSCABG00000018741
gopherus_agassizii ENSGAGG00000020329
chrysemys_picta_bellii ENSCPBG00000026850
pelodiscus_sinensis ENSPSIG00000010394
anolis_carolinensis ENSACAG00000015838
pogona_vitticeps ENSPVIG00000011541
notechis_scutatus ENSNSUG00000003282
salvator_merianae ENSSMRG00000000020
sphenodon_punctatus ENSSPUG00000016486
phascolarctos_cinereus ENSPCIG00000029763
notamacropus_eugenii ENSMEUG00000011688
sarcophilus_harrisii ENSSHAG00000012155
monodelphis_domestica ENSMODG00000019656
heterocephalus_glaber_male ENSHGLG00100005126
heterocephalus_glaber_female ENSHGLG00000005655
heterocephalus_glaber_male ENSHGLG00100014191
heterocephalus_glaber_female ENSHGLG00000006395
heterocephalus_glaber_female ENSHGLG00000000251
heterocephalus_glaber_male ENSHGLG00100005603
fukomys_damarensis ENSFDAG00000011885
cavia_porcellus ENSCPOG00000007911
cavia_aperea ENSCAPG00000005934
chinchilla_lanigera ENSCLAG00000006438
octodon_degus ENSODEG00000016684
ictidomys_tridecemlineatus ENSSTOG00000021318
urocitellus_parryii ENSUPAG00010019866
spermophilus_dauricus ENSSDAG00000007181
marmota_marmota_marmota ENSMMMG00000001934
dipodomys_ordii ENSDORG00000008478
castor_canadensis ENSCCNG00000030549
jaculus_jaculus ENSJJAG00000003670
propithecus_coquereli ENSPCOG00000021148
propithecus_coquereli ENSPCOG00000004597
microcebus_murinus ENSMICG00000015539
prolemur_simus ENSPSMG00000005937
otolemur_garnettii ENSOGAG00000010787
homo_sapiens ENSG00000113597
gorilla_gorilla ENSGGOG00000015454
pan_troglodytes ENSPTRG00000016932
pan_paniscus ENSPPAG00000039053
pongo_abelii ENSPPYG00000015511
nomascus_leucogenys ENSNLEG00000003578
colobus_angolensis_palliatus ENSCANG00000011319
piliocolobus_tephrosceles ENSPTEG00000014138
rhinopithecus_bieti ENSRBIG00000040790
rhinopithecus_roxellana ENSRROG00000043605
macaca_fascicularis ENSMFAG00000042886
macaca_mulatta ENSMMUG00000016519
macaca_nemestrina ENSMNEG00000034792
cercocebus_atys ENSCATG00000039362
papio_anubis ENSPANG00000010964
theropithecus_gelada ENSTGEG00000016631
chlorocebus_sabaeus ENSCSAG00000015937
mandrillus_leucophaeus ENSMLEG00000035550
cebus_capucinus ENSCCAG00000026384
saimiri_boliviensis_boliviensis ENSSBOG00000035780
callithrix_jacchus ENSCJAG00000015812
aotus_nancymaae ENSANAG00000026962
carlito_syrichta ENSTSYG00000004582
carlito_syrichta ENSTSYG00000004606
neovison_vison ENSNVIG00000007228
mustela_putorius_furo ENSMPUG00000014759
canis_lupus_familiaris ENSCAFG00000007463
canis_lupus_dingo ENSCAFG00020022648
vulpes_vulpes ENSVVUG00000005701
ursus_americanus ENSUAMG00000016223
ursus_maritimus ENSUMAG00000008715
ailuropoda_melanoleuca ENSAMEG00000011174
panthera_tigris_altaica ENSPTIG00000011253
panthera_pardus ENSPPRG00000006041
felis_catus ENSFCAG00000022097
equus_caballus ENSECAG00000011983
capra_hircus ENSCHIG00000023801
ovis_aries ENSOARG00000006144
bos_mutus ENSBMUG00000004710
bos_taurus ENSBTAG00000016900
bison_bison_bison ENSBBBG00000013812
sus_scrofa ENSSSCG00000016949
dasypus_novemcinctus ENSDNOG00000048484
oryctolagus_cuniculus ENSOCUG00000009409
oryctolagus_cuniculus ENSOCUG00000026235
ochotona_princeps ENSOPRG00000007739
tupaia_belangeri ENSTBEG00000005754
myotis_lucifugus ENSMLUG00000006077
loxodonta_africana ENSLAFG00000010327
procavia_capensis ENSPCAG00000005623
tursiops_truncatus ENSTTRG00000006537
vicugna_pacos ENSVPAG00000008650
pteropus_vampyrus ENSPVAG00000008275
erinaceus_europaeus ENSEEUG00000000451
sorex_araneus ENSSARG00000000639
echinops_telfairi ENSETEG00000019808
choloepus_hoffmanni ENSCHOG00000006026
dasypus_novemcinctus ENSDNOG00000031980
choloepus_hoffmanni ENSCHOG00000009789
equus_asinus_asinus ENSEASG00005006858
loxodonta_africana ENSLAFG00000030374
dasypus_novemcinctus ENSDNOG00000043696
mustela_putorius_furo ENSMPUG00000016446
neovison_vison ENSNVIG00000001238
equus_asinus_asinus ENSEASG00005003850
sus_scrofa ENSSSCG00000012430
myotis_lucifugus ENSMLUG00000029783
mus_spicilegus ENSMSIG00000005260
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019738
mus_musculus ENSMUSG00000021711
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018859
mus_pahari MGP_PahariEiJ_G0015931
rattus_norvegicus ENSRNOG00000012124
meriones_unguiculatus ENSMUGG00000012791
cricetulus_griseus_chok1gshd ENSCGRG00001017097
cricetulus_griseus_crigri-picr ENSCGRG00015003208
mesocricetus_auratus ENSMAUG00000008665
microtus_ochrogaster ENSMOCG00000016517
peromyscus_maniculatus_bairdii ENSPEMG00000016809
saimiri_boliviensis_boliviensis ENSSBOG00000026607
cricetulus_griseus_chok1gshd ENSCGRG00001013783
ornithorhynchus_anatinus ENSOANG00000030357
nannospalax_galili ENSNGAG00000007644
xenopus_tropicalis ENSXETG00000000453
latimeria_chalumnae ENSLACG00000014260
ornithorhynchus_anatinus ENSOANG00000005835
scleropages_formosus ENSSFOG00015005255
scleropages_formosus ENSSFOG00015005282
paramormyrops_kingsleyae ENSPKIG00000025545
tetraodon_nigroviridis ENSTNIG00000013459
takifugu_rubripes ENSTRUG00000005309
mola_mola ENSMMOG00000007453
labrus_bergylta ENSLBEG00000022381
labrus_bergylta ENSLBEG00000015246
gasterosteus_aculeatus ENSGACG00000015870
scophthalmus_maximus ENSSMAG00000011945
cynoglossus_semilaevis ENSCSEG00000013793
seriola_dumerili ENSSDUG00000010162
seriola_lalandi_dorsalis ENSSLDG00000016461
mastacembelus_armatus ENSMAMG00000002389
