paramormyrops_kingsleyae ENSPKIG00000000294
scleropages_formosus ENSSFOG00015002605
monopterus_albus ENSMALG00000000159
mastacembelus_armatus ENSMAMG00000013682
anabas_testudineus ENSATEG00000010382
seriola_lalandi_dorsalis ENSSLDG00000024019
seriola_dumerili ENSSDUG00000018114
scophthalmus_maximus ENSSMAG00000011947
labrus_bergylta ENSLBEG00000021118
gasterosteus_aculeatus ENSGACG00000012772
mola_mola ENSMMOG00000004740
takifugu_rubripes ENSTRUG00000011122
amphiprion_ocellaris ENSAOCG00000001423
amphiprion_percula ENSAPEG00000001132
acanthochromis_polyacanthus ENSAPOG00000009706
stegastes_partitus ENSSPAG00000000176
maylandia_zebra ENSMZEG00005008676
pundamilia_nyererei ENSPNYG00000022954
astatotilapia_calliptera ENSACLG00000025331
haplochromis_burtoni ENSHBUG00000016891
neolamprologus_brichardi ENSNBRG00000010648
oreochromis_niloticus ENSONIG00000019528
amphilophus_citrinellus ENSACIG00000014792
xiphophorus_maculatus ENSXMAG00000009242
gambusia_affinis ENSGAFG00000019534
poecilia_formosa ENSPFOG00000012907
poecilia_mexicana ENSPMEG00000011801
poecilia_latipinna ENSPLAG00000022496
poecilia_reticulata ENSPREG00000005286
cyprinodon_variegatus ENSCVAG00000022975
fundulus_heteroclitus ENSFHEG00000021495
kryptolebias_marmoratus ENSKMAG00000008831
oryzias_latipes ENSORLG00020007514
oryzias_latipes ENSORLG00000030483
oryzias_latipes_asm223469v1 ENSORLG00015004532
oryzias_melastigma ENSOMEG00000010338
cynoglossus_semilaevis ENSCSEG00000016148
periophthalmus_magnuspinnatus ENSPMGG00000024078
hippocampus_comes ENSHCOG00000010084
esox_lucius ENSELUG00000007960
pygocentrus_nattereri ENSPNAG00000012991
astyanax_mexicanus ENSAMXG00000021225
ictalurus_punctatus ENSIPUG00000002220
danio_rerio ENSDARG00000076903
lepisosteus_oculatus ENSLOCG00000016586
calidris_pygmaea ENSCPGG00000003393
calidris_pugnax ENSCPUG00000009373
melopsittacus_undulatus ENSMUNG00000011388
taeniopygia_guttata ENSTGUG00000012175
lonchura_striata_domestica ENSLSDG00000005302
serinus_canaria ENSSCAG00000000615
junco_hyemalis ENSJHYG00000017745
zonotrichia_albicollis ENSZALG00000000423
ficedula_albicollis ENSFALG00000011695
cyanistes_caeruleus ENSCCEG00000011134
parus_major ENSPMJG00000015328
lepidothrix_coronata ENSLCOG00000016128
manacus_vitellinus ENSMVIG00005000591
anser_brachyrhynchus ENSABRG00000002730
anas_platyrhynchos_platyrhynchos ENSAPLG00000009545
gallus_gallus ENSGALG00000015314
meleagris_gallopavo ENSMGAG00000013515
coturnix_japonica ENSCJPG00005009435
numida_meleagris ENSNMEG00000008449
apteryx_rowi ENSARWG00000010171
apteryx_haastii ENSAHAG00000014058
apteryx_owenii ENSAOWG00000016143
nothoprocta_perdicaria ENSNPEG00000005748
apteryx_owenii ENSAOWG00000005790
dromaius_novaehollandiae ENSDNVG00000014256
crocodylus_porosus ENSCPRG00005001204
gopherus_agassizii ENSGAGG00000025609
chelonoidis_abingdonii ENSCABG00000020335
chrysemys_picta_bellii ENSCPBG00000006167
pelodiscus_sinensis ENSPSIG00000005074
anolis_carolinensis ENSACAG00000005763
pogona_vitticeps ENSPVIG00000000005
notechis_scutatus ENSNSUG00000018097
salvator_merianae ENSSMRG00000013319
phascolarctos_cinereus ENSPCIG00000000335
notamacropus_eugenii ENSMEUG00000013540
sarcophilus_harrisii ENSSHAG00000015283
monodelphis_domestica ENSMODG00000018019
bos_mutus ENSBMUG00000010421
bos_taurus ENSBTAG00000012534
bison_bison_bison ENSBBBG00000001878
ovis_aries ENSOARG00000011068
capra_hircus ENSCHIG00000010728
vicugna_pacos ENSVPAG00000011370
sus_scrofa ENSSSCG00000031159
tursiops_truncatus ENSTTRG00000007417
equus_caballus ENSECAG00000023993
equus_asinus_asinus ENSEASG00005006441
myotis_lucifugus ENSMLUG00000002324
pteropus_vampyrus ENSPVAG00000004442
neovison_vison ENSNVIG00000004176
mustela_putorius_furo ENSMPUG00000009678
canis_lupus_dingo ENSCAFG00020017802
canis_lupus_familiaris ENSCAFG00000029143
vulpes_vulpes ENSVVUG00000004649
ursus_americanus ENSUAMG00000007745
ailuropoda_melanoleuca ENSAMEG00000008053
panthera_tigris_altaica ENSPTIG00000012683
panthera_pardus ENSPPRG00000006060
felis_catus ENSFCAG00000008869
dasypus_novemcinctus ENSDNOG00000035050
choloepus_hoffmanni ENSCHOG00000006525
loxodonta_africana ENSLAFG00000005298
procavia_capensis ENSPCAG00000010069
castor_canadensis ENSCCNG00000024332
dipodomys_ordii ENSDORG00000013215
mus_spicilegus ENSMSIG00000030306
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016096
mus_musculus ENSMUSG00000038214
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015287
mus_pahari MGP_PahariEiJ_G0030705
rattus_norvegicus ENSRNOG00000046505
meriones_unguiculatus ENSMUGG00000000148
cricetulus_griseus_crigri-picr ENSCGRG00015001657
cricetulus_griseus_crigri ENSCGRG00000008860
cricetulus_griseus_chok1gshd ENSCGRG00001006904
mesocricetus_auratus ENSMAUG00000021184
microtus_ochrogaster ENSMOCG00000007344
peromyscus_maniculatus_bairdii ENSPEMG00000031300
nannospalax_galili ENSNGAG00000021369
jaculus_jaculus ENSJJAG00000015264
heterocephalus_glaber_male ENSHGLG00100009999
heterocephalus_glaber_female ENSHGLG00000002571
fukomys_damarensis ENSFDAG00000016859
octodon_degus ENSODEG00000012604
chinchilla_lanigera ENSCLAG00000009701
cavia_porcellus ENSCPOG00000036541
cavia_aperea ENSCAPG00000006400
ictidomys_tridecemlineatus ENSSTOG00000026766
spermophilus_dauricus ENSSDAG00000017231
marmota_marmota_marmota ENSMMMG00000013770
tupaia_belangeri ENSTBEG00000003684
propithecus_coquereli ENSPCOG00000017387
microcebus_murinus ENSMICG00000043137
prolemur_simus ENSPSMG00000003180
otolemur_garnettii ENSOGAG00000027957
saimiri_boliviensis_boliviensis ENSSBOG00000029782
saimiri_boliviensis_boliviensis ENSSBOG00000033013
callithrix_jacchus ENSCJAG00000039628
cebus_capucinus ENSCCAG00000032949
aotus_nancymaae ENSANAG00000021126
gorilla_gorilla ENSGGOG00000005456
homo_sapiens ENSG00000178409
pan_troglodytes ENSPTRG00000018465
pan_paniscus ENSPPAG00000039227
pongo_abelii ENSPPYG00000016886
nomascus_leucogenys ENSNLEG00000013464
mandrillus_leucophaeus ENSMLEG00000028839
cercocebus_atys ENSCATG00000044885
papio_anubis ENSPANG00000024031
theropithecus_gelada ENSTGEG00000023628
macaca_fascicularis ENSMFAG00000043850
macaca_nemestrina ENSMNEG00000036299
chlorocebus_sabaeus ENSCSAG00000014875
piliocolobus_tephrosceles ENSPTEG00000015392
colobus_angolensis_palliatus ENSCANG00000036192
rhinopithecus_bieti ENSRBIG00000039549
oryctolagus_cuniculus ENSOCUG00000011254
ochotona_princeps ENSOPRG00000015338
echinops_telfairi ENSETEG00000011710
carlito_syrichta ENSTSYG00000036643
xenopus_tropicalis ENSXETG00000019266
latimeria_chalumnae ENSLACG00000007666
