chelonoidis_abingdonii ENSCABG00000007557
gopherus_agassizii ENSGAGG00000025073
chrysemys_picta_bellii ENSCPBG00000013929
pelodiscus_sinensis ENSPSIG00000003444
cyanistes_caeruleus ENSCCEG00000008789
parus_major ENSPMJG00000019911
ficedula_albicollis ENSFALG00000013567
junco_hyemalis ENSJHYG00000017831
zonotrichia_albicollis ENSZALG00000006580
serinus_canaria ENSSCAG00000011029
lonchura_striata_domestica ENSLSDG00000006144
taeniopygia_guttata ENSTGUG00000011515
manacus_vitellinus ENSMVIG00005013526
lepidothrix_coronata ENSLCOG00000014565
melopsittacus_undulatus ENSMUNG00000002123
calidris_pugnax ENSCPUG00000015892
calidris_pygmaea ENSCPGG00000007529
anas_platyrhynchos_platyrhynchos ENSAPLG00000009458
anser_brachyrhynchus ENSABRG00000000665
gallus_gallus ENSGALG00000012092
meleagris_gallopavo ENSMGAG00000012283
coturnix_japonica ENSCJPG00005021031
numida_meleagris ENSNMEG00000023162
apteryx_owenii ENSAOWG00000004378
apteryx_haastii ENSAHAG00000019023
apteryx_rowi ENSARWG00000002770
dromaius_novaehollandiae ENSDNVG00000016458
pogona_vitticeps ENSPVIG00000024550
anolis_carolinensis ENSACAG00000009524
notechis_scutatus ENSNSUG00000009867
salvator_merianae ENSSMRG00000014363
sphenodon_punctatus ENSSPUG00000016229
microcebus_murinus ENSMICG00000049486
prolemur_simus ENSPSMG00000020044
propithecus_coquereli ENSPCOG00000003756
otolemur_garnettii ENSOGAG00000004036
pongo_abelii ENSPPYG00000029835
pongo_abelii ENSPPYG00000014143
pan_paniscus ENSPPAG00000018513
pan_troglodytes ENSPTRG00000015446
gorilla_gorilla ENSGGOG00000003902
homo_sapiens ENSG00000158220
nomascus_leucogenys ENSNLEG00000004209
rhinopithecus_bieti ENSRBIG00000012933
rhinopithecus_roxellana ENSRROG00000041112
colobus_angolensis_palliatus ENSCANG00000043477
piliocolobus_tephrosceles ENSPTEG00000004407
mandrillus_leucophaeus ENSMLEG00000043197
cercocebus_atys ENSCATG00000042735
theropithecus_gelada ENSTGEG00000010497
papio_anubis ENSPANG00000020305
macaca_fascicularis ENSMFAG00000038263
macaca_mulatta ENSMMUG00000007757
macaca_nemestrina ENSMNEG00000037439
chlorocebus_sabaeus ENSCSAG00000011024
saimiri_boliviensis_boliviensis ENSSBOG00000024185
callithrix_jacchus ENSCJAG00000002351
cebus_capucinus ENSCCAG00000028893
aotus_nancymaae ENSANAG00000030996
mus_spicilegus ENSMSIG00000014739
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033705
mus_musculus ENSMUSG00000037681
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032561
mus_pahari MGP_PahariEiJ_G0015430
rattus_norvegicus ENSRNOG00000022704
meriones_unguiculatus ENSMUGG00000004473
cricetulus_griseus_chok1gshd ENSCGRG00001005131
cricetulus_griseus_crigri-picr ENSCGRG00015004780
cricetulus_griseus_crigri ENSCGRG00000016887
mesocricetus_auratus ENSMAUG00000009302
microtus_ochrogaster ENSMOCG00000002857
peromyscus_maniculatus_bairdii ENSPEMG00000007500
nannospalax_galili ENSNGAG00000011365
jaculus_jaculus ENSJJAG00000015174
castor_canadensis ENSCCNG00000006850
ictidomys_tridecemlineatus ENSSTOG00000012541
urocitellus_parryii ENSUPAG00010007626
marmota_marmota_marmota ENSMMMG00000017877
spermophilus_dauricus ENSSDAG00000007391
octodon_degus ENSODEG00000018069
chinchilla_lanigera ENSCLAG00000001903
cavia_porcellus ENSCPOG00000008125
cavia_aperea ENSCAPG00000006257
heterocephalus_glaber_female ENSHGLG00000014239
heterocephalus_glaber_male ENSHGLG00100015917
fukomys_damarensis ENSFDAG00000014721
capra_hircus ENSCHIG00000015996
ovis_aries ENSOARG00000007400
bos_taurus ENSBTAG00000008111
bos_mutus ENSBMUG00000006702
bison_bison_bison ENSBBBG00000015961
tursiops_truncatus ENSTTRG00000006236
sus_scrofa ENSSSCG00000027505
equus_asinus_asinus ENSEASG00005003773
equus_caballus ENSECAG00000019060
myotis_lucifugus ENSMLUG00000007937
pteropus_vampyrus ENSPVAG00000004772
ursus_maritimus ENSUMAG00000014888
ursus_americanus ENSUAMG00000008386
ailuropoda_melanoleuca ENSAMEG00000006849
neovison_vison ENSNVIG00000022967
mustela_putorius_furo ENSMPUG00000009161
canis_lupus_familiaris ENSCAFG00000007551
canis_lupus_dingo ENSCAFG00020008113
vulpes_vulpes ENSVVUG00000026562
panthera_tigris_altaica ENSPTIG00000020351
panthera_pardus ENSPPRG00000004445
felis_catus ENSFCAG00000013002
choloepus_hoffmanni ENSCHOG00000009329
dasypus_novemcinctus ENSDNOG00000018666
loxodonta_africana ENSLAFG00000010810
procavia_capensis ENSPCAG00000013522
erinaceus_europaeus ENSEEUG00000013958
sorex_araneus ENSSARG00000013154
ailuropoda_melanoleuca ENSAMEG00000006380
tupaia_belangeri ENSTBEG00000003973
carlito_syrichta ENSTSYG00000028721
echinops_telfairi ENSETEG00000019082
oryctolagus_cuniculus ENSOCUG00000009461
ochotona_princeps ENSOPRG00000014234
notamacropus_eugenii ENSMEUG00000003993
phascolarctos_cinereus ENSPCIG00000006456
sarcophilus_harrisii ENSSHAG00000010128
monodelphis_domestica ENSMODG00000018569
ornithorhynchus_anatinus ENSOANG00000028899
