chelonoidis_abingdonii ENSCABG00000016548
gopherus_agassizii ENSGAGG00000023393
chrysemys_picta_bellii ENSCPBG00000005172
pelodiscus_sinensis ENSPSIG00000009900
crocodylus_porosus ENSCPRG00005003327
apteryx_rowi ENSARWG00000005932
apteryx_haastii ENSAHAG00000009555
dromaius_novaehollandiae ENSDNVG00000000757
nothoprocta_perdicaria ENSNPEG00000009690
apteryx_owenii ENSAOWG00000006809
anser_brachyrhynchus ENSABRG00000022802
anas_platyrhynchos_platyrhynchos ENSAPLG00000006378
gallus_gallus ENSGALG00000040070
meleagris_gallopavo ENSMGAG00000008956
serinus_canaria ENSSCAG00000012118
lonchura_striata_domestica ENSLSDG00000004642
junco_hyemalis ENSJHYG00000017560
zonotrichia_albicollis ENSZALG00000000089
ficedula_albicollis ENSFALG00000004121
cyanistes_caeruleus ENSCCEG00000008386
parus_major ENSPMJG00000010221
zonotrichia_albicollis ENSZALG00000000109
junco_hyemalis ENSJHYG00000017565
manacus_vitellinus ENSMVIG00005005781
lepidothrix_coronata ENSLCOG00000009648
melopsittacus_undulatus ENSMUNG00000005833
calidris_pygmaea ENSCPGG00000006412
calidris_pugnax ENSCPUG00000016920
ailuropoda_melanoleuca ENSAMEG00000006994
ursus_americanus ENSUAMG00000015729
neovison_vison ENSNVIG00000014820
mustela_putorius_furo ENSMPUG00000016025
canis_lupus_familiaris ENSCAFG00000015429
canis_lupus_dingo ENSCAFG00020009242
vulpes_vulpes ENSVVUG00000013425
panthera_pardus ENSPPRG00000001821
panthera_tigris_altaica ENSPTIG00000016886
equus_caballus ENSECAG00000024589
capra_hircus ENSCHIG00000018548
ovis_aries ENSOARG00000011577
bos_mutus ENSBMUG00000024372
bison_bison_bison ENSBBBG00000023153
bos_taurus ENSBTAG00000027854
tursiops_truncatus ENSTTRG00000009073
sus_scrofa ENSSSCG00000007983
pteropus_vampyrus ENSPVAG00000000547
myotis_lucifugus ENSMLUG00000009910
oryctolagus_cuniculus ENSOCUG00000016067
carlito_syrichta ENSTSYG00000030479
chinchilla_lanigera ENSCLAG00000016332
octodon_degus ENSODEG00000015401
cavia_aperea ENSCAPG00000010557
cavia_porcellus ENSCPOG00000011244
heterocephalus_glaber_male ENSHGLG00100014478
heterocephalus_glaber_female ENSHGLG00000003605
fukomys_damarensis ENSFDAG00000009388
ictidomys_tridecemlineatus ENSSTOG00000022319
urocitellus_parryii ENSUPAG00010013181
spermophilus_dauricus ENSSDAG00000019379
marmota_marmota_marmota ENSMMMG00000018542
castor_canadensis ENSCCNG00000015079
dipodomys_ordii ENSDORG00000008167
peromyscus_maniculatus_bairdii ENSPEMG00000011919
microtus_ochrogaster ENSMOCG00000017248
cricetulus_griseus_crigri ENSCGRG00000009698
cricetulus_griseus_chok1gshd ENSCGRG00001014079
cricetulus_griseus_crigri-picr ENSCGRG00015019228
mesocricetus_auratus ENSMAUG00000019698
mus_spicilegus ENSMSIG00000023925
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022186
mus_musculus ENSMUSG00000024184
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021275
mus_pahari MGP_PahariEiJ_G0023593
meriones_unguiculatus ENSMUGG00000014416
nannospalax_galili ENSNGAG00000001389
jaculus_jaculus ENSJJAG00000021893
ochotona_princeps ENSOPRG00000005397
propithecus_coquereli ENSPCOG00000028851
microcebus_murinus ENSMICG00000037095
prolemur_simus ENSPSMG00000022627
otolemur_garnettii ENSOGAG00000014920
mandrillus_leucophaeus ENSMLEG00000027539
papio_anubis ENSPANG00000000823
cercocebus_atys ENSCATG00000038960
theropithecus_gelada ENSTGEG00000008190
macaca_mulatta ENSMMUG00000000604
macaca_fascicularis ENSMFAG00000003199
macaca_nemestrina ENSMNEG00000028173
chlorocebus_sabaeus ENSCSAG00000012968
colobus_angolensis_palliatus ENSCANG00000031857
piliocolobus_tephrosceles ENSPTEG00000005885
rhinopithecus_bieti ENSRBIG00000033256
rhinopithecus_roxellana ENSRROG00000002921
homo_sapiens ENSG00000185615
gorilla_gorilla ENSGGOG00000009750
pan_paniscus ENSPPAG00000028359
pan_troglodytes ENSPTRG00000051483
pongo_abelii ENSPPYG00000006904
nomascus_leucogenys ENSNLEG00000008040
cebus_capucinus ENSCCAG00000035437
saimiri_boliviensis_boliviensis ENSSBOG00000030425
callithrix_jacchus ENSCJAG00000011786
aotus_nancymaae ENSANAG00000019581
sorex_araneus ENSSARG00000006594
procavia_capensis ENSPCAG00000011319
loxodonta_africana ENSLAFG00000026994
sarcophilus_harrisii ENSSHAG00000003557
monodelphis_domestica ENSMODG00000016662
phascolarctos_cinereus ENSPCIG00000000278
notamacropus_eugenii ENSMEUG00000008773
