dasypus_novemcinctus ENSDNOG00000038005
choloepus_hoffmanni ENSCHOG00000008071
castor_canadensis ENSCCNG00000014965
castor_canadensis ENSCCNG00000014953
dipodomys_ordii ENSDORG00000007977
dipodomys_ordii ENSDORG00000029522
mus_musculus ENSMUSG00000027871
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026366
mus_spicilegus ENSMSIG00000004286
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025416
mus_pahari MGP_PahariEiJ_G0026860
mus_musculus ENSMUSG00000062410
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026365
mus_musculus ENSMUSG00000027869
mus_musculus ENSMUSG00000063730
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026363
mus_spicilegus ENSMSIG00000004348
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025414
mus_pahari MGP_PahariEiJ_G0026858
mus_pahari MGP_PahariEiJ_G0026859
mus_pahari MGP_PahariEiJ_G0026857
rattus_norvegicus ENSRNOG00000042884
rattus_norvegicus ENSRNOG00000019441
meriones_unguiculatus ENSMUGG00000010185
meriones_unguiculatus ENSMUGG00000021726
meriones_unguiculatus ENSMUGG00000021735
microtus_ochrogaster ENSMOCG00000020989
microtus_ochrogaster ENSMOCG00000020634
cricetulus_griseus_chok1gshd ENSCGRG00001023014
cricetulus_griseus_crigri-picr ENSCGRG00015025485
cricetulus_griseus_crigri ENSCGRG00000016374
cricetulus_griseus_crigri ENSCGRG00000001738
cricetulus_griseus_crigri-picr ENSCGRG00015025477
cricetulus_griseus_chok1gshd ENSCGRG00001013270
peromyscus_maniculatus_bairdii ENSPEMG00000027797
peromyscus_maniculatus_bairdii ENSPEMG00000024697
peromyscus_maniculatus_bairdii ENSPEMG00000027699
peromyscus_maniculatus_bairdii ENSPEMG00000025075
nannospalax_galili ENSNGAG00000011342
jaculus_jaculus ENSJJAG00000018205
cricetulus_griseus_chok1gshd ENSCGRG00001019902
cricetulus_griseus_crigri ENSCGRG00000016676
cricetulus_griseus_crigri-picr ENSCGRG00015025445
mesocricetus_auratus ENSMAUG00000013562
peromyscus_maniculatus_bairdii ENSPEMG00000024428
peromyscus_maniculatus_bairdii ENSPEMG00000026819
peromyscus_maniculatus_bairdii ENSPEMG00000026521
microtus_ochrogaster ENSMOCG00000019719
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026361
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026360
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026362
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026359
mus_musculus ENSMUSG00000038092
mus_musculus ENSMUSG00000095388
mus_musculus ENSMUSG00000095143
mus_musculus ENSMUSG00000090817
rattus_norvegicus ENSRNOG00000019417
nannospalax_galili ENSNGAG00000019968
jaculus_jaculus ENSJJAG00000021982
fukomys_damarensis ENSFDAG00000003563
fukomys_damarensis ENSFDAG00000017435
heterocephalus_glaber_female ENSHGLG00000006464
cavia_porcellus ENSCPOG00000008386
cavia_aperea ENSCAPG00000017348
cavia_porcellus ENSCPOG00000001451
cavia_porcellus ENSCPOG00000033437
octodon_degus ENSODEG00000001448
octodon_degus ENSODEG00000001440
chinchilla_lanigera ENSCLAG00000009086
octodon_degus ENSODEG00000001464
chinchilla_lanigera ENSCLAG00000008815
urocitellus_parryii ENSUPAG00010009837
ictidomys_tridecemlineatus ENSSTOG00000030106
marmota_marmota_marmota ENSMMMG00000015429
marmota_marmota_marmota ENSMMMG00000015443
spermophilus_dauricus ENSSDAG00000003353
urocitellus_parryii ENSUPAG00010009847
ictidomys_tridecemlineatus ENSSTOG00000021630
urocitellus_parryii ENSUPAG00010009823
marmota_marmota_marmota ENSMMMG00000015398
spermophilus_dauricus ENSSDAG00000014279
ictidomys_tridecemlineatus ENSSTOG00000023140
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025413
oryctolagus_cuniculus ENSOCUG00000004132
oryctolagus_cuniculus ENSOCUG00000029723
ochotona_princeps ENSOPRG00000010697
otolemur_garnettii ENSOGAG00000032658
capra_hircus ENSCHIG00000020217
ovis_aries ENSOARG00000020402
bos_taurus ENSBTAG00000006769
tursiops_truncatus ENSTTRG00000016248
sus_scrofa ENSSSCG00000006719
equus_caballus ENSECAG00000014483
equus_asinus_asinus ENSEASG00005006408
ursus_maritimus ENSUMAG00000000404
ursus_americanus ENSUAMG00000024954
ailuropoda_melanoleuca ENSAMEG00000017684
mustela_putorius_furo ENSMPUG00000001463
canis_lupus_dingo ENSCAFG00020020537
canis_lupus_familiaris ENSCAFG00000010039
vulpes_vulpes ENSVVUG00000010799
panthera_tigris_altaica ENSPTIG00000000014
