ursus_americanus ENSUAMG00000005573
ursus_maritimus ENSUMAG00000015624
ailuropoda_melanoleuca ENSAMEG00000016586
mustela_putorius_furo ENSMPUG00000006322
canis_lupus_familiaris ENSCAFG00000025298
equus_asinus_asinus ENSEASG00005011828
equus_asinus_asinus ENSEASG00005011842
equus_caballus ENSECAG00000027789
cricetulus_griseus_crigri-picr ENSCGRG00015019030
cricetulus_griseus_chok1gshd ENSCGRG00001021673
cricetulus_griseus_crigri ENSCGRG00000015380
mesocricetus_auratus ENSMAUG00000004321
peromyscus_maniculatus_bairdii ENSPEMG00000017003
nannospalax_galili ENSNGAG00000014010
jaculus_jaculus ENSJJAG00000018055
spermophilus_dauricus ENSSDAG00000006472
ictidomys_tridecemlineatus ENSSTOG00000022507
marmota_marmota_marmota ENSMMMG00000013062
urocitellus_parryii ENSUPAG00010010485
meriones_unguiculatus ENSMUGG00000008183
prolemur_simus ENSPSMG00000016523
piliocolobus_tephrosceles ENSPTEG00000016588
