monodelphis_domestica ENSMODG00000009809
phascolarctos_cinereus ENSPCIG00000031932
chlorocebus_sabaeus ENSCSAG00000005360
theropithecus_gelada ENSTGEG00000004261
piliocolobus_tephrosceles ENSPTEG00000025981
homo_sapiens ENSG00000085063
homo_sapiens ENSG00000284969
pan_paniscus ENSPPAG00000036733
pongo_abelii ENSPPYG00000003370
nomascus_leucogenys ENSNLEG00000027673
gorilla_gorilla ENSGGOG00000041311
rhinopithecus_roxellana ENSRROG00000024041
rhinopithecus_bieti ENSRBIG00000013725
colobus_angolensis_palliatus ENSCANG00000000223
macaca_fascicularis ENSMFAG00000032872
macaca_mulatta ENSMMUG00000042971
papio_anubis ENSPANG00000003386
mandrillus_leucophaeus ENSMLEG00000037740
cebus_capucinus ENSCCAG00000021398
saimiri_boliviensis_boliviensis ENSSBOG00000022436
callithrix_jacchus ENSCJAG00000043097
aotus_nancymaae ENSANAG00000033427
carlito_syrichta ENSTSYG00000028137
propithecus_coquereli ENSPCOG00000012858
prolemur_simus ENSPSMG00000002176
microcebus_murinus ENSMICG00000037109
otolemur_garnettii ENSOGAG00000003325
urocitellus_parryii ENSUPAG00010019350
ictidomys_tridecemlineatus ENSSTOG00000011395
spermophilus_dauricus ENSSDAG00000003101
marmota_marmota_marmota ENSMMMG00000008026
myotis_lucifugus ENSMLUG00000026897
myotis_lucifugus ENSMLUG00000022406
myotis_lucifugus ENSMLUG00000013131
pteropus_vampyrus ENSPVAG00000008532
ursus_americanus ENSUAMG00000022183
ursus_maritimus ENSUMAG00000018860
ailuropoda_melanoleuca ENSAMEG00000007332
mustela_putorius_furo ENSMPUG00000011525
neovison_vison ENSNVIG00000011905
canis_lupus_familiaris ENSCAFG00000028508
canis_lupus_dingo ENSCAFG00020004510
vulpes_vulpes ENSVVUG00000014886
erinaceus_europaeus ENSEEUG00000014949
capra_hircus ENSCHIG00000008429
capra_hircus ENSCHIG00000003258
ovis_aries ENSOARG00000017909
bos_mutus ENSBMUG00000008356
bos_taurus ENSBTAG00000002302
bison_bison_bison ENSBBBG00000012235
tursiops_truncatus ENSTTRG00000016371
sus_scrofa ENSSSCG00000024791
vicugna_pacos ENSVPAG00000007805
equus_caballus ENSECAG00000027924
equus_asinus_asinus ENSEASG00005019859
choloepus_hoffmanni ENSCHOG00000001510
fukomys_damarensis ENSFDAG00000006457
heterocephalus_glaber_male ENSHGLG00100006366
chinchilla_lanigera ENSCLAG00000014692
mus_pahari MGP_PahariEiJ_G0025460
mus_musculus ENSMUSG00000068686
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024933
mus_musculus ENSMUSG00000032679
mus_pahari MGP_PahariEiJ_G0025459
rattus_norvegicus ENSRNOG00000042821
meriones_unguiculatus ENSMUGG00000016837
microtus_ochrogaster ENSMOCG00000003094
peromyscus_maniculatus_bairdii ENSPEMG00000026456
cricetulus_griseus_chok1gshd ENSCGRG00001019416
cricetulus_griseus_crigri-picr ENSCGRG00015010090
cricetulus_griseus_crigri ENSCGRG00000004026
nannospalax_galili ENSNGAG00000023376
oryctolagus_cuniculus ENSOCUG00000014601
ochotona_princeps ENSOPRG00000009688
ornithorhynchus_anatinus ENSOANG00000022499
pogona_vitticeps ENSPVIG00000012736
notechis_scutatus ENSNSUG00000010255
salvator_merianae ENSSMRG00000004233
sphenodon_punctatus ENSSPUG00000010812
chelonoidis_abingdonii ENSCABG00000014051
gopherus_agassizii ENSGAGG00000018841
chrysemys_picta_bellii ENSCPBG00000012499
pelodiscus_sinensis ENSPSIG00000006888
apteryx_rowi ENSARWG00000006517
apteryx_haastii ENSAHAG00000018256
apteryx_owenii ENSAOWG00000000377
dromaius_novaehollandiae ENSDNVG00000008397
nothoprocta_perdicaria ENSNPEG00000011649
anas_platyrhynchos_platyrhynchos ENSAPLG00000025499
anser_brachyrhynchus ENSABRG00000017825
meleagris_gallopavo ENSMGAG00000010188
gallus_gallus ENSGALG00000040371
coturnix_japonica ENSCJPG00005015580
numida_meleagris ENSNMEG00000006973
lonchura_striata_domestica ENSLSDG00000002218
serinus_canaria ENSSCAG00000008444
cyanistes_caeruleus ENSCCEG00000007521
parus_major ENSPMJG00000007514
taeniopygia_guttata ENSTGUG00000005592
ficedula_albicollis ENSFALG00000001329
zonotrichia_albicollis ENSZALG00000008207
junco_hyemalis ENSJHYG00000003836
manacus_vitellinus ENSMVIG00005002470
calidris_pygmaea ENSCPGG00000007857
calidris_pugnax ENSCPUG00000001561
melopsittacus_undulatus ENSMUNG00000014872
crocodylus_porosus ENSCPRG00005009843
pelodiscus_sinensis ENSPSIG00000007164
gopherus_agassizii ENSGAGG00000018853
