vombatus_ursinus ENSVURG00010009583
phascolarctos_cinereus ENSPCIG00000014910
notamacropus_eugenii ENSMEUG00000001824
sarcophilus_harrisii ENSSHAG00000016407
monodelphis_domestica ENSMODG00000019325
pteropus_vampyrus ENSPVAG00000012644
myotis_lucifugus ENSMLUG00000016676
sus_scrofa ENSSSCG00000040641
vicugna_pacos ENSVPAG00000005342
bos_indicus ENSBIXG00005015514
bos_indicus ENSBIXG00000028939
bos_taurus ENSBTAG00000005352
bos_mutus ENSBMUG00000008839
bison_bison ENSBBBG00000020034
capra_hircus ENSCHIG00000013728
ovis_aries ENSOARG00000006550
tursiops_truncatus ENSTTRG00000016327
neovison_vison ENSNVIG00000015889
mustela_putorius ENSMPUG00000014019
ailuropoda_melanoleuca ENSAMEG00000004336
canis_lupus ENSCAFG00000018885
panthera_pardus ENSPPRG00000003519
panthera_tigris ENSPTIG00000015671
felis_catus ENSFCAG00000012488
equus_caballus ENSECAG00000001331
ursus_maritimus ENSUMAG00000010754
ursus_americanus ENSUAMG00000014574
vulpes_vulpes ENSVVUG00000020995
canis_lupus ENSCAFG00020011603
equus_asinus ENSEASG00005009803
cricetulus_griseus ENSCGRG00001000096
cricetulus_griseus ENSCGRG00015016733
mesocricetus_auratus ENSMAUG00000009942
microtus_ochrogaster ENSMOCG00000009961
peromyscus_maniculatus ENSPEMG00000021356
mus_spretus MGP_SPRETEiJ_G0017623
mus_musculus ENSMUSG00000000724
mus_spicilegus ENSMSIG00000028664
mus_caroli MGP_CAROLIEiJ_G0016780
mus_pahari MGP_PahariEiJ_G0017917
rattus_norvegicus ENSRNOG00000008700
meriones_unguiculatus ENSMUGG00000004577
nannospalax_galili ENSNGAG00000013276
jaculus_jaculus ENSJJAG00000014298
cavia_porcellus ENSCPOG00000002812
cavia_aperea ENSCAPG00000012164
heterocephalus_glaber ENSHGLG00000010257
heterocephalus_glaber ENSHGLG00100019210
chinchilla_lanigera ENSCLAG00000010128
octodon_degus ENSODEG00000009503
castor_canadensis ENSCCNG00000028708
dipodomys_ordii ENSDORG00000001761
urocitellus_parryii ENSUPAG00010019144
marmota_marmota ENSMMMG00000003394
spermophilus_dauricus ENSSDAG00000001088
ictidomys_tridecemlineatus ENSSTOG00000003669
oryctolagus_cuniculus ENSOCUG00000012276
rhinopithecus_bieti ENSRBIG00000024572
rhinopithecus_roxellana ENSRROG00000045584
colobus_angolensis ENSCANG00000034443
piliocolobus_tephrosceles ENSPTEG00000032695
papio_anubis ENSPANG00000023297
mandrillus_leucophaeus ENSMLEG00000002189
macaca_mulatta ENSMMUG00000012855
macaca_fascicularis ENSMFAG00000002646
macaca_nemestrina ENSMNEG00000040488
cercocebus_atys ENSCATG00000032650
theropithecus_gelada ENSTGEG00000010349
chlorocebus_sabaeus ENSCSAG00000007018
pan_paniscus ENSPPAG00000006625
pan_troglodytes ENSPTRG00000008946
homo_sapiens ENSG00000108255
gorilla_gorilla ENSGGOG00000002292
pongo_abelii ENSPPYG00000008120
nomascus_leucogenys ENSNLEG00000003279
saimiri_boliviensis ENSSBOG00000026676
callithrix_jacchus ENSCJAG00000013501
cebus_capucinus ENSCCAG00000032609
aotus_nancymaae ENSANAG00000029654
carlito_syrichta ENSTSYG00000036991
propithecus_coquereli ENSPCOG00000024768
prolemur_simus ENSPSMG00000025174
microcebus_murinus ENSMICG00000038723
otolemur_garnettii ENSOGAG00000014064
tupaia_belangeri ENSTBEG00000008023
sorex_araneus ENSSARG00000007204
choloepus_hoffmanni ENSCHOG00000003390
dasypus_novemcinctus ENSDNOG00000016640
loxodonta_africana ENSLAFG00000012297
procavia_capensis ENSPCAG00000006293
echinops_telfairi ENSETEG00000004869
erinaceus_europaeus ENSEEUG00000008402
ornithorhynchus_anatinus ENSOANG00000012646
calidris_pygmaea ENSCPGG00000005845
calidris_pugnax ENSCPUG00000019920
lepidothrix_coronata ENSLCOG00000008720
manacus_vitellinus ENSMVIG00005013071
serinus_canaria ENSSCAG00000009073
lonchura_striata ENSLSDG00000014839
junco_hyemalis ENSJHYG00000006251
zonotrichia_albicollis ENSZALG00000002691
taeniopygia_guttata ENSTGUG00000006292
cyanistes_caeruleus ENSCCEG00000010250
parus_major ENSPMJG00000019657
ficedula_albicollis ENSFALG00000006270
gallus_gallus ENSGALG00000004035
meleagris_gallopavo ENSMGAG00000010343
coturnix_japonica ENSCJPG00005012185
anser_brachyrhynchus ENSABRG00000011959
anas_platyrhynchos ENSAPLG00000023591
apteryx_owenii ENSAOWG00000007703
apteryx_haastii ENSAHAG00000014571
apteryx_rowi ENSARWG00000014134
dromaius_novaehollandiae ENSDNVG00000015019
nothoprocta_perdicaria ENSNPEG00000010957
melopsittacus_undulatus ENSMUNG00000013944
numida_meleagris ENSNMEG00000016065
crocodylus_porosus ENSCPRG00005014291
chrysemys_picta ENSCPBG00000020117
chelonoidis_abingdonii ENSCABG00000008343
pelodiscus_sinensis ENSPSIG00000004275
pogona_vitticeps ENSPVIG00000017541
anolis_carolinensis ENSACAG00000012895
salvator_merianae ENSSMRG00000000357
sphenodon_punctatus ENSSPUG00000005105
xenopus_tropicalis ENSXETG00000019080
latimeria_chalumnae ENSLACG00000012633
scleropages_formosus ENSSFOG00015006780
paramormyrops_kingsleyae ENSPKIG00000018704
clupea_harengus ENSCHAG00000018015
takifugu_rubripes ENSTRUG00000016104
tetraodon_nigroviridis ENSTNIG00000005564
