apteryx_haastii ENSAHAG00000000252
apteryx_rowi ENSARWG00000014526
apteryx_owenii ENSAOWG00000004215
dromaius_novaehollandiae ENSDNVG00000005494
nothoprocta_perdicaria ENSNPEG00000015387
serinus_canaria ENSSCAG00000000341
lonchura_striata_domestica ENSLSDG00000005968
junco_hyemalis ENSJHYG00000010799
parus_major ENSPMJG00000013519
lepidothrix_coronata ENSLCOG00000002958
ficedula_albicollis ENSFALG00000002071
meleagris_gallopavo ENSMGAG00000016129
anas_platyrhynchos_platyrhynchos ENSAPLG00000028918
calidris_pugnax ENSCPUG00000000015
gallus_gallus ENSGALG00000035260
coturnix_japonica ENSCJPG00005000617
anser_brachyrhynchus ENSABRG00000008174
crocodylus_porosus ENSCPRG00005013626
chelonoidis_abingdonii ENSCABG00000021623
gopherus_agassizii ENSGAGG00000001366
chrysemys_picta_bellii ENSCPBG00000023808
gopherus_agassizii ENSGAGG00000008555
pelodiscus_sinensis ENSPSIG00000003436
pogona_vitticeps ENSPVIG00000000803
pogona_vitticeps ENSPVIG00000023256
anolis_carolinensis ENSACAG00000012696
notechis_scutatus ENSNSUG00000016780
salvator_merianae ENSSMRG00000020351
sphenodon_punctatus ENSSPUG00000005905
phascolarctos_cinereus ENSPCIG00000008541
notamacropus_eugenii ENSMEUG00000005742
monodelphis_domestica ENSMODG00000007884
sarcophilus_harrisii ENSSHAG00000008478
canis_lupus_familiaris ENSCAFG00000012405
canis_lupus_dingo ENSCAFG00020015516
vulpes_vulpes ENSVVUG00000010624
ursus_americanus ENSUAMG00000014883
neovison_vison ENSNVIG00000013929
mustela_putorius_furo ENSMPUG00000003440
panthera_pardus ENSPPRG00000003716
panthera_tigris_altaica ENSPTIG00000016775
felis_catus ENSFCAG00000007392
equus_asinus_asinus ENSEASG00005005062
equus_caballus ENSECAG00000022859
myotis_lucifugus ENSMLUG00000015545
myotis_lucifugus ENSMLUG00000024395
sus_scrofa ENSSSCG00000038008
tursiops_truncatus ENSTTRG00000011156
bos_mutus ENSBMUG00000020884
bos_taurus ENSBTAG00000001225
capra_hircus ENSCHIG00000020952
cavia_aperea ENSCAPG00000012991
ursus_maritimus ENSUMAG00000011736
loxodonta_africana ENSLAFG00000009086
ovis_aries ENSOARG00000007565
peromyscus_maniculatus_bairdii ENSPEMG00000026749
mus_spicilegus ENSMSIG00000005082
spermophilus_dauricus ENSSDAG00000011469
piliocolobus_tephrosceles ENSPTEG00000030983
chlorocebus_sabaeus ENSCSAG00000008356
prolemur_simus ENSPSMG00000025874
bison_bison_bison ENSBBBG00000001893
sorex_araneus ENSSARG00000006530
echinops_telfairi ENSETEG00000008737
pteropus_vampyrus ENSPVAG00000010483
castor_canadensis ENSCCNG00000024428
dipodomys_ordii ENSDORG00000002474
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023431
mus_musculus ENSMUSG00000006456
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022517
mus_pahari MGP_PahariEiJ_G0014014
rattus_norvegicus ENSRNOG00000045568
meriones_unguiculatus ENSMUGG00000005395
cricetulus_griseus_chok1gshd ENSCGRG00001024921
cricetulus_griseus_crigri-picr ENSCGRG00015017360
cricetulus_griseus_crigri ENSCGRG00000010784
mesocricetus_auratus ENSMAUG00000017509
microtus_ochrogaster ENSMOCG00000002491
nannospalax_galili ENSNGAG00000019304
jaculus_jaculus ENSJJAG00000020814
cavia_porcellus ENSCPOG00000008019
octodon_degus ENSODEG00000017717
chinchilla_lanigera ENSCLAG00000015277
heterocephalus_glaber_female ENSHGLG00000012589
heterocephalus_glaber_male ENSHGLG00100011836
fukomys_damarensis ENSFDAG00000002787
ictidomys_tridecemlineatus ENSSTOG00000009796
marmota_marmota_marmota ENSMMMG00000021778
oryctolagus_cuniculus ENSOCUG00000022838
